lon,lat,chaos1_nearby_count12.5,chaos1_nearby_count25,chaos1_nearby_count50,width_nearby_count12.5,width_nearby_count25,cross_road_nearby_count12.5,cross_road_nearby_count25
127.0685003571556,37.148755848332776,83.535,83.535,55.76625,2.0,2.0,0,0
127.06861564424436,37.14232479635068,45.345,45.345,55.67666666666667,3.0,3.0,0,0
127.06860391319792,37.142551646138266,62.459999999999994,62.459999999999994,53.902499999999996,2.0,2.0,0,0
127.06859218215143,37.142778495925846,62.459999999999994,62.459999999999994,62.459999999999994,2.0,2.0,0,0
127.0685809792096,37.14300644811965,62.459999999999994,62.459999999999994,62.459999999999994,2.0,2.0,0,0
127.06856990829388,37.14323467591501,62.459999999999994,62.459999999999994,62.459999999999994,2.0,2.0,0,0
127.06855896972536,37.14346132633074,62.459999999999994,62.459999999999994,78.2525,2.0,2.0,0,0
127.06854807295072,37.1436874786266,62.459999999999994,62.459999999999994,72.23333333333333,2.0,2.0,0,0
127.06883024297392,37.16105605216997,94.685,93.7575,77.34333333333333,4.0,4.0,0,0
127.0686730196018,37.16125306244275,92.83,92.83,80.99000000000001,4.0,4.0,0,0
127.06851356934531,37.161447971200985,68.6725,76.425,76.425,3.0,3.3333333333333335,0,0
127.06845616496722,37.14647231681624,61.9325,65.485,67.61,2.5,2.6666666666666665,0,0
127.06873800743044,37.14646700782296,61.9325,61.9325,65.725,2.5,2.5,0,0
127.06901984989364,37.14646169882968,66.445,66.445,66.445,2.0,2.0,0,0
127.06930169235686,37.1464563898364,66.445,66.445,66.445,2.0,2.0,0,0
127.06958353482008,37.14645108084312,66.445,66.445,66.445,2.0,2.0,0,0
127.06986537728328,37.14644577184984,66.445,66.445,66.445,2.0,2.0,0,0
127.07014727971996,37.14644046952927,66.445,66.445,66.445,2.0,2.0,0,0
127.070429621962,37.14643521614183,66.445,66.445,66.445,2.0,2.0,0,0
127.07071196420408,37.14642996275438,66.445,66.445,66.445,2.0,2.0,0,0
127.07099430644612,37.14642470936695,66.445,66.445,66.445,2.0,2.0,0,0
127.07127664868815,37.14641945597951,66.445,66.445,66.445,2.0,2.0,0,0
127.07155899093024,37.14641420259207,66.445,66.445,66.445,2.0,2.0,0,0
127.07184203793425,37.14640893901142,66.445,66.445,66.445,2.0,2.0,0,0
127.07212526112876,37.146403672882485,66.445,66.445,66.445,2.0,2.0,0,0
127.07240848432326,37.14639840675354,66.445,66.445,63.802499999999995,2.0,2.0,0,0
127.07269170751778,37.1463931406246,63.802499999999995,63.802499999999995,63.802499999999995,2.5,2.5,0,0
127.06768371033844,37.15631228714293,57.055,57.055,47.96,1.5,1.5,0,0
127.06760140135997,37.15653000593512,29.77,61.65,47.96,2.0,1.5,0,0
127.06751909238146,37.156747724727325,29.77,29.77,61.65,2.0,2.0,0,0
127.06743791347589,37.15696429390174,29.77,29.77,29.77,2.0,2.0,0,0
127.06735701708853,37.1571805756717,29.77,29.77,29.77,2.0,2.0,0,0
127.06727346083206,37.157400682588325,29.77,29.77,29.77,2.0,2.0,0,0
127.067190215893,37.157619142179,29.77,29.77,29.77,2.0,2.0,0,0
127.06710728814302,37.15783658109351,29.77,29.77,29.77,2.0,2.0,0,0
127.06702215016784,37.15805391078579,29.77,29.77,29.77,2.0,2.0,0,0
127.0669363142268,37.15827120598684,29.77,29.77,29.77,2.0,2.0,0,0
127.0668504782858,37.15848850118788,29.77,29.77,29.77,2.0,2.0,0,0
127.06675678499778,37.158714664643576,29.77,29.77,56.525,2.0,2.0,0,0
127.06443096569662,37.14937799791322,30.585,30.585,26.9375,3.0,3.0,0,0
127.0647123112724,37.14934578308836,23.29,23.29,26.9375,3.0,3.0,0,0
127.06499365684816,37.14931356826349,23.29,23.29,23.29,3.0,3.0,0,0
127.0652743222824,37.149281476375386,23.29,23.29,23.29,3.0,3.0,0,0
127.06555481768126,37.14924941522147,23.29,23.29,23.29,3.0,3.0,0,0
127.06583837928156,37.14921701107527,23.29,23.29,23.29,3.0,3.0,0,0
127.0661253588939,37.14918396946892,23.29,23.29,32.95,3.0,3.0,0,0
127.07348922997592,37.14399732568293,60.195,60.195,83.14,1.0,1.0,0,0
127.07348464683962,37.14377192176323,99.835,99.835,83.14,4.0,4.0,0,0
127.0734800637033,37.14354651784354,99.835,99.835,80.015,4.0,4.0,0,0
127.073475480567,37.14332111392384,99.835,99.835,94.09,4.0,4.0,0,0
127.0734692996862,37.143092116177534,97.5525,94.09,85.426,2.5,2.5,1,3
127.07355846165296,37.14637116802432,59.17,59.17,60.165000000000006,3.0,3.0,0,0
127.0735506012235,37.14614492372608,59.17,59.17,73.33833333333332,3.0,3.0,0,0
127.07354274079404,37.14591867942784,99.685,99.685,99.685,3.0,3.0,0,0
127.07353488036456,37.1456924351296,99.685,99.685,99.685,3.0,3.0,0,0
127.0735270199351,37.14546619083136,99.685,99.685,99.685,3.0,3.0,0,0
127.07351915950564,37.14523994653312,99.685,99.685,99.685,3.0,3.0,0,0
127.05862664394972,37.151497022406026,73.695,73.10749999999999,73.84666666666665,4.0,3.3333333333333335,0,0
127.05839505558257,37.151360018908704,,,73.10749999999999,2.0,2.0,0,0
127.07355846165296,37.14637116802432,59.17,59.17,60.165000000000006,3.0,3.0,0,0
127.07356626920196,37.14659661102333,59.17,59.17,73.41666666666667,3.0,3.0,0,0
127.07357407675096,37.14682205402233,99.92,99.92,99.92,3.0,3.0,0,0
127.07358188429995,37.14704749702133,99.92,99.92,99.92,3.0,3.0,0,0
127.07358969184897,37.147272940020336,99.92,99.92,99.92,3.0,3.0,0,0
127.07359749939798,37.14749838301934,99.92,99.92,99.92,3.0,3.0,0,0
127.07360522164444,37.1477244198074,99.92,99.92,99.92,3.0,3.0,0,0
127.07361288702252,37.147950852454834,99.92,99.92,99.92,3.0,3.0,0,0
127.0736205524006,37.14817728510226,99.92,99.92,99.92,3.0,3.0,0,0
127.07362821777872,37.148403717749694,99.92,99.92,72.6975,3.0,3.0,0,0
127.0736358831568,37.148630150397125,45.475,45.475,65.58166666666666,3.0,3.0,0,0
127.06221297816565,37.1496040765137,99.3775,83.60833333333333,87.075,3.0,2.3333333333333335,0,0
127.07018929040744,37.14892340971528,64.015,64.015,58.4525,3.0,3.0,0,0
127.07047642173966,37.14891646737228,64.015,64.015,64.015,3.0,3.0,0,0
127.07076135152872,37.14890775462335,64.015,64.015,64.015,3.0,3.0,0,0
127.0710445515339,37.14889765084117,64.015,64.015,64.015,3.0,3.0,0,0
127.07132775153906,37.148887547059005,64.015,64.015,64.015,3.0,3.0,0,0
127.07161095154424,37.14887744327683,64.015,64.015,64.015,3.0,3.0,0,0
127.071895256632,37.14886685369597,64.015,64.015,64.015,3.0,3.0,0,0
127.07217999147412,37.14885607519339,64.015,64.015,64.015,3.0,3.0,0,0
127.07246472631624,37.148845296690816,64.015,64.015,64.015,3.0,3.0,0,0
127.07276252702334,37.148834198440575,64.015,64.015,64.015,3.0,3.0,0,0
127.07304858611232,37.14882502032709,64.015,64.015,54.745000000000005,3.0,3.0,0,0
127.06351510582664,37.14947665610083,98.995,98.995,75.01,3.0,3.0,0,0
127.0632351637448,37.14950381071271,99.05250000000001,98.995,97.85166666666667,3.0,3.0,0,0
127.06295522166296,37.14953096532459,99.11,99.11,99.11,3.0,3.0,0,0
127.0626752795811,37.14955811993647,99.11,99.11,83.485,3.0,3.0,0,0
127.06239533749924,37.14958527454834,99.275,75.6725,87.48375,3.0,2.0,0,0
127.0685032693286,37.148974113210365,44.03,43.32,59.003,3.0,3.0,0,0
127.0687888445526,37.148965793681626,52.89,52.89,59.003,3.0,3.0,0,0
127.06907441977658,37.14895747415289,52.89,52.89,52.89,3.0,3.0,0,0
127.06935595276416,37.14894887202218,52.89,52.89,52.89,3.0,3.0,0,0
127.06963748575176,37.14894026989147,52.89,52.89,52.89,3.0,3.0,0,0
127.06991901873934,37.14893166776076,52.89,52.89,58.4525,3.0,3.0,0,0
127.0683494614262,37.15483885046748,85.0225,85.0225,85.44375,2.0,2.0,0,0
127.06813372115022,37.15468620657757,95.44999999999999,95.44999999999999,80.66499999999999,2.0,2.0,0,0
127.06793026580718,37.15452687901382,95.44999999999999,95.44999999999999,83.69999999999999,2.0,2.0,0,0
127.06772681046412,37.15436755145007,95.44999999999999,95.44999999999999,95.44999999999999,2.0,2.0,0,0
127.06751548616302,37.15420807191856,95.44999999999999,95.44999999999999,95.44999999999999,2.0,2.0,0,0
127.06726764323705,37.15408720613551,95.44999999999999,95.44999999999999,95.44999999999999,2.0,2.0,0,0
127.067023523389,37.15397103318093,95.44999999999999,95.44999999999999,95.44999999999999,2.0,2.0,0,0
127.0667851494998,37.153838626326966,95.44999999999999,95.44999999999999,95.44999999999999,2.0,2.0,0,0
127.06662612869664,37.15364625493838,95.44999999999999,95.44999999999999,95.44999999999999,2.0,2.0,0,0
127.06649869805028,37.15344215777438,95.44999999999999,95.44999999999999,95.44999999999999,2.0,2.0,0,0
127.06636101748047,37.1532425833749,95.44999999999999,95.44999999999999,95.44999999999999,2.0,2.0,0,0
127.06617155034183,37.15307279440295,95.44999999999999,95.44999999999999,95.44999999999999,2.0,2.0,0,0
127.06598043531578,37.15290527664865,95.44999999999999,95.44999999999999,95.44999999999999,2.0,2.0,0,0
127.06578505603434,37.15274147495096,95.44999999999999,95.44999999999999,95.44999999999999,2.0,2.0,0,0
127.0655876700445,37.15257942198578,95.44999999999999,95.44999999999999,95.44999999999999,2.0,2.0,0,0
127.06539028405464,37.15241736902061,95.44999999999999,95.44999999999999,95.44999999999999,2.0,2.0,0,0
127.0651928980648,37.152255316055424,95.44999999999999,95.44999999999999,95.44999999999999,2.0,2.0,0,0
127.06499551207494,37.15209326309025,95.44999999999999,95.44999999999999,95.44999999999999,2.0,2.0,0,0
127.06480725179554,37.15192350085943,95.44999999999999,95.44999999999999,95.44999999999999,2.0,2.0,0,0
127.06462254040356,37.15175074058085,95.44999999999999,95.44999999999999,95.44999999999999,2.0,2.0,0,0
127.06443782901157,37.15157798030228,95.44999999999999,95.44999999999999,95.44999999999999,2.0,2.0,0,0
127.06426616879337,37.1513925803223,95.44999999999999,95.44999999999999,95.44999999999999,2.0,2.0,0,0
127.06412416380252,37.15118754518277,95.44999999999999,95.44999999999999,95.44999999999999,2.0,2.0,0,0
127.0640138892607,37.150979770655695,95.44999999999999,95.44999999999999,95.44999999999999,2.0,2.0,0,0
127.06390539992228,37.15076872867015,95.44999999999999,95.44999999999999,95.44999999999999,2.0,2.0,0,0
127.06380599357811,37.15055274451664,95.44999999999999,95.44999999999999,95.44999999999999,2.0,2.0,0,0
127.06372019826097,37.15033667328007,95.44999999999999,95.44999999999999,95.44999999999999,2.0,2.0,0,0
127.06364429380288,37.15011903224266,95.44999999999999,95.44999999999999,95.44999999999999,2.0,2.0,0,0
127.06361027131216,37.14989440737641,95.44999999999999,95.44999999999999,97.2225,2.0,2.0,0,0
127.06359209019176,37.14966676332089,95.44999999999999,97.2225,75.01,2.0,2.5,0,0
127.0683494614262,37.15483885046748,85.0225,85.0225,85.44375,2.0,2.0,0,0
127.06843341878252,37.15462337154637,71.94999999999999,83.69999999999999,85.44375,2.0,2.0,0,0
127.06851737613884,37.15440789262527,71.94999999999999,71.94999999999999,83.69999999999999,2.0,2.0,0,0
127.06859326730502,37.154189090751686,71.94999999999999,71.94999999999999,71.94999999999999,2.0,2.0,0,0
127.06864257588978,37.15396686047559,71.94999999999999,71.94999999999999,71.94999999999999,2.0,2.0,0,0
127.068656788827,37.1537370651223,71.94999999999999,71.94999999999999,71.94999999999999,2.0,2.0,0,0
127.06865594823888,37.153505331799884,71.94999999999999,71.94999999999999,71.94999999999999,2.0,2.0,0,0
127.06865217426667,37.15327506168176,71.94999999999999,71.94999999999999,71.94999999999999,2.0,2.0,0,0
127.06863913310332,37.15304724992363,71.94999999999999,71.94999999999999,71.94999999999999,2.0,2.0,0,0
127.06862609193996,37.1528194381655,71.94999999999999,71.94999999999999,71.94999999999999,2.0,2.0,0,0
127.06861541831908,37.15259177818834,71.94999999999999,71.94999999999999,71.94999999999999,2.0,2.0,0,0
127.06860489174416,37.15236416214652,71.94999999999999,71.94999999999999,71.94999999999999,2.0,2.0,0,0
127.0685978942723,37.15213760055298,71.94999999999999,71.94999999999999,71.94999999999999,2.0,2.0,0,0
127.06859089680044,37.15191103895945,71.94999999999999,71.94999999999999,71.94999999999999,2.0,2.0,0,0
127.0685823828428,37.151685050799614,71.94999999999999,71.94999999999999,71.94999999999999,2.0,2.0,0,0
127.06857246905216,37.15145959196319,71.94999999999999,71.94999999999999,71.94999999999999,2.0,2.0,0,0
127.06856255526152,37.15123413312676,71.94999999999999,71.94999999999999,71.94999999999999,2.0,2.0,0,0
127.06855758633652,37.151006950953295,71.94999999999999,71.94999999999999,71.94999999999999,2.0,2.0,0,0
127.06855385362796,37.150779337945565,71.94999999999999,71.94999999999999,71.94999999999999,2.0,2.0,0,0
127.0685484676582,37.15055273649806,71.94999999999999,71.94999999999999,71.94999999999999,2.0,2.0,0,0
127.06854129065547,37.15032723090746,71.94999999999999,71.94999999999999,71.94999999999999,2.0,2.0,0,0
127.06853411365276,37.15010172531685,71.94999999999999,71.94999999999999,71.94999999999999,2.0,2.0,0,0
127.06852693665004,37.14987621972625,71.94999999999999,71.94999999999999,71.94999999999999,2.0,2.0,0,0
127.0685197596473,37.14965071413565,71.94999999999999,71.94999999999999,71.94999999999999,2.0,2.0,0,0
127.0685136852954,37.14942519013648,71.94999999999999,71.94999999999999,71.94999999999999,2.0,2.0,0,0
127.068508477312,37.14919965167342,71.94999999999999,71.94999999999999,52.870000000000005,2.0,2.0,0,0
127.0685032693286,37.148974113210365,44.03,43.32,59.003,3.0,3.0,0,0
127.07374293398334,37.15271445582145,87.05000000000001,87.05000000000001,90.065,2.0,2.0,0,0
127.07373800700678,37.152488634154345,87.05000000000001,87.05000000000001,85.39250000000001,2.0,2.0,0,0
127.0737330800302,37.15226281248723,98.96000000000001,98.96000000000001,98.96000000000001,3.0,3.0,0,0
127.07372815305364,37.15203699082012,98.96000000000001,98.96000000000001,98.96000000000001,3.0,3.0,0,0
127.07372322607708,37.15181116915301,98.96000000000001,98.96000000000001,98.96000000000001,3.0,3.0,0,0
127.07371829910052,37.1515853474859,98.96000000000001,98.96000000000001,98.96000000000001,3.0,3.0,0,0
127.07371337212396,37.15135952581879,75.52000000000001,75.52000000000001,75.52000000000001,2.0,2.0,0,0
127.0737084451474,37.15113370415168,75.52000000000001,75.52000000000001,75.52000000000001,2.0,2.0,0,0
127.0733331915035,37.15611238454205,98.75999999999999,99.345,99.56125,3.0,2.0,0,1
127.07359329814264,37.15622573783759,98.75999999999999,98.75999999999999,99.52333333333333,3.0,3.0,0,0
127.07383390657812,37.15634752485693,98.75999999999999,98.75999999999999,92.4,3.0,3.0,0,0
127.07407451501362,37.15646931187628,91.985,91.985,92.4,2.0,2.0,0,0
127.07205812070904,37.15571550890686,99.815,99.815,99.542,1.6666666666666667,1.6666666666666667,2,2
127.07178229414409,37.15565989269747,99.0375,99.0375,99.51875,2.3333333333333335,2.3333333333333335,0,0
127.07374293398334,37.15271445582145,87.05000000000001,87.05000000000001,90.065,2.0,2.0,0,0
127.07375026714035,37.15294203737242,99.41,99.41,90.065,3.0,3.0,0,0
127.07375760029736,37.15316961892338,99.41,99.41,99.41,3.0,3.0,0,0
127.07376493345438,37.153397200474345,99.41,99.41,99.41,3.0,3.0,0,0
127.07377146069229,37.15362514627841,99.41,99.41,99.41,3.0,3.0,0,0
127.07373837630516,37.153851525182645,99.41,99.41,99.41,3.0,3.0,0,0
127.07367093386324,37.1540736449701,99.41,99.41,99.41,3.0,3.0,0,0
127.07356803185068,37.1542900737426,99.41,99.41,99.41,3.0,3.0,0,0
127.07346608721063,37.15450445186188,99.41,99.41,99.41,3.0,3.0,0,0
127.07336423424306,37.15471854888527,99.41,99.41,99.41,3.0,3.0,0,0
127.07326244717974,37.15493239689702,99.41,99.41,99.41,3.0,3.0,0,0
127.0731608111948,37.15514454418549,99.41,99.41,99.53833333333334,3.0,3.0,0,0
127.07305929391428,37.15535535519139,99.41,99.53833333333334,99.574,3.0,2.3333333333333335,0,2
127.0683494614262,37.15483885046748,85.0225,85.0225,85.44375,2.0,2.0,0,0
127.068589028741,37.15496358387111,99.78,99.78,85.44375,2.0,2.0,0,0
127.0688285960558,37.15508831727473,99.78,99.78,87.1875,2.0,2.0,0,0
127.06909577305768,37.1551895934422,99.78,99.78,99.78,2.0,2.0,0,0
127.06936767413708,37.15526991719624,99.78,99.78,99.78,2.0,2.0,0,0
127.06964452941182,37.15532036121492,99.78,99.78,99.78,2.0,2.0,0,0
127.06992265485256,37.15536560281232,99.78,99.78,99.78,2.0,2.0,0,0
127.07020215630642,37.15540520845333,99.78,99.78,99.205,2.0,2.0,0,0
127.06357715582334,37.16594885088449,13.45,13.45,9.3325,3.0,3.0,0,0
127.06362106546231,37.16572590603324,5.215,5.215,9.3325,3.0,3.0,0,0
127.06366497510128,37.16550296118199,5.215,5.215,5.215,3.0,3.0,0,0
127.06370888474024,37.16528001633073,5.215,5.215,5.215,3.0,3.0,0,0
127.06376247678836,37.16505849798223,5.215,5.215,5.215,3.0,3.0,0,0
127.063817389165,37.16483717415682,5.215,5.215,5.215,3.0,3.0,0,0
127.06387230154164,37.16461585033142,5.215,5.215,5.215,3.0,3.0,0,0
127.06392721391828,37.164394526506015,5.215,47.1375,47.1375,3.0,2.5,0,0
127.07815643303246,37.14550472635601,52.43,42.98333333333333,34.285000000000004,1.0,2.3333333333333335,0,0
127.07816281693026,37.1452759780499,39.42333333333334,39.42333333333334,34.285000000000004,2.0,2.0,0,0
127.07816920082804,37.1450472297438,30.310000000000002,30.310000000000002,39.42333333333334,2.0,2.0,0,0
127.07817653599628,37.14481985611616,8.190000000000001,32.92,39.42333333333334,3.0,2.5,0,0
127.07818417156572,37.14459291659751,32.92,39.42333333333334,39.42333333333334,2.5,2.0,0,0
127.07819180713516,37.144365977078856,57.65,39.42333333333334,39.42333333333334,2.0,2.0,0,0
127.07819893300244,37.14413919430032,57.65,57.65,39.24,2.0,2.0,0,0
127.07820338293344,37.14391323440737,38.69,38.69,70.31800000000001,1.0,1.0,0,0
127.07820783286444,37.14368727451442,95.62,65.405,60.073333333333345,1.0,1.0,1,3
127.07821228279542,37.14346131462147,60.325,64.35000000000001,49.981666666666676,1.0,1.0,4,5
127.07821673272642,37.14323535472852,8.190000000000001,44.43714285714286,49.35333333333334,3.0,1.75,0,7
127.07822118265742,37.14300939483557,34.07,42.07714285714285,51.16562499999999,2.25,1.875,3,7
127.0782256325884,37.14278343494262,87.64,63.23,50.49909090909091,1.0,1.2,1,5
127.0782300825194,37.14255747504967,87.64,77.95,55.525,1.0,1.0,1,3
127.07823453245038,37.14233151515672,17.0,17.0,51.80800000000001,1.0,1.0,0,0
127.07823863531812,37.14210508844017,12.595,12.595,16.843333333333334,2.0,2.0,0,0
127.0782401930553,37.1418752383505,16.765,16.765,14.67,2.5,2.5,0,0
127.07824062338622,37.14164652151527,8.170000000000002,8.170000000000002,13.893333333333333,2.0,2.0,0,0
127.07823936260776,37.14141950456168,8.190000000000001,8.170000000000002,23.53166666666667,3.0,2.0,0,0
127.07823837355032,37.14119263320895,8.15,8.15,19.176250000000003,1.0,1.0,0,0
127.07823937711368,37.14096682959572,7.483333333333334,19.176250000000003,16.259000000000004,2.0,2.0,0,0
127.078240380677,37.14074102598249,7.130000000000001,6.76,26.962500000000002,1.5,2.5,0,0
127.07348922997592,37.14399732568293,60.195,60.195,83.14,1.0,1.0,0,0
127.07320016229374,37.14399307453083,60.195,60.195,80.015,1.0,1.0,0,0
127.0729181115474,37.14399837355281,60.195,60.195,60.195,1.0,1.0,0,0
127.07263586232166,37.14400354640736,60.195,60.195,60.195,1.0,1.0,0,0
127.07235215758053,37.14400779403404,60.195,60.195,60.195,1.0,1.0,0,0
127.07206845283936,37.14401204166072,60.195,60.195,60.195,1.0,1.0,0,0
127.0717847480982,37.14401628928741,60.195,60.195,60.195,1.0,1.0,0,0
127.07150144688484,37.144017611963086,60.195,60.195,60.195,1.0,1.0,0,0
