index,lon,lat,overspeed_cam_count100,floating_pop_count50,shortest_bump_dist,parking_count12.5,parking_count25,car_count1000,child_count1000,elem_kinder_count400,numberSchoolZone_count400,accident_count12.5,accident_count25,num_cram_school_count400,shortest_cross_dist,shortest_traffic_signal_dist,shortest_sidewalk_dist,barrier_nearby_count12.5,barrier_nearby_count25,chaos1_nearby_count12.5,chaos1_nearby_count25,chaos1_nearby_count50,width_nearby_count12.5,width_nearby_count25,cross_road_nearby_count12.5,cross_road_nearby_count25
18,127.07333319150352,37.15611238454205,1.0,107.88375,538.6714721727175,0.0,1.0,2020.0,182.0,9.0,2.0,0.0,0.0,15.0,35.238635072969885,34.81261047296864,13.51176150070105,1.0,1.0,98.76,99.345,99.56125,3.0,2.0,0.0,1.0
20,127.07279890558485,37.15626920028927,1.0,214.34375,552.4669988262384,0.0,0.0,2020.0,182.0,9.0,1.0,0.0,0.0,17.0,9.170110013560988,21.585359679774264,3.4852612510145216,0.0,0.0,99.88,99.6275,99.772,1.0,2.5,1.0,2.0
22,127.07242581084438,37.15643307552248,1.0,219.6325,570.6216088550129,0.0,0.0,2020.0,182.0,6.0,0.0,0.0,0.0,25.0,45.06493892316293,50.226667435216704,9.730524983701596,0.0,0.0,99.94,99.94,99.5575,1.0,1.0,2.0,2.0
24,127.07228788684988,37.155983055544894,1.0,195.10242424242423,521.2241543368261,0.0,0.0,2020.0,182.0,8.0,1.0,0.0,1.0,18.0,0.3910862105542088,21.826690871163468,1.0978065817217522,0.0,0.0,100.0,99.8175,99.7225,1.0,2.0,1.0,2.0
26,127.06221297816565,37.149604076513704,0.0,322.1652777777778,98.2148802956147,2.0,3.0,470.0,45.0,3.0,0.0,0.0,0.0,26.0,7.326675830176838,10.881246463488507,12.677849372496647,0.0,0.0,99.3775,83.60833333333333,87.075,3.0,2.333333333333333,0.0,0.0
27,127.0635760908058,37.149466436552025,0.0,93.27527777777777,173.02497130608234,0.0,193.0,714.0,66.0,2.0,0.0,0.0,0.0,26.0,8.088220809574947,11.425060682684212,10.169290413056274,0.0,0.0,98.995,98.995,75.01,3.0,3.0,0.0,0.0
28,127.07205812070904,37.15571550890686,1.0,159.21388888888887,493.17920369003645,0.0,1.0,2020.0,182.0,7.0,2.0,0.0,0.0,15.0,36.29166886359326,41.78470503409265,5.67467584296796,0.0,0.0,99.815,99.815,99.542,1.6666666666666667,1.6666666666666667,2.0,2.0
30,127.07259808695619,37.15584815393953,1.0,221.6363888888889,505.47859616736514,0.0,0.0,2020.0,182.0,11.0,1.0,1.0,2.0,18.0,0.4082110364951538,6.393922384757254,32.412144594951044,0.0,1.0,99.635,99.445,99.643125,3.0,3.0,1.0,2.0
33,127.07282199573237,37.15591076254925,1.0,148.10833333333332,512.7796880304013,0.0,0.0,2020.0,182.0,10.0,1.0,0.0,1.0,18.0,4.810081071123936,14.885673558183706,31.167086247923432,1.0,1.0,99.255,99.465,99.66944444444445,3.0,3.0,1.0,2.0
36,127.071933720145,37.15720277501805,0.0,102.37305555555555,655.4486019332626,0.0,0.0,2020.0,182.0,5.0,1.0,0.0,0.0,16.0,133.54227553948255,145.6006904832531,12.468225548968336,0.0,0.0,98.185,98.185,98.185,4.0,4.0,0.0,0.0
38,127.07162963651035,37.15759069467154,0.0,87.45791666666666,642.6390609833247,0.0,0.0,2020.0,182.0,6.0,2.0,0.0,0.0,16.0,100.15567608545521,196.4144445509491,11.813301879771654,0.0,0.0,97.395,97.395,97.395,4.0,4.0,0.0,0.0
40,127.07132217418543,37.15796884484638,0.0,56.36333333333334,632.9414924517885,0.0,0.0,2020.0,182.0,7.0,2.0,0.0,0.0,16.0,51.089019799403545,197.80775932858106,12.004918126088135,0.0,0.0,97.395,97.395,96.835,4.0,4.0,0.0,0.0
41,127.07442111885528,37.14636212815828,0.0,348.18208333333337,402.8320985624649,0.0,47.0,1909.0,162.0,13.0,0.0,2.0,2.0,182.0,11.678305168537669,13.722135748043652,10.155951456169936,0.0,0.0,58.155,58.155,58.155,3.0,3.0,0.0,0.0
43,127.07498463629938,37.146351903323975,0.0,299.56208333333336,439.40185086320395,0.0,0.0,1642.0,162.0,13.0,1.0,0.0,0.0,174.0,32.3918820714168,33.0379272792461,10.534181899940338,1.0,1.0,44.825,44.825,71.2575,4.0,4.0,0.0,0.0
45,127.07554815374348,37.146341678489684,0.0,366.36583333333334,478.4241824364312,0.0,0.0,1642.0,162.0,12.0,1.0,0.0,0.0,168.0,37.61372295665527,37.74046370812767,9.996038634403343,1.0,1.0,44.825,44.825,68.3925,4.0,4.0,0.0,0.0
47,127.07611167118759,37.14633145365536,0.0,338.06333333333333,519.3465481192957,0.0,1.0,1642.0,162.0,11.0,1.0,0.0,2.0,166.0,6.484051957673483,9.354196576701106,9.939308682539512,0.0,0.0,85.16499999999998,85.16499999999998,65.275,2.0,2.0,0.0,0.0
48,127.07450300330484,37.148797174442684,1.0,517.2366666666667,324.1946356799165,0.0,368.0,1792.0,182.0,12.0,0.0,1.0,1.0,214.0,11.99034547463519,17.11574091924209,13.595846890318274,0.0,0.0,51.35,51.35,51.35,3.0,3.0,0.0,0.0
50,127.07506852072235,37.14878217454951,0.0,345.1606250000001,354.2157269221526,0.0,0.0,1792.0,182.0,13.0,0.0,0.0,0.0,212.0,32.21303831481262,29.73887514846261,7.207230080747081,0.0,0.0,64.875,64.875,64.875,3.0,3.0,0.0,0.0
52,127.07563403813994,37.148767174656335,0.0,370.57166666666666,388.44404984680705,0.0,1.0,1792.0,182.0,10.0,0.0,0.0,0.0,212.0,40.069160980560646,39.51034263511316,6.687701284964257,0.0,0.0,64.875,64.875,64.875,3.0,3.0,0.0,0.0
54,127.0761995555575,37.14875217476315,0.0,528.7202083333334,425.86636492915176,0.0,0.0,1792.0,182.0,9.0,0.0,1.0,1.0,206.0,4.18851787763214,11.333357075287964,10.377975414335658,0.0,0.0,54.14,54.14,54.14,4.0,4.0,0.0,0.0
55,127.06012087515558,37.15111462837237,0.0,56.96694444444446,189.2966862026664,1.0,1.0,470.0,24.0,1.0,0.0,0.0,0.0,3.0,6.036013696373849,142.03100834967336,40.821197335324214,0.0,0.0,92.6,92.14333333333332,92.14333333333332,1.0,1.3333333333333333,0.0,0.0
57,127.05990305753521,37.151537642554736,0.0,25.145624999999995,227.56322923215686,0.0,0.0,470.0,24.0,1.0,0.0,0.0,0.0,1.0,43.87793570506606,192.24465686697042,64.67301908798848,0.0,0.0,91.23,91.23,92.24,2.0,2.0,0.0,0.0
59,127.05976120206554,37.15197565753304,0.0,18.390875,261.6860455847549,0.0,0.0,470.0,84.0,1.0,0.0,0.0,0.0,1.0,89.17962683644757,241.06472600032882,94.7882753387459,0.0,0.0,91.23,91.23,91.23,2.0,2.0,0.0,0.0
62,127.06167627283459,37.14884757398981,0.0,130.0016666666667,185.5437484880073,0.0,0.0,470.0,24.0,1.0,0.0,0.0,0.0,17.0,49.850265985325095,49.00589559300097,90.40368109603943,0.0,0.0,29.095,29.095,40.5825,2.0,2.0,0.0,0.0
64,127.06184337250284,37.148414556873455,0.0,65.62472222222222,230.86048419657033,1.0,1.0,470.0,24.0,1.0,0.0,0.0,0.0,17.0,100.12394105391293,99.18707021458711,126.4968535605896,0.0,0.0,29.095,29.095,40.5825,2.0,2.0,0.0,0.0
66,127.06206692619509,37.148068501160175,0.0,29.229375,268.145705495758,0.0,0.0,470.0,36.0,1.0,0.0,0.0,0.0,17.0,142.69372137725148,142.16948620479099,159.7107910589296,0.0,0.0,29.095,30.633333333333336,30.633333333333336,2.0,1.6666666666666667,0.0,0.0
68,127.0621189800957,37.148526252744716,0.0,48.30597222222222,217.3330242857457,0.0,1.0,470.0,45.0,1.0,0.0,0.0,0.0,17.0,98.37360684835924,99.65971932521988,108.75938043125522,0.0,0.0,52.07,40.5825,40.5825,1.0,1.5,0.0,0.0
70,127.0621580879483,37.14897662700965,0.0,83.869,167.42125448004214,0.0,0.0,470.0,45.0,3.0,0.0,0.0,0.0,17.0,64.17804470435493,62.09541793616937,58.89682259116859,0.0,0.0,52.07,52.07,40.5825,1.0,1.0,0.0,0.0
72,127.06219753364051,37.14942917671469,0.0,292.1170555555555,117.43380180962215,4.0,6.0,470.0,45.0,3.0,0.0,0.0,0.0,26.0,15.407232882348133,13.430700588694188,11.19877705370521,0.0,0.0,52.07,83.60833333333333,87.075,1.0,2.333333333333333,0.0,0.0
73,127.06845616496722,37.146472316816244,0.0,325.8136111111112,363.5943160097513,0.0,214.0,1909.0,139.0,3.0,1.0,1.0,1.0,11.0,6.231978868894872,11.865223589555951,9.756920894039906,0.0,0.0,61.9325,65.485,67.61,2.5,2.6666666666666665,0.0,0.0
75,127.0684701894922,37.14693407611717,0.0,431.56638888888887,321.9349941934318,0.0,0.0,1909.0,162.0,5.0,1.0,0.0,0.0,24.0,17.977775115308813,34.71357769337242,2.597590039146662,0.0,0.0,83.535,83.535,83.535,2.0,2.0,0.0,0.0
77,127.06847817574858,37.14739070528188,0.0,318.89833333333337,284.22256282125636,0.0,2.0,1422.0,162.0,7.0,2.0,0.0,0.0,25.0,20.954099537136653,84.88157060204091,2.5627475526209107,0.0,0.0,83.535,83.535,83.535,2.0,2.0,0.0,0.0
79,127.06848611632135,37.14784622322961,0.0,260.88972222222225,251.19302516542146,0.0,2.0,1642.0,162.0,7.0,2.0,0.0,0.0,25.0,23.25405921281987,103.56587032876728,2.5267194327554403,0.0,0.0,83.535,83.535,83.535,2.0,2.0,0.0,0.0
81,127.06849396875522,37.14830110114257,1.0,336.28138888888896,224.8167878048912,0.0,2.0,1642.0,162.0,8.0,3.0,0.0,0.0,33.0,6.7740249748413,53.14154746842393,2.630516254487812,0.0,0.0,83.535,83.535,83.535,2.0,2.0,0.0,0.0
83,127.06850035715559,37.14875584833277,1.0,406.61208333333326,207.69978117892686,0.0,0.0,1642.0,162.0,8.0,4.0,1.0,1.0,33.0,1.7580408626445216,4.386683532813159,3.1074077846072825,0.0,0.0,83.535,83.535,55.76625,2.0,2.0,0.0,0.0
84,127.06861564424436,37.14232479635068,0.0,133.35888888888888,281.90553439448325,2.0,9.0,1909.0,168.0,5.0,0.0,0.0,0.0,60.0,15.182731686738462,16.03790298364472,13.95042569899919,0.0,0.0,45.345,45.345,55.67666666666667,3.0,3.0,0.0,0.0
86,127.06859218215143,37.14277849592585,0.0,73.6425,257.1034691050524,0.0,0.0,1909.0,168.0,4.0,0.0,0.0,0.0,59.0,26.09317035533001,36.412490799446005,5.35391048316415,0.0,0.0,62.46,62.46,62.46,2.0,2.0,0.0,0.0
88,127.06856990829388,37.14323467591501,0.0,103.55111111111113,240.26555885208268,0.0,0.0,1909.0,168.0,4.0,0.0,0.0,0.0,59.0,55.507267229413756,85.3826689182832,5.464457456998496,0.0,0.0,62.46,62.46,62.46,2.0,2.0,0.0,0.0
90,127.06854807295072,37.143687478626596,0.0,300.29805555555555,233.4110070427644,1.0,333.0,1909.0,168.0,2.0,0.0,0.0,0.0,54.0,5.250032499886377,135.22786683307908,6.1300402547712185,0.0,0.0,62.46,62.46,72.23333333333333,2.0,2.0,0.0,0.0
91,127.06883024297392,37.16105605216997,0.0,75.74375,516.6372621495351,0.0,1.0,2020.0,162.0,8.0,2.0,0.0,1.0,16.0,11.658109458932278,168.87828936382004,12.528262293667517,1.0,1.0,94.685,93.7575,77.34333333333333,4.0,4.0,0.0,0.0
93,127.06851356934533,37.161447971200985,0.0,74.01208333333331,475.58186670731425,0.0,2.0,2020.0,129.0,6.0,1.0,0.0,0.0,16.0,28.023405449119767,142.60464222939194,11.386314292127716,1.0,1.0,68.6725,76.425,76.425,3.0,3.333333333333333,0.0,0.0
96,127.06901984989365,37.14646169882968,0.0,273.9486111111111,338.7216795161054,0.0,1.0,1909.0,162.0,3.0,1.0,0.0,0.0,11.0,28.650884605449352,28.84522126570598,4.702411698684899,0.0,0.0,66.445,66.445,66.445,2.0,2.0,0.0,0.0
98,127.06958353482008,37.146451080843114,0.0,235.61583333333337,319.8158211995095,2.0,2.0,1909.0,168.0,3.0,1.0,0.0,0.0,12.0,53.87680883699233,59.58779225178853,4.606986652818796,0.0,0.0,66.445,66.445,66.445,2.0,2.0,0.0,0.0
100,127.07014727971995,37.14644046952928,0.0,351.3705555555556,303.30176515649316,3.0,14.0,1909.0,168.0,4.0,1.0,2.0,2.0,17.0,3.7809407622807636,11.665954063617068,5.68251944511883,0.0,0.0,66.445,66.445,66.445,2.0,2.0,0.0,0.0
102,127.07071196420408,37.14642996275438,0.0,271.52944444444444,291.0800041047687,0.0,2.0,1909.0,168.0,4.0,1.0,0.0,0.0,38.0,40.53001687797267,41.80921907631023,4.271145471091045,0.0,0.0,66.445,66.445,66.445,2.0,2.0,0.0,0.0
104,127.07127664868817,37.14641945597951,0.0,282.1286111111111,287.2272878269823,0.0,0.0,1909.0,168.0,5.0,1.0,0.0,0.0,60.0,35.054135380534284,91.6302305873258,3.996422354293789,0.0,0.0,66.445,66.445,66.445,2.0,2.0,0.0,0.0
106,127.07184203793423,37.14640893901142,0.0,176.64833333333337,292.0866961238105,0.0,749.0,1909.0,168.0,6.0,1.0,0.0,1.0,94.0,9.451502907040927,129.02780354102205,4.154267920514532,0.0,0.0,66.445,66.445,66.445,2.0,2.0,0.0,0.0
108,127.07240848432328,37.14639840675354,0.0,135.31055555555557,305.28411429065545,1.0,1.0,1909.0,163.0,8.0,1.0,0.0,0.0,135.0,59.78750854037107,78.79436900435955,4.1528326862357465,0.0,0.0,66.445,66.445,63.8025,2.0,2.0,0.0,0.0
110,127.06768371033844,37.15631228714293,0.0,31.391388888888887,265.2725217749434,5.0,13.0,2020.0,162.0,3.0,2.0,0.0,0.0,22.0,9.847289718442353,166.52196399734953,8.447332617555558,0.0,0.0,57.055,57.055,47.96,1.5,1.5,0.0,0.0
112,127.06751909238146,37.15674772472733,0.0,54.741388888888885,269.6093661755663,0.0,0.0,2020.0,162.0,3.0,2.0,0.0,0.0,29.0,35.32026891818228,215.06918924425528,3.3218338603756954,0.0,0.0,29.77,29.77,61.65,2.0,2.0,0.0,0.0
114,127.06735701708851,37.1571805756717,0.0,78.32833333333333,283.03858598854333,0.0,0.0,2020.0,162.0,3.0,2.0,0.0,0.0,22.0,85.45277063132643,231.6133129941835,3.7821109473935004,0.0,0.0,29.77,29.77,29.77,2.0,2.0,0.0,0.0
116,127.067190215893,37.157619142179,0.0,139.3695833333333,304.40699030043675,0.0,0.0,2020.0,162.0,2.0,2.0,0.0,0.0,17.0,35.762731422204745,229.0961723346347,4.2514305291457894,0.0,0.0,29.77,29.77,29.77,2.0,2.0,0.0,0.0
118,127.06702215016784,37.15805391078579,0.0,93.48583333333332,331.84859969673766,0.0,0.0,2020.0,162.0,2.0,2.0,0.0,0.0,17.0,9.468974961859214,208.2360787848285,2.7988454396520064,0.0,0.0,29.77,29.77,29.77,2.0,2.0,0.0,0.0
120,127.06685047828579,37.15848850118788,0.0,171.52472222222218,364.08408111530923,0.0,0.0,2020.0,162.0,2.0,2.0,1.0,1.0,21.0,2.8232402677951374,195.79927594267411,4.234335095332211,0.0,0.0,29.77,29.77,29.77,2.0,2.0,0.0,0.0
122,127.06443096569662,37.14937799791322,0.0,184.43472222222226,240.6723108680684,0.0,1.0,1031.0,109.0,2.0,1.0,0.0,0.0,26.0,58.42245747515138,59.062854754151466,7.693289648789016,0.0,0.0,30.585,30.585,26.9375,3.0,3.0,0.0,0.0
124,127.06499365684816,37.149313568263494,1.0,285.6485416666667,287.96306180835836,0.0,0.0,1422.0,109.0,2.0,1.0,1.0,1.0,26.0,35.042086626248306,43.08000023496298,7.230605073107106,0.0,0.0,23.29,23.29,23.29,3.0,3.0,0.0,0.0
126,127.06555481768127,37.14924941522147,1.0,226.0354166666667,336.0509591942738,0.0,0.0,1422.0,121.0,3.0,1.0,1.0,4.0,25.0,7.987847265494017,10.082022331371094,7.261778950699457,0.0,0.0,23.29,23.29,23.29,3.0,3.0,0.0,0.0
128,127.06612535889393,37.14918396946892,1.0,61.150707070707064,385.5465244307041,0.0,0.0,1422.0,162.0,3.0,1.0,0.0,0.0,28.0,59.18263982742078,23.72510072509517,9.535197798993744,0.0,0.0,23.29,23.29,32.95,3.0,3.0,0.0,0.0
129,127.07348922997593,37.14399732568293,0.0,108.31916666666666,206.9447513230323,1.0,4.0,1909.0,168.0,11.0,1.0,1.0,1.0,123.0,84.52596599657427,74.95414850815743,9.430579100995887,0.0,0.0,60.195,60.195,83.14,1.0,1.0,0.0,0.0
131,127.07348006370329,37.14354651784354,0.0,151.80805555555554,207.7675284416437,0.0,0.0,1909.0,168.0,13.0,1.0,0.0,0.0,142.0,47.380885322119475,47.3297263618925,9.379380884692246,1.0,1.0,99.835,99.835,80.015,4.0,4.0,0.0,0.0
133,127.07346929968621,37.14309211617753,0.0,245.87555555555562,220.28032192525777,0.0,1.0,1909.0,168.0,12.0,1.0,0.0,0.0,97.0,0.0,14.215811486190717,25.53406696523697,1.0,1.0,97.5525,94.09,85.426,2.5,2.5,1.0,3.0
136,127.07354274079405,37.145918679427844,0.0,325.0072222222223,313.1494705133966,0.0,0.0,1909.0,168.0,13.0,1.0,0.0,0.0,133.0,27.497395855203784,29.68631122475634,9.184679276577953,1.0,1.0,99.685,99.685,99.685,3.0,3.0,0.0,0.0
138,127.0735270199351,37.145466190831364,0.0,142.0933333333334,277.033752727989,0.0,1.0,1909.0,168.0,13.0,2.0,0.0,0.0,118.0,42.428001978076615,78.78449560926674,9.572374165281461,1.0,1.0,99.685,99.685,99.685,3.0,3.0,0.0,0.0
140,127.05862664394972,37.151497022406026,0.0,24.67875,328.46492633830604,0.0,0.0,470.0,84.0,1.0,0.0,0.0,0.0,1.0,7.92200193506595,264.4930743327386,5.0194847776039735,0.0,0.0,73.695,73.10749999999999,73.84666666666666,4.0,3.333333333333333,0.0,0.0
144,127.07357407675094,37.14682205402233,0.0,168.29527777777776,359.7416646082771,0.0,0.0,1642.0,162.0,10.0,1.0,0.0,0.0,182.0,32.1393703808637,33.709312323996194,7.200918273196112,1.0,1.0,99.92,99.92,99.92,3.0,3.0,0.0,0.0
146,127.07358969184895,37.147272940020336,0.0,172.1825,326.4095860767242,0.0,0.0,1642.0,162.0,12.0,1.0,0.0,0.0,206.0,32.339544852567876,82.8356499895431,7.31340359721345,1.0,1.0,99.92,99.92,99.92,3.0,3.0,0.0,0.0
148,127.07360522164444,37.1477244198074,0.0,317.5002777777778,297.7569138488704,1.0,1.0,1642.0,162.0,11.0,1.0,0.0,0.0,216.0,18.767916701823694,102.24389118821085,7.425305952045587,1.0,1.0,99.92,99.92,99.92,3.0,3.0,0.0,0.0
150,127.07362055240057,37.14817728510226,1.0,588.7791666666667,275.24036158994727,0.0,2.0,1642.0,162.0,11.0,1.0,0.0,0.0,217.0,37.830320708382246,52.57906504070565,7.543508141759193,1.0,1.0,99.92,99.92,99.92,3.0,3.0,0.0,0.0
152,127.0736358831568,37.14863015039713,1.0,731.9677777777777,260.59740013505785,0.0,5.0,1642.0,162.0,11.0,1.0,0.0,0.0,217.0,4.633166629785663,11.444764160659581,8.408965934497939,0.0,0.0,45.475,45.475,65.58166666666666,3.0,3.0,0.0,0.0
154,127.07018929040743,37.14892340971528,1.0,352.3247222222222,59.17817244803348,0.0,787.0,1642.0,162.0,9.0,3.0,0.0,0.0,37.0,7.018236394591719,10.383338312376097,9.006663176923803,0.0,0.0,64.015,64.015,58.4525,3.0,3.0,0.0,0.0
156,127.07076135152872,37.14890775462335,1.0,282.915,29.02187650014677,1.0,2.0,1642.0,162.0,10.0,3.0,0.0,0.0,94.0,35.74532067285192,36.9201639172607,6.1462419898637775,0.0,0.0,64.015,64.015,64.015,3.0,3.0,0.0,0.0
158,127.07132775153906,37.148887547059005,0.0,207.5625,57.75922518856085,5.0,831.0,1642.0,162.0,8.0,3.0,0.0,0.0,105.0,13.811483090375507,86.85082072408564,8.582618512493893,0.0,0.0,64.015,64.015,64.015,3.0,3.0,0.0,0.0
160,127.071895256632,37.14886685369597,0.0,80.7475,104.5314381977635,1.0,3.0,1642.0,162.0,8.0,3.0,0.0,0.0,144.0,23.295613731930302,127.67032091080694,6.3883997645605675,0.0,0.0,64.015,64.015,64.015,3.0,3.0,0.0,0.0
162,127.07246472631624,37.148845296690816,1.0,157.66583333333338,153.852669864876,1.0,4.0,1642.0,162.0,9.0,3.0,0.0,0.0,177.0,73.94089814909542,77.5198007815429,7.307065163374459,0.0,0.0,64.015,64.015,64.015,3.0,3.0,0.0,0.0
164,127.07304858611231,37.148825020327095,1.0,395.9329166666668,205.05441644290002,0.0,1.0,1642.0,162.0,10.0,2.0,0.0,0.0,177.0,27.53523926298393,27.930381394751212,8.819421110975057,0.0,0.0,64.015,64.015,54.74500000000001,3.0,3.0,0.0,0.0
167,127.06295522166296,37.149530965324594,0.0,98.51705555555556,130.22040374755508,0.0,0.0,470.0,45.0,3.0,0.0,0.0,0.0,26.0,53.68858151146511,43.212526230250205,8.909721629661284,0.0,0.0,99.11,99.11,99.11,3.0,3.0,0.0,0.0
169,127.06239533749924,37.14958527454834,0.0,185.95111111111112,103.1651326644127,0.0,3.0,470.0,45.0,3.0,0.0,0.0,0.0,26.0,14.80605029793448,24.607773043685683,7.845063634172248,0.0,0.0,99.275,75.6725,87.48375,3.0,2.0,0.0,0.0
170,127.06850326932859,37.14897411321037,1.0,356.1438888888888,203.4719102419125,0.0,3.0,1642.0,162.0,9.0,3.0,0.0,1.0,37.0,5.2735707437764985,13.336142888281385,12.206436680104543,0.0,0.0,44.03,43.32,59.003,3.0,3.0,0.0,0.0
172,127.06907441977656,37.14895747415289,2.0,306.6336111111111,153.3854780689148,0.0,0.0,1642.0,162.0,9.0,4.0,0.0,0.0,36.0,27.688407591135874,27.72246861974053,7.408209697221366,0.0,0.0,52.89,52.89,52.89,3.0,3.0,0.0,0.0
174,127.06963748575176,37.14894026989147,2.0,306.40458333333333,104.67937588911579,1.0,1.0,1642.0,162.0,9.0,4.0,0.0,0.0,49.0,56.07212659761724,39.44071566745575,6.772725902891983,0.0,0.0,52.89,52.89,52.89,3.0,3.0,0.0,0.0
178,127.0679302658072,37.15452687901382,0.0,269.6058333333333,302.78292042842406,0.0,1.0,1642.0,162.0,5.0,2.0,0.0,0.0,16.0,35.506535300449244,34.26142772676341,57.122290609322405,0.0,0.0,95.45,95.45,83.69999999999997,2.0,2.0,0.0,0.0
180,127.06751548616305,37.15420807191856,0.0,246.545,287.49539003652245,59.0,94.0,1642.0,162.0,4.0,2.0,0.0,0.0,24.0,86.58319891022705,84.8866377218652,107.4948126074236,0.0,0.0,95.45,95.45,95.45,2.0,2.0,0.0,0.0
182,127.067023523389,37.15397103318093,0.0,99.65083333333334,269.5768602044003,0.0,20.0,1642.0,162.0,3.0,2.0,0.0,0.0,24.0,136.6660896559797,135.58989629515702,158.32247543782307,0.0,0.0,95.45,95.45,95.45,2.0,2.0,0.0,0.0
184,127.06662612869663,37.15364625493838,0.0,64.21666666666667,273.3764817238695,0.0,0.0,1642.0,162.0,3.0,3.0,0.0,0.0,24.0,176.57042423052215,185.5268216662574,193.44694900094063,0.0,0.0,95.45,95.45,95.45,2.0,2.0,0.0,0.0
186,127.06636101748049,37.1532425833749,0.0,21.063611111111108,299.2542189371225,0.0,0.0,1264.0,162.0,5.0,4.0,0.0,0.0,23.0,193.18088018007987,201.7109622743367,197.1634199016501,0.0,0.0,95.45,95.45,95.45,2.0,2.0,0.0,0.0
188,127.06598043531578,37.15290527664865,0.0,24.677375,303.17293295320326,0.0,0.0,1264.0,162.0,5.0,3.0,1.0,1.0,38.0,142.769230584673,197.77695388670202,194.3842017057893,0.0,0.0,95.45,95.45,95.45,2.0,2.0,0.0,0.0
190,127.0655876700445,37.152579421985784,0.0,20.090277777777768,267.1463903587241,0.0,0.0,1264.0,162.0,5.0,3.0,0.0,0.0,33.0,92.51917236976506,197.6931614677445,194.57082137052132,0.0,0.0,95.45,95.45,95.45,2.0,2.0,0.0,0.0
192,127.06519289806481,37.152255316055424,0.0,21.66833333333333,236.15824696164267,0.0,0.0,1264.0,162.0,4.0,3.0,0.0,0.0,28.0,42.2846710657049,193.88550736760587,192.0899296461625,0.0,0.0,95.45,95.45,95.45,2.0,2.0,0.0,0.0
194,127.06480725179554,37.151923500859425,0.0,43.41895833333333,213.7276776110369,0.0,0.0,1264.0,162.0,3.0,3.0,0.0,0.0,28.0,3.3011250011358686,187.4957155755409,175.89432770094623,0.0,0.0,95.45,95.45,95.45,2.0,2.0,0.0,0.0
