,Unnamed: 0,floating_pop_count50,elem_kinder_count400,num_cram_school_count400,parking_count25,width_nearby_count25,cross_road_nearby_count25,lat,lon,overspeed_cam_count100,is_cross50,is_traffic_signal50,is_bump40,numberSchoolZone_count400,cluster,extra50,index,danger
14,14,0.4368677152117204,0.03225806451612903,0.11981566820276494,0.0,0.22222222222222227,0.30000000000000004,37.14976980779873,127.06171420952604,0,True,True,False,0,2,0,16,0.2810679
15,15,0.3836052119912102,0.03225806451612903,0.07834101382488479,0.0,0.22222222222222227,0.30000000000000004,37.14997046282691,127.06158148023891,0,True,True,False,0,0,0,17,0.91693324
16,16,0.09024273437208563,0.29032258064516125,0.06912442396313365,0.0002349624060150376,0.3333333333333333,0.1,37.15611238454205,127.07333319150352,1,True,True,False,2,1,0,18,0.046955656
17,17,0.0855890462792401,0.3225806451612903,0.059907834101382486,0.0,0.3333333333333333,0.2,37.15619079241566,127.07306604854416,1,True,True,False,1,0,0,19,0.074578874
18,18,0.17932021639039522,0.29032258064516125,0.07834101382488479,0.0,0.5,0.2,37.15626920028927,127.07279890558485,1,True,True,False,1,0,0,20,0.21606207
19,19,0.15150906978184672,0.29032258064516125,0.1152073732718894,0.0,0.3333333333333333,0.30000000000000004,37.15637855800893,127.07254617705095,1,True,True,False,1,0,0,21,0.045240756
20,20,0.1837454327441838,0.1935483870967742,0.1152073732718894,0.0,0.0,0.2,37.15643307552248,127.07242581084438,1,True,False,False,0,0,0,22,0.006413574
21,21,0.17368887294138918,0.2258064516129032,0.08294930875576037,0.0,0.5,0.2,37.15620838524725,127.07237668886962,1,True,True,False,1,0,0,23,0.27117425
22,22,0.16322056535546292,0.25806451612903225,0.08294930875576037,0.0,0.3333333333333333,0.2,37.155983055544894,127.07228788684988,1,True,True,False,1,0,0,24,0.66814274
23,23,0.16986943525760534,0.2258064516129032,0.06912442396313365,0.0,0.22222222222222227,0.2,37.155791029740335,127.07212625950916,1,True,True,False,1,0,0,25,0.16599326
24,24,0.26953691939445,0.0967741935483871,0.11981566820276494,0.0007048872180451127,0.4444444444444444,0.0,37.149604076513704,127.06221297816565,0,True,True,False,0,2,0,26,0.13568158
25,25,0.0780194963325405,0.06451612903225806,0.11981566820276494,0.045347744360902255,0.6666666666666667,0.0,37.149466436552025,127.0635760908058,0,True,True,False,0,0,0,27,0.045625627
26,26,0.13319181875938915,0.2258064516129032,0.06912442396313365,0.0002349624060150376,0.22222222222222227,0.2,37.15571550890686,127.07205812070904,1,True,True,False,2,0,0,28,0.028242612
27,27,0.12470721974181763,0.3225806451612903,0.08294930875576037,0.0,0.22222222222222227,0.30000000000000004,37.155781831423184,127.07232810383259,1,True,True,False,1,2,0,29,0.10087912
28,28,0.1854221317528884,0.3548387096774194,0.08294930875576037,0.0,0.6666666666666667,0.2,37.15584815393953,127.07259808695619,1,True,True,False,1,2,0,30,0.92854303
29,29,0.08932640697510508,0.3225806451612903,0.07834101382488479,0.0002349624060150376,0.22222222222222227,0.30000000000000004,37.156011573545655,127.07307759361794,1,True,True,False,1,1,0,32,0.07076945
30,30,0.12389955006407315,0.3225806451612903,0.08294930875576037,0.0,0.6666666666666667,0.2,37.15591076254925,127.07282199573237,1,True,True,False,1,1,0,33,0.9469001
31,31,0.12213731941755282,0.29032258064516125,0.08294930875576037,0.0,0.3333333333333333,0.4,37.155686934286095,127.07289195559244,1,True,True,False,1,1,0,35,0.28081265
32,32,0.08563181209814802,0.16129032258064516,0.07373271889400923,0.0,1.0,0.0,37.15720277501805,127.071933720145,0,False,False,False,1,0,0,36,0.021831153
33,33,0.10237451398912936,0.16129032258064516,0.07373271889400923,0.0,1.0,0.0,37.157401213043634,127.07178344681685,0,False,False,False,1,0,0,37,0.015871922
34,34,0.07315197914515544,0.1935483870967742,0.07373271889400923,0.0,1.0,0.0,37.15759069467154,127.07162963651035,0,False,False,False,2,0,0,38,0.026248066
35,35,0.0567201429215074,0.2258064516129032,0.07373271889400923,0.0,1.0,0.0,37.15778011607125,127.07147583792887,0,False,False,False,2,0,0,39,0.01815595
36,36,0.047134440278521685,0.2258064516129032,0.07373271889400923,0.0,1.0,0.0,37.15796884484638,127.07132217418543,0,False,False,False,2,0,0,40,0.020830749
37,37,0.2913057671217546,0.4193548387096774,0.8387096774193549,0.011043233082706766,0.6666666666666667,0.0,37.14636212815828,127.07442111885528,0,True,True,False,0,0,0,41,0.94746566
38,38,0.3006774082472719,0.4193548387096774,0.8018433179723502,0.011043233082706766,0.6666666666666667,0.0,37.14635701574113,127.07470287757731,0,True,True,False,0,0,0,42,0.9377146
39,39,0.25062431703975,0.4193548387096774,0.8018433179723502,0.0,1.0,0.0,37.146351903323975,127.07498463629938,0,True,True,False,1,3,0,43,0.034170542
40,40,0.29919989568858946,0.4193548387096774,0.7926267281105991,0.0,1.0,0.0,37.14634679090683,127.07526639502144,0,False,False,False,1,3,0,44,0.01332812
41,41,0.3065205206784936,0.3870967741935484,0.7741935483870968,0.0,1.0,0.0,37.146341678489684,127.07554815374348,0,True,True,False,1,3,0,45,0.021604586
42,42,0.2780598681952813,0.3870967741935484,0.7695852534562212,0.0,0.3333333333333333,0.0,37.14633656607252,127.07582991246555,0,True,True,False,1,0,0,46,0.6738799
43,43,0.2828391808811687,0.3548387096774194,0.7649769585253456,0.0002349624060150376,0.3333333333333333,0.0,37.14633145365536,127.07611167118759,0,True,True,False,1,0,0,47,0.90411747
44,44,0.4327575481379843,0.3870967741935484,0.9861751152073732,0.08646616541353383,0.6666666666666667,0.0,37.148797174442684,127.07450300330484,1,True,True,False,0,2,0,48,0.7990431
45,45,0.2946153534170762,0.3870967741935484,0.976958525345622,0.08599624060150375,0.6666666666666667,0.0,37.1487896744961,127.07478576201359,0,True,True,False,0,0,0,49,0.8699159
46,46,0.2887776448189502,0.4193548387096774,0.976958525345622,0.0,0.6666666666666667,0.0,37.14878217454951,127.07506852072235,0,True,True,False,0,0,0,50,0.18628837
47,47,0.3176756591485209,0.3225806451612903,0.976958525345622,0.0,0.6666666666666667,0.0,37.148774674602926,127.07535127943115,0,False,False,False,0,0,0,51,0.11925296
48,48,0.3100396362441709,0.3225806451612903,0.976958525345622,0.0002349624060150376,0.6666666666666667,0.0,37.148767174656335,127.07563403813994,0,True,True,False,0,0,0,52,0.072600864
49,49,0.4276791071426704,0.3225806451612903,0.967741935483871,0.0002349624060150376,0.6666666666666667,0.0,37.148759674709744,127.07591679684872,0,True,True,False,0,0,0,53,0.5236585
50,50,0.44236608633372937,0.29032258064516125,0.9493087557603688,0.0,1.0,0.0,37.14875217476315,127.0761995555575,0,True,True,False,0,0,0,54,0.9593356
51,51,0.04763949530290694,0.03225806451612903,0.013824884792626729,0.0002349624060150376,0.1111111111111111,0.0,37.15111462837237,127.06012087515558,0,True,False,False,0,2,0,55,0.007780183
52,52,0.017559319851486396,0.03225806451612903,0.004608294930875576,0.0,0.16666666666666669,0.0,37.15132491446853,127.06000578337965,0,True,False,False,0,2,0,56,0.0059640077
53,53,0.02101387994867636,0.03225806451612903,0.004608294930875576,0.0,0.3333333333333333,0.0,37.151537642554736,127.05990305753521,0,True,False,False,0,2,0,57,0.003010754
54,54,0.017729918281260325,0.03225806451612903,0.004608294930875576,0.0,0.3333333333333333,0.0,37.15175665004389,127.05983212980036,0,False,False,False,0,2,0,58,0.0033803454
55,55,0.015362028345603131,0.03225806451612903,0.004608294930875576,0.0,0.3333333333333333,0.0,37.15197565753304,127.05976120206554,0,False,False,False,0,2,0,59,0.0046241684
56,56,0.25096818676297955,0.03225806451612903,0.07834101382488479,0.0,0.16666666666666669,0.1,37.14906408254797,127.0615927230005,0,True,True,False,0,2,0,61,0.2411531
57,57,0.10874929387008933,0.03225806451612903,0.07834101382488479,0.0,0.3333333333333333,0.0,37.14884757398981,127.06167627283459,0,True,True,False,0,2,0,62,0.007140145
58,58,0.06439472478975312,0.03225806451612903,0.07834101382488479,0.0002349624060150376,0.3333333333333333,0.0,37.14863106543163,127.06175982266872,0,False,False,False,0,2,0,63,0.0071003437
59,59,0.05488365314922028,0.03225806451612903,0.07834101382488479,0.0002349624060150376,0.3333333333333333,0.0,37.148414556873455,127.06184337250284,0,False,False,False,0,2,0,64,0.005335036
60,60,0.03810934173991571,0.03225806451612903,0.07834101382488479,0.0,0.16666666666666669,0.0,37.1481969157807,127.06194658136965,0,False,False,False,0,2,0,65,0.019130675
61,61,0.024430845637125286,0.03225806451612903,0.07834101382488479,0.0,0.22222222222222227,0.0,37.148068501160175,127.06206692619509,0,False,False,False,0,2,0,66,0.020823596
62,62,0.04183633056258086,0.03225806451612903,0.07834101382488479,0.0,0.16666666666666669,0.0,37.14830106561222,127.06209942616941,0,False,False,False,0,2,0,67,0.01761457
63,63,0.04039266459291182,0.03225806451612903,0.07834101382488479,0.0002349624060150376,0.16666666666666669,0.0,37.148526252744716,127.0621189800957,0,False,False,False,0,2,0,68,0.02172065
64,64,0.06897837223299051,0.0967741935483871,0.07834101382488479,0.0,0.0,0.0,37.14875143987718,127.06213853402201,0,False,False,False,0,2,0,69,0.015590459
65,65,0.07014905166215514,0.0967741935483871,0.07834101382488479,0.0,0.0,0.0,37.14897662700965,127.0621580879483,0,False,False,False,0,2,0,70,0.01664291
66,66,0.21145810175777974,0.0967741935483871,0.11981566820276494,0.0009398496240601504,0.0,0.0,37.14920181414213,127.06217764187464,0,True,True,False,0,2,0,71,0.041383687
67,67,0.24439489445849116,0.0967741935483871,0.11981566820276494,0.0014097744360902255,0.4444444444444444,0.0,37.14942917671469,127.06219753364051,0,True,True,False,0,0,0,72,0.073926084
68,68,0.2725895621419307,0.0967741935483871,0.05069124423963134,0.05028195488721804,0.5555555555555556,0.0,37.146472316816244,127.06845616496722,0,True,True,False,1,0,0,73,0.8783809
69,69,0.3624177702204171,0.16129032258064516,0.05069124423963134,0.05028195488721804,0.3333333333333333,0.0,37.146704649397186,127.0684661959674,0,True,True,False,1,0,0,74,0.8153025
70,70,0.36107529538339495,0.16129032258064516,0.11059907834101383,0.0,0.3333333333333333,0.0,37.14693407611717,127.0684701894922,0,True,True,False,1,0,0,75,0.1679085
71,71,0.306270433607054,0.2258064516129032,0.11059907834101383,0.0,0.3333333333333333,0.0,37.147162781450575,127.06847418275974,0,True,False,False,1,0,0,76,0.42734584
72,72,0.2668033933282766,0.2258064516129032,0.1152073732718894,0.0004699248120300752,0.3333333333333333,0.0,37.14739070528188,127.06847817574858,0,True,False,False,2,0,0,77,0.083351634
73,73,0.21061561512529395,0.2258064516129032,0.1152073732718894,0.0014097744360902255,0.3333333333333333,0.0,37.147618629113175,127.06848216873743,0,True,False,False,2,0,0,78,0.11325355
74,74,0.21826628067416126,0.2258064516129032,0.1152073732718894,0.0004699248120300752,0.3333333333333333,0.0,37.14784622322961,127.06848611632135,0,True,False,False,2,0,0,79,0.115281716
75,75,0.2259548311604308,0.25806451612903225,0.15207373271889402,0.0,0.3333333333333333,0.0,37.14807366218609,127.06849004253831,1,True,False,False,3,0,0,80,0.20696422
76,76,0.2813481877926132,0.25806451612903225,0.15207373271889402,0.0004699248120300752,0.3333333333333333,0.0,37.14830110114257,127.06849396875522,1,True,False,False,3,0,0,81,0.2903948
77,77,0.4039196732412527,0.25806451612903225,0.15207373271889402,0.0,0.3333333333333333,0.0,37.1485284890853,127.06849732364202,1,True,True,False,3,0,0,82,0.16135217
78,78,0.3401954653589312,0.25806451612903225,0.15207373271889402,0.0,0.3333333333333333,0.0,37.14875584833277,127.06850035715559,1,True,True,False,4,0,0,83,0.83063936
79,79,0.11155835738813803,0.16129032258064516,0.2764976958525346,0.0021146616541353387,0.6666666666666667,0.0,37.14232479635068,127.06861564424436,0,True,True,False,0,2,0,84,0.20749865
80,80,0.09387132113725004,0.16129032258064516,0.271889400921659,0.0002349624060150376,0.3333333333333333,0.0,37.142551646138266,127.06860391319792,0,True,True,False,0,0,0,85,0.18245867
81,81,0.06159230856746941,0.12903225806451613,0.271889400921659,0.0,0.3333333333333333,0.0,37.14277849592585,127.06859218215143,0,True,True,False,0,0,0,86,0.051794518
82,82,0.05799928251041864,0.12903225806451613,0.271889400921659,0.0,0.3333333333333333,0.0,37.14300644811965,127.0685809792096,0,False,False,False,0,0,0,87,0.03193134
83,83,0.08661751773938953,0.12903225806451613,0.271889400921659,0.0,0.3333333333333333,0.0,37.14323467591501,127.06856990829388,0,False,False,False,0,0,0,88,0.036653847
84,84,0.10702669133293737,0.0967741935483871,0.271889400921659,0.0,0.3333333333333333,0.0,37.14346132633073,127.06855896972536,0,True,False,False,0,0,0,89,0.011844367
85,85,0.25124012158973097,0.06451612903225806,0.2488479262672811,0.07824248120300753,0.3333333333333333,0.0,37.143687478626596,127.06854807295072,0,True,False,False,0,0,0,90,0.24404575
86,86,0.06335047181273501,0.25806451612903225,0.07373271889400923,0.0002349624060150376,1.0,0.0,37.16105605216997,127.06883024297392,0,True,False,False,2,1,0,91,0.69095045
87,87,0.06994245092070274,0.2258064516129032,0.07373271889400923,0.0004699248120300752,1.0,0.0,37.16125306244275,127.0686730196018,0,True,False,False,1,3,0,92,0.062215615
88,88,0.06190154727430075,0.1935483870967742,0.07373271889400923,0.0004699248120300752,0.7777777777777777,0.0,37.161447971200985,127.06851356934533,0,True,False,False,1,3,0,93,0.04165096
89,89,0.2695966520871637,0.0967741935483871,0.05069124423963134,0.05028195488721804,0.5,0.0,37.14646700782296,127.06873800743044,0,True,True,False,1,0,0,95,0.72790307
90,90,0.22919294740513166,0.0967741935483871,0.05069124423963134,0.0002349624060150376,0.3333333333333333,0.0,37.14646169882968,127.06901984989365,0,True,True,False,1,0,0,96,0.06319949
91,91,0.21490933820708724,0.0967741935483871,0.05069124423963134,0.0007048872180451127,0.3333333333333333,0.0,37.146456389836395,127.06930169235686,0,False,False,False,1,0,0,97,0.07012698
92,92,0.1971190480700588,0.0967741935483871,0.055299539170506916,0.0004699248120300752,0.3333333333333333,0.0,37.146451080843114,127.06958353482008,0,False,False,False,1,0,0,98,0.03515052
93,93,0.24959108090955925,0.12903225806451613,0.07834101382488479,0.0002349624060150376,0.3333333333333333,0.0,37.14644577184984,127.06986537728329,0,True,True,False,1,0,0,99,0.10415519
94,94,0.29397363371052865,0.12903225806451613,0.07834101382488479,0.003289473684210526,0.3333333333333333,0.0,37.14644046952928,127.07014727971995,0,True,True,False,1,0,0,100,0.9293143
95,95,0.2905542275813267,0.12903225806451613,0.17511520737327188,0.0007048872180451127,0.3333333333333333,0.0,37.14643521614183,127.07042962196199,0,True,True,False,1,0,0,101,0.71041006
96,96,0.2271687761178003,0.12903225806451613,0.17511520737327188,0.0004699248120300752,0.3333333333333333,0.0,37.14642996275438,127.07071196420408,0,True,True,False,1,0,0,102,0.020596426
97,97,0.2179520448743597,0.12903225806451613,0.2626728110599078,0.0002349624060150376,0.3333333333333333,0.0,37.14642470936696,127.07099430644614,0,False,False,False,1,0,0,103,0.030624699
98,98,0.2360373378138276,0.16129032258064516,0.2764976958525346,0.0,0.3333333333333333,0.0,37.14641945597951,127.07127664868817,0,True,False,False,1,0,0,104,0.030994393
99,99,0.19857169137535452,0.16129032258064516,0.391705069124424,0.1762218045112782,0.3333333333333333,0.0,37.14641420259207,127.07155899093023,0,True,False,False,1,0,0,105,0.8529317
100,100,0.14777961146556254,0.1935483870967742,0.43317972350230416,0.17598684210526316,0.3333333333333333,0.0,37.14640893901142,127.07184203793423,0,True,False,False,1,0,0,106,0.8756215
101,101,0.0940606296127962,0.25806451612903225,0.5990783410138248,0.0002349624060150376,0.3333333333333333,0.0,37.14640367288249,127.07212526112879,0,True,False,False,1,0,0,107,0.041603524
102,102,0.11319136088621935,0.25806451612903225,0.6221198156682027,0.0002349624060150376,0.3333333333333333,0.0,37.14639840675354,127.07240848432328,0,False,False,False,1,0,0,108,0.017359283
103,103,0.1361786858180061,0.3225806451612903,0.6221198156682027,0.0002349624060150376,0.5,0.0,37.146393140624596,127.07269170751778,0,False,False,False,1,0,0,109,0.070802964
104,104,0.02623985139807621,0.0967741935483871,0.10138248847926268,0.003054511278195489,0.16666666666666669,0.0,37.15631228714293,127.06768371033844,0,True,False,False,2,0,0,110,0.12998992
105,105,0.029452924072193812,0.0967741935483871,0.12442396313364056,0.0,0.16666666666666669,0.0,37.15653000593512,127.06760140135997,0,True,False,False,2,0,0,111,0.054245263
106,106,0.045777322796982184,0.0967741935483871,0.1336405529953917,0.0,0.3333333333333333,0.0,37.15674772472733,127.06751909238146,0,True,False,False,2,0,0,112,0.06436264
107,107,0.05840695232761685,0.0967741935483871,0.12442396313364056,0.0,0.3333333333333333,0.0,37.156964293901744,127.06743791347587,0,False,False,False,2,0,0,113,0.034795206
108,108,0.0655130509541949,0.0967741935483871,0.10138248847926268,0.0,0.3333333333333333,0.0,37.1571805756717,127.06735701708851,0,False,False,False,2,0,0,114,0.054985885
109,109,0.10742634255909034,0.06451612903225806,0.07834101382488479,0.0,0.3333333333333333,0.0,37.15740068258833,127.06727346083206,0,False,False,False,2,0,0,115,0.039898846
110,110,0.1165876409340008,0.06451612903225806,0.07834101382488479,0.0,0.3333333333333333,0.0,37.157619142179,127.067190215893,0,True,False,False,2,0,0,116,0.06634452
111,111,0.0973916569233038,0.06451612903225806,0.07834101382488479,0.0,0.3333333333333333,0.0,37.157836581093505,127.06710728814302,0,True,False,False,2,0,0,117,0.111462355
112,112,0.07819567291260676,0.06451612903225806,0.07834101382488479,0.0,0.3333333333333333,0.0,37.15805391078579,127.06702215016784,0,True,False,False,2,0,0,118,0.094223835
113,113,0.12520675472164272,0.06451612903225806,0.07834101382488479,0.0,0.3333333333333333,0.0,37.15827120598684,127.0669363142268,0,True,False,False,2,0,0,119,0.14430225
114,114,0.14349257054297362,0.06451612903225806,0.0967741935483871,0.0,0.3333333333333333,0.0,37.15848850118788,127.06685047828579,0,True,False,False,2,0,0,120,0.8472513
115,115,0.1975370607075907,0.06451612903225806,0.0967741935483871,0.0,0.3333333333333333,0.0,37.158714664643576,127.06675678499779,0,True,False,False,2,0,0,121,0.39251873
116,116,0.15429465858408187,0.06451612903225806,0.11981566820276494,0.0002349624060150376,0.6666666666666667,0.0,37.14937799791322,127.06443096569662,0,False,False,False,1,0,0,122,0.03636657
117,117,0.2061579757729312,0.06451612903225806,0.11981566820276494,0.0,0.6666666666666667,0.0,37.14934578308836,127.06471231127243,1,False,False,False,1,0,0,123,0.11296832
118,118,0.2389825430624487,0.06451612903225806,0.11981566820276494,0.0,0.6666666666666667,0.0,37.149313568263494,127.06499365684816,1,True,True,False,1,0,0,124,0.7977735
119,119,0.18910289746557904,0.0967741935483871,0.11981566820276494,0.0,0.6666666666666667,0.0,37.149281476375386,127.0652743222824,1,True,True,False,1,0,0,125,0.8897842
120,120,0.18910289746557904,0.0967741935483871,0.1152073732718894,0.0,0.6666666666666667,0.0,37.14924941522147,127.06555481768127,1,True,True,False,1,0,0,126,0.93987656
121,121,0.0498380207632488,0.0967741935483871,0.12903225806451613,0.0,0.6666666666666667,0.0,37.14921701107527,127.06583837928156,1,True,True,False,1,0,0,127,0.22704417
122,122,0.05114014381041945,0.0967741935483871,0.12903225806451613,0.0,0.6666666666666667,0.0,37.14918396946892,127.06612535889393,1,False,True,False,1,0,0,128,0.066831104
123,123,0.0906070573130538,0.3548387096774194,0.5668202764976958,0.0009398496240601504,0.0,0.0,37.14399732568293,127.07348922997593,0,False,False,False,1,0,0,129,0.868423
124,124,0.0977580135648994,0.3548387096774194,0.6543778801843319,0.0,1.0,0.0,37.143771921763225,127.07348464683962,0,False,False,False,1,3,0,130,0.004806369
125,125,0.12699519105339066,0.4193548387096774,0.6543778801843319,0.0,1.0,0.0,37.14354651784354,127.07348006370329,0,True,True,False,1,3,0,131,0.0049180235
126,126,0.12968502160894071,0.3870967741935484,0.6267281105990783,0.0007048872180451127,1.0,0.0,37.14332111392385,127.073475480567,0,True,True,False,1,3,0,132,0.06305326
127,127,0.2057035889470347,0.3870967741935484,0.4470046082949309,0.0002349624060150376,0.5,0.30000000000000004,37.14309211617753,127.07346929968621,0,True,True,False,1,1,0,133,0.040328644
128,128,0.34165519756355706,0.3870967741935484,0.6221198156682027,0.0,0.6666666666666667,0.0,37.14614492372608,127.0735506012235,0,True,True,False,1,0,0,135,0.8360671
129,129,0.2719148383794869,0.4193548387096774,0.6129032258064516,0.0,0.6666666666666667,0.0,37.145918679427844,127.07354274079405,0,True,True,False,1,3,0,136,0.028544726
130,130,0.2991994308427319,0.4193548387096774,0.5668202764976958,0.0,0.6666666666666667,0.0,37.1456924351296,127.07353488036458,0,False,False,False,1,3,0,137,0.011772865
131,131,0.11886666396281333,0.4193548387096774,0.543778801843318,0.0002349624060150376,0.6666666666666667,0.0,37.145466190831364,127.0735270199351,0,True,False,False,2,3,0,138,0.013625648
132,132,0.12512866061755004,0.4193548387096774,0.5483870967741935,0.001644736842105263,0.6666666666666667,0.0,37.14523994653312,127.07351915950564,0,True,False,False,2,3,0,139,0.1786128
133,133,0.02062323511101623,0.03225806451612903,0.004608294930875576,0.0,0.7777777777777777,0.0,37.151497022406026,127.05862664394972,0,True,False,False,0,0,0,140,0.0033361444
134,134,0.012144795301059164,0.03225806451612903,0.004608294930875576,0.0,0.3333333333333333,0.0,37.151360018908704,127.05839505558257,0,True,False,False,0,0,0,141,0.002532665
135,135,0.10394650646838824,0.3870967741935484,0.7880184331797235,0.0,0.6666666666666667,0.0,37.14659661102333,127.07356626920195,0,True,True,False,1,0,0,143,0.40307623
136,136,0.14079042157219468,0.3225806451612903,0.8387096774193549,0.0,0.6666666666666667,0.0,37.14682205402233,127.07357407675094,0,True,True,False,1,3,0,144,0.032319114
137,137,0.17224781908850004,0.3225806451612903,0.9078341013824884,0.0,0.6666666666666667,0.0,37.147047497021326,127.07358188429994,0,False,False,False,1,3,0,145,0.01505446
138,138,0.14404294803848414,0.3870967741935484,0.9493087557603688,0.0,0.6666666666666667,0.0,37.147272940020336,127.07358969184895,0,True,False,False,1,3,0,146,0.042518426
139,139,0.2020483897565172,0.3870967741935484,0.9493087557603688,0.0002349624060150376,0.6666666666666667,0.0,37.14749838301934,127.07359749939798,0,True,False,False,1,3,0,147,0.22047442
140,140,0.265633608727388,0.3548387096774194,0.9953917050691244,0.0002349624060150376,0.6666666666666667,0.0,37.1477244198074,127.07360522164444,0,True,False,False,1,3,0,148,0.07768058
141,141,0.2741679462517329,0.3225806451612903,0.9953917050691244,0.0002349624060150376,0.6666666666666667,0.0,37.14795085245483,127.07361288702252,1,True,False,False,1,3,0,149,0.01491081
142,142,0.4926187707313989,0.3548387096774194,1.0,0.0004699248120300752,0.6666666666666667,0.0,37.14817728510226,127.07362055240057,1,True,False,False,1,3,0,150,0.01809317
143,143,0.5759500606798161,0.3548387096774194,1.0,0.0009398496240601504,0.6666666666666667,0.0,37.148403717749694,127.07362821777872,1,True,True,False,1,3,0,151,0.08141801
144,144,0.6124279096706879,0.3548387096774194,1.0,0.0011748120300751881,0.6666666666666667,0.0,37.14863015039713,127.0736358831568,1,True,True,False,1,0,0,152,0.15850995
145,145,0.2947720064711191,0.29032258064516125,0.17050691244239632,0.1849154135338346,0.6666666666666667,0.0,37.14892340971528,127.07018929040743,1,True,True,False,3,0,0,154,0.5106573
146,146,0.27184394938618844,0.29032258064516125,0.423963133640553,0.0,0.6666666666666667,0.0,37.14891646737228,127.07047642173966,1,True,True,True,3,0,0,155,0.8079267
147,147,0.2366953271253944,0.3225806451612903,0.43317972350230416,0.0004699248120300752,0.6666666666666667,0.0,37.14890775462335,127.07076135152872,1,True,True,True,3,0,0,156,0.0697814
148,148,0.20517075938265214,0.2258064516129032,0.4608294930875576,0.002584586466165413,0.6666666666666667,0.0,37.14889765084117,127.0710445515339,1,True,False,True,3,0,0,157,0.56179106
149,149,0.17364619163990996,0.25806451612903225,0.4838709677419355,0.19525375939849626,0.6666666666666667,0.0,37.148887547059005,127.07132775153906,0,True,False,False,3,0,0,158,0.22879711
150,150,0.1205917069407181,0.25806451612903225,0.6451612903225806,0.1931390977443609,0.6666666666666667,0.0,37.14887744327683,127.07161095154423,0,True,False,False,3,0,0,159,0.05975111
151,151,0.06753722224152624,0.25806451612903225,0.6635944700460831,0.0007048872180451127,0.6666666666666667,0.0,37.14886685369597,127.071895256632,0,True,False,False,3,0,0,160,0.069628924
152,152,0.09971687400922463,0.25806451612903225,0.7465437788018433,0.0021146616541353387,0.6666666666666667,0.0,37.14885607519339,127.07217999147413,0,True,False,False,3,0,0,161,0.06612503
153,153,0.13189652577692307,0.29032258064516125,0.8156682027649771,0.0009398496240601504,0.6666666666666667,0.0,37.148845296690816,127.07246472631624,1,False,False,False,3,0,0,162,0.07468508
154,154,0.2315782458181596,0.29032258064516125,0.8156682027649771,0.0,0.6666666666666667,0.0,37.14883419844058,127.07276252702331,1,False,False,False,3,0,0,163,0.15031804
155,155,0.33125996585939604,0.3225806451612903,0.8156682027649771,0.0002349624060150376,0.6666666666666667,0.0,37.148825020327095,127.07304858611231,1,True,True,False,2,0,0,164,0.15761504
