상세도로망_LinkID,도로등급,링크길이,도로명,시도명,시군구명,읍면동명,시간적범위,평일주말,혼잡빈도강도
57125458802,103,0.071,경기대로,경기도,오산시,대원동,전일,평일,99.81
57125458801,103,0.071,경기대로,경기도,오산시,대원동,전일,평일,99.93
57124982401,103,0.073,경기대로,경기도,오산시,대원동,전일,평일,98.54
57124982402,103,0.073,경기대로,경기도,오산시,대원동,전일,평일,98.86
57121008501,103,0.099,경기대로,경기도,오산시,대원동,전일,평일,99.82
57121008502,103,0.099,경기대로,경기도,오산시,대원동,전일,평일,99.85
57125516301,103,0.121,경기대로,경기도,오산시,대원동,전일,평일,97.47
57125516302,103,0.121,경기대로,경기도,오산시,대원동,전일,평일,98.54
57124121701,103,0.122,경기대로,경기도,오산시,대원동,전일,평일,99.44
57124121702,103,0.122,경기대로,경기도,오산시,대원동,전일,평일,99.65
57124982202,103,0.126,경기대로,경기도,오산시,대원동,전일,평일,99.1
57124982201,103,0.126,경기대로,경기도,오산시,대원동,전일,평일,99.34
57124535402,106,0.005,가장로,경기도,오산시,남촌동,전일,평일,54.62
57124535401,106,0.005,가장로,경기도,오산시,남촌동,전일,평일,70.39
57125416801,106,0.007,가장로,경기도,오산시,남촌동,전일,평일,50.27
57125416802,106,0.007,가장로,경기도,오산시,남촌동,전일,평일,65.44
57125416502,106,0.007,가장로,경기도,오산시,남촌동,전일,평일,69.36
57125416501,106,0.007,가장로,경기도,오산시,남촌동,전일,평일,88.25
57125416702,106,0.01,가장로,경기도,오산시,남촌동,전일,평일,59.83
57125416701,106,0.01,가장로,경기도,오산시,남촌동,전일,평일,74.3
57125076202,106,0.016,가장로,경기도,오산시,남촌동,전일,평일,51.7
57125076201,106,0.016,가장로,경기도,오산시,남촌동,전일,평일,71.07
57125076401,106,0.017,가장로,경기도,오산시,남촌동,전일,평일,51.3
57125076402,106,0.017,가장로,경기도,오산시,남촌동,전일,평일,70.77
57124621002,106,0.018,가장로,경기도,오산시,남촌동,전일,평일,58.16
57124621001,106,0.018,가장로,경기도,오산시,남촌동,전일,평일,76.97
57124622401,106,0.019,가장로,경기도,오산시,남촌동,전일,평일,90.85
57124170502,106,0.023,남부대로,경기도,오산시,남촌동,전일,평일,18.28
57124170501,106,0.023,남부대로,경기도,오산시,남촌동,전일,평일,22.31
57124620401,106,0.024,가장로,경기도,오산시,남촌동,전일,평일,66.32
57124620402,106,0.024,가장로,경기도,오산시,남촌동,전일,평일,81.07
57124707001,106,0.026,가장로,경기도,오산시,남촌동,전일,평일,98.59
57124621601,106,0.027,가장로,경기도,오산시,남촌동,전일,평일,53.48
57124621602,106,0.027,가장로,경기도,오산시,남촌동,전일,평일,69.37
57124621401,106,0.029,가장로,경기도,오산시,남촌동,전일,평일,51.46
57124729201,106,0.029,가장로,경기도,오산시,남촌동,전일,평일,69.29
57124621402,106,0.029,가장로,경기도,오산시,남촌동,전일,평일,77.99
57124729202,106,0.029,가장로,경기도,오산시,남촌동,전일,평일,81.36
57125417102,106,0.031,가장로,경기도,오산시,남촌동,전일,평일,46.14
57125417101,106,0.031,가장로,경기도,오산시,남촌동,전일,평일,73.44
57125482701,106,0.049,가장로,경기도,오산시,남촌동,전일,평일,49.57
57125482702,106,0.049,가장로,경기도,오산시,남촌동,전일,평일,71.84
57124620802,106,0.053,가장로,경기도,오산시,남촌동,전일,평일,57.59
57124620801,106,0.053,가장로,경기도,오산시,남촌동,전일,평일,73.84
57124729802,106,0.059,가장로,경기도,오산시,남촌동,전일,평일,74.72
57124729801,106,0.059,가장로,경기도,오산시,남촌동,전일,평일,81.99
57125061802,106,0.06,가장로,경기도,오산시,남촌동,전일,평일,72.5
57125061801,106,0.06,가장로,경기도,오산시,남촌동,전일,평일,84.46
57125061401,106,0.07,가장로,경기도,오산시,남촌동,전일,평일,62.8
57125061402,106,0.07,가장로,경기도,오산시,남촌동,전일,평일,67.25
57124624602,106,0.087,가장로,경기도,오산시,남촌동,전일,평일,57.23
57124624601,106,0.087,가장로,경기도,오산시,남촌동,전일,평일,80.76
57124147102,106,0.092,가장로,경기도,오산시,남촌동,전일,평일,63.02
57124147101,106,0.092,가장로,경기도,오산시,남촌동,전일,평일,82.02
57124729002,106,0.12,가장로,경기도,오산시,남촌동,전일,평일,83.62
57124729001,106,0.12,가장로,경기도,오산시,남촌동,전일,평일,84.86
57124170601,106,0.128,남부대로,경기도,오산시,남촌동,전일,평일,14.9
57124170602,106,0.128,남부대로,경기도,오산시,남촌동,전일,평일,26.62
57125198401,106,0.152,가장로,경기도,오산시,남촌동,전일,평일,87.96
57125198402,106,0.152,가장로,경기도,오산시,남촌동,전일,평일,94.73
57124729602,106,0.185,가장로,경기도,오산시,남촌동,전일,평일,55.79
57124729601,106,0.185,가장로,경기도,오산시,남촌동,전일,평일,72.96
57124624401,106,0.199,가장로,경기도,오산시,남촌동,전일,평일,69.62
57124624402,106,0.199,가장로,경기도,오산시,남촌동,전일,평일,74.23
57124091402,106,0.215,남부대로,경기도,오산시,남촌동,전일,평일,37.73
57124091401,106,0.215,남부대로,경기도,오산시,남촌동,전일,평일,39.35
57124170102,106,0.219,남부대로,경기도,오산시,남촌동,전일,평일,15.96
57124170101,106,0.219,남부대로,경기도,오산시,남촌동,전일,평일,23.48
57125416602,106,0.241,가장로,경기도,오산시,남촌동,전일,평일,66.22
57125416601,106,0.241,가장로,경기도,오산시,남촌동,전일,평일,72.27
57124482002,106,0.255,가장로,경기도,오산시,남촌동,전일,평일,44.22
57124482001,106,0.255,가장로,경기도,오산시,남촌동,전일,평일,78.68
57125416902,106,0.267,가장로,경기도,오산시,남촌동,전일,평일,52.51
57125416901,106,0.267,가장로,경기도,오산시,남촌동,전일,평일,73.22
57125060801,106,0.29,가장로,경기도,오산시,남촌동,전일,평일,56.09
57125060802,106,0.29,가장로,경기도,오산시,남촌동,전일,평일,71.37
57125518802,106,0.006,남부대로,경기도,오산시,대원동,전일,평일,97.38
57125518801,106,0.006,남부대로,경기도,오산시,대원동,전일,평일,98.42
57125149402,106,0.008,남부대로,경기도,오산시,대원동,전일,평일,83.32
57125149401,106,0.008,남부대로,경기도,오산시,대원동,전일,평일,90.35
57125490401,106,0.008,남부대로,경기도,오산시,대원동,전일,평일,99.28
57125490402,106,0.008,남부대로,경기도,오산시,대원동,전일,평일,99.61
57125205601,106,0.01,남부대로,경기도,오산시,대원동,전일,평일,97.89
57125205602,106,0.01,남부대로,경기도,오산시,대원동,전일,평일,98.2
57124311701,106,0.011,남부대로,경기도,오산시,대원동,전일,평일,90.07
57124280201,106,0.017,남부대로,경기도,오산시,대원동,전일,평일,98.1
57124280202,106,0.017,남부대로,경기도,오산시,대원동,전일,평일,98.59
57124416802,106,0.019,밀머리로,경기도,오산시,대원동,전일,평일,99.78
57124416801,106,0.019,밀머리로,경기도,오산시,대원동,전일,평일,99.92
57125490302,106,0.021,남부대로,경기도,오산시,대원동,전일,평일,98.58
57125490301,106,0.021,남부대로,경기도,오산시,대원동,전일,평일,99.49
57124463002,106,0.022,남부대로,경기도,오산시,대원동,전일,평일,99.58
57124463001,106,0.022,남부대로,경기도,오산시,대원동,전일,평일,99.73
57125153002,106,0.024,남부대로,경기도,오산시,대원동,전일,평일,94.98
57125153001,106,0.024,남부대로,경기도,오산시,대원동,전일,평일,96.42
57125518701,106,0.025,남부대로,경기도,오산시,대원동,전일,평일,96.71
57125518702,106,0.025,남부대로,경기도,오산시,대원동,전일,평일,98.71
57125148801,106,0.027,남부대로,경기도,오산시,대원동,전일,평일,79
57125148802,106,0.027,남부대로,경기도,오산시,대원동,전일,평일,89.14
57124416401,106,0.032,밀머리로,경기도,오산시,대원동,전일,평일,99.61
57124416202,106,0.033,밀머리로,경기도,오산시,대원동,전일,평일,99.57
57124416201,106,0.033,밀머리로,경기도,오산시,대원동,전일,평일,99.89
57124310901,106,0.038,밀머리로,경기도,오산시,대원동,전일,평일,99.66
57124310902,106,0.038,밀머리로,경기도,오산시,대원동,전일,평일,99.93
57125205202,106,0.039,남부대로,경기도,오산시,대원동,전일,평일,97.57
57125205201,106,0.039,남부대로,경기도,오산시,대원동,전일,평일,98.68
57124618402,106,0.04,남부대로,경기도,오산시,대원동,전일,평일,96.48
57124618401,106,0.04,남부대로,경기도,오산시,대원동,전일,평일,98.23
57124311602,106,0.043,남부대로,경기도,오산시,대원동,전일,평일,99.65
57124311601,106,0.043,남부대로,경기도,오산시,대원동,전일,평일,99.72
57125149601,106,0.047,남부대로,경기도,오산시,대원동,전일,평일,72.91
57125149602,106,0.047,남부대로,경기도,오산시,대원동,전일,평일,86.74
57124292501,106,0.057,밀머리로,경기도,오산시,대원동,전일,평일,99.6
57124292502,106,0.057,밀머리로,경기도,오산시,대원동,전일,평일,99.92
57124364201,106,0.061,밀머리로,경기도,오산시,대원동,전일,평일,99.78
57124364202,106,0.061,밀머리로,경기도,오산시,대원동,전일,평일,99.93
57124344701,106,0.071,밀머리로,경기도,오산시,대원동,전일,평일,99.87
57124344702,106,0.071,밀머리로,경기도,오산시,대원동,전일,평일,99.89
57124618201,106,0.094,남부대로,경기도,오산시,대원동,전일,평일,99.01
57124618202,106,0.094,남부대로,경기도,오산시,대원동,전일,평일,99.22
57124344602,106,0.098,밀머리로,경기도,오산시,대원동,전일,평일,99.75
57124344601,106,0.098,밀머리로,경기도,오산시,대원동,전일,평일,99.94
57125205402,106,0.195,남부대로,경기도,오산시,대원동,전일,평일,89.77
57125205401,106,0.195,남부대로,경기도,오산시,대원동,전일,평일,92.69
57124364101,106,0.204,밀머리로,경기도,오산시,대원동,전일,평일,99.84
57124364102,106,0.204,밀머리로,경기도,오산시,대원동,전일,평일,99.96
57124463101,106,0.206,남부대로,경기도,오산시,대원동,전일,평일,98.48
57124463102,106,0.206,남부대로,경기도,오산시,대원동,전일,평일,99.56
57124573201,106,0.233,밀머리로,경기도,오산시,대원동,전일,평일,99.45
57124573202,106,0.233,밀머리로,경기도,오산시,대원동,전일,평일,99.47
57125205001,106,0.239,남부대로,경기도,오산시,대원동,전일,평일,97.74
57125205002,106,0.239,남부대로,경기도,오산시,대원동,전일,평일,99.02
57124415102,106,0.241,밀머리로,경기도,오산시,대원동,전일,평일,98.78
57124415101,106,0.241,밀머리로,경기도,오산시,대원동,전일,평일,99.36
57124647201,106,0.276,남부대로,경기도,오산시,대원동,전일,평일,95.33
57124647202,106,0.276,남부대로,경기도,오산시,대원동,전일,평일,97.07
57124538802,106,0.301,남부대로,경기도,오산시,대원동,전일,평일,99.43
57124538801,106,0.301,남부대로,경기도,오산시,대원동,전일,평일,99.72
57125008801,106,0.006,동부대로,경기도,오산시,중앙동,전일,평일,0
57125347201,106,0.009,동부대로,경기도,오산시,중앙동,전일,평일,95.45
57125347601,106,0.013,동부대로,경기도,오산시,중앙동,전일,평일,71.12
57125226802,106,0.014,경기동로,경기도,오산시,중앙동,전일,평일,99.97
57125226801,106,0.014,경기동로,경기도,오산시,중앙동,전일,평일,100
57125008201,106,0.028,,경기도,오산시,중앙동,전일,평일,97.82
57125346201,106,0.033,동부대로,경기도,오산시,중앙동,전일,평일,100
57125347801,106,0.059,동부대로,경기도,오산시,중앙동,전일,평일,73.37
57125347401,106,0.061,동부대로,경기도,오산시,중앙동,전일,평일,95.9
57125229201,106,0.063,경기동로,경기도,오산시,중앙동,전일,평일,98.16
57125229202,106,0.063,경기동로,경기도,오산시,중앙동,전일,평일,98.18
57124071001,106,0.087,동부대로,경기도,오산시,중앙동,전일,평일,99.92
57125355802,106,0.133,경기동로,경기도,오산시,중앙동,전일,평일,83.67
57125355801,106,0.133,경기동로,경기도,오산시,중앙동,전일,평일,93.27
57124070801,106,0.139,경기동로,경기도,오산시,중앙동,전일,평일,99.97
57125389601,106,0.217,동부대로,경기도,오산시,중앙동,전일,평일,61.33
57125331401,106,0.24,동부대로,경기도,오산시,중앙동,전일,평일,84.79
57125222801,106,0.013,남부대로,경기도,오산시,초평동,전일,평일,66.14
57125222802,106,0.013,남부대로,경기도,오산시,초평동,전일,평일,76.4
57125095201,106,0.019,가장로,경기도,오산시,초평동,전일,평일,99.71
57125095202,106,0.019,가장로,경기도,오산시,초평동,전일,평일,99.9
57125196802,106,0.022,남부대로,경기도,오산시,초평동,전일,평일,58.57
57125196801,106,0.022,남부대로,경기도,오산시,초평동,전일,평일,92.73
57125222402,106,0.031,남부대로,경기도,오산시,초평동,전일,평일,67.75
57125222602,106,0.031,남부대로,경기도,오산시,초평동,전일,평일,67.99
57125222601,106,0.031,남부대로,경기도,오산시,초평동,전일,평일,76.81
57125222401,106,0.031,남부대로,경기도,오산시,초평동,전일,평일,80.13
57125195001,106,0.032,남부대로,경기도,오산시,초평동,전일,평일,68.54
57125195002,106,0.032,남부대로,경기도,오산시,초평동,전일,평일,75.28
57125095001,106,0.036,가장로,경기도,오산시,초평동,전일,평일,99.57
57125095002,106,0.036,가장로,경기도,오산시,초평동,전일,평일,99.63
57125196601,106,0.036,남부대로,경기도,오산시,초평동,전일,평일,60.52
57125196602,106,0.036,남부대로,경기도,오산시,초평동,전일,평일,91.28
57124278502,106,0.043,남부대로,경기도,오산시,초평동,전일,평일,99.82
57124278501,106,0.043,남부대로,경기도,오산시,초평동,전일,평일,99.99
57124549702,106,0.044,남부대로,경기도,오산시,초평동,전일,평일,31.33
57124549701,106,0.044,남부대로,경기도,오산시,초평동,전일,평일,45.84
57124277901,106,0.056,남부대로,경기도,오산시,초평동,전일,평일,99.93
57125197202,106,0.059,남부대로,경기도,오산시,초평동,전일,평일,49.74
57125197201,106,0.059,남부대로,경기도,오산시,초평동,전일,평일,83.02
57125195402,106,0.061,남부대로,경기도,오산시,초평동,전일,평일,62.99
57125195401,106,0.061,남부대로,경기도,오산시,초평동,전일,평일,75.51
57124278101,106,0.066,발안로,경기도,오산시,초평동,전일,평일,100
57120071101,106,0.068,초평로,경기도,오산시,초평동,전일,평일,99.92
57125195801,106,0.069,수목원로,경기도,오산시,초평동,전일,평일,98.48
57124549801,106,0.08,남부대로,경기도,오산시,초평동,전일,평일,48.6
57124549802,106,0.08,남부대로,경기도,오산시,초평동,전일,평일,76.81
57124620201,106,0.083,가장로,경기도,오산시,초평동,전일,평일,94.42
57124620202,106,0.083,가장로,경기도,오산시,초평동,전일,평일,96.63
57125196001,106,0.088,남부대로,경기도,오산시,초평동,전일,평일,100
57124206502,106,0.276,남부대로,경기도,오산시,초평동,전일,평일,11.78
57124206501,106,0.276,남부대로,경기도,오산시,초평동,전일,평일,20.24
57125194402,106,0.305,남부대로,경기도,오산시,초평동,전일,평일,26.96
57125194401,106,0.305,남부대로,경기도,오산시,초평동,전일,평일,27.81
57125197002,106,0.323,남부대로,경기도,오산시,초평동,전일,평일,23.73
57125197001,106,0.323,남부대로,경기도,오산시,초평동,전일,평일,66.37
57124063001,106,0.359,남부대로,경기도,오산시,초평동,전일,평일,16.96
57124063002,106,0.359,남부대로,경기도,오산시,초평동,전일,평일,18.1
57125193601,106,0.489,남부대로,경기도,오산시,초평동,전일,평일,74.44
57125193602,106,0.489,남부대로,경기도,오산시,초평동,전일,평일,77.12
57124902602,106,0.66,가장로,경기도,오산시,초평동,전일,평일,61.75
57124902601,106,0.66,가장로,경기도,오산시,초평동,전일,평일,74.54
57124623802,107,0.008,수목원로,경기도,오산시,남촌동,전일,평일,19.02
57124623801,107,0.008,수목원로,경기도,오산시,남촌동,전일,평일,35.45
57124539602,107,0.008,오산천로,경기도,오산시,남촌동,전일,평일,84.34
57124539601,107,0.008,오산천로,경기도,오산시,남촌동,전일,평일,88.53
57125062601,107,0.016,서부로,경기도,오산시,남촌동,전일,평일,51.08
57125110801,107,0.019,가장산업서로,경기도,오산시,남촌동,전일,평일,34.02
57125110802,107,0.019,가장산업서로,경기도,오산시,남촌동,전일,평일,47.57
57125075601,107,0.019,서부로,경기도,오산시,남촌동,전일,평일,61.63
57124547502,107,0.02,청학로,경기도,오산시,남촌동,전일,평일,20.54
57124547501,107,0.02,청학로,경기도,오산시,남촌동,전일,평일,21.6
57124325601,107,0.022,,경기도,오산시,남촌동,전일,평일,97.02
57124325602,107,0.022,,경기도,오산시,남촌동,전일,평일,100
57125076001,107,0.022,가장산업동로,경기도,오산시,남촌동,전일,평일,10.21
57125076002,107,0.022,가장산업동로,경기도,오산시,남촌동,전일,평일,21.32
57125110401,107,0.022,가장산업서북로,경기도,오산시,남촌동,전일,평일,14.42
57125110402,107,0.022,가장산업서북로,경기도,오산시,남촌동,전일,평일,45.42
57125109001,107,0.026,가장산업서북로,경기도,오산시,남촌동,전일,평일,7.16
57125109002,107,0.026,가장산업서북로,경기도,오산시,남촌동,전일,평일,17.99
57124497902,107,0.026,남부대로,경기도,오산시,남촌동,전일,평일,50.55
57124497901,107,0.026,남부대로,경기도,오산시,남촌동,전일,평일,67.9
57124539702,107,0.026,오산천로,경기도,오산시,남촌동,전일,평일,33.02
57124539701,107,0.026,오산천로,경기도,오산시,남촌동,전일,평일,48.68
57125390802,107,0.028,가장산업동로,경기도,오산시,남촌동,전일,평일,39.91
57125390801,107,0.028,가장산업동로,경기도,오산시,남촌동,전일,평일,40.55
57125078201,107,0.028,대호로,경기도,오산시,남촌동,전일,평일,51.68
57125078202,107,0.028,대호로,경기도,오산시,남촌동,전일,평일,60.27
57125074201,107,0.029,서부로,경기도,오산시,남촌동,전일,평일,35.04
57125075201,107,0.03,가장산업동로,경기도,오산시,남촌동,전일,평일,14.98
57125075202,107,0.03,가장산업동로,경기도,오산시,남촌동,전일,평일,21.26
57125078402,107,0.031,대호로,경기도,오산시,남촌동,전일,평일,31.09
57125078401,107,0.031,대호로,경기도,오산시,남촌동,전일,평일,76.59
57124169702,107,0.032,오산천로,경기도,오산시,남촌동,전일,평일,32.34
57124169701,107,0.032,오산천로,경기도,오산시,남촌동,전일,평일,64.04
57124255401,107,0.033,,경기도,오산시,남촌동,전일,평일,93.17
57124255402,107,0.033,,경기도,오산시,남촌동,전일,평일,96.55
57125197401,107,0.034,가장로,경기도,오산시,남촌동,전일,평일,94.87
57125058601,107,0.034,서부로,경기도,오산시,남촌동,전일,평일,99.79
57125109801,107,0.035,가장산업서북로,경기도,오산시,남촌동,전일,평일,6.58
57125109802,107,0.035,가장산업서북로,경기도,오산시,남촌동,전일,평일,30.44
57124244602,107,0.037,,경기도,오산시,남촌동,전일,평일,91.07
57124246902,107,0.037,,경기도,오산시,남촌동,전일,평일,93.32
57124246901,107,0.037,,경기도,오산시,남촌동,전일,평일,95.53
57124244601,107,0.037,,경기도,오산시,남촌동,전일,평일,95.88
57124325001,107,0.037,대호로,경기도,오산시,남촌동,전일,평일,43.86
57124325002,107,0.037,대호로,경기도,오산시,남촌동,전일,평일,81.28
57125062001,107,0.038,서부로,경기도,오산시,남촌동,전일,평일,99.55
57125064001,107,0.039,가장산업동로,경기도,오산시,남촌동,전일,평일,17.61
57125064002,107,0.039,가장산업동로,경기도,오산시,남촌동,전일,평일,47.06
57125108801,107,0.04,가장산업서북로,경기도,오산시,남촌동,전일,평일,5.99
57125108802,107,0.04,가장산업서북로,경기도,오산시,남촌동,전일,평일,11.32
57125312601,107,0.041,가장산업동로,경기도,오산시,남촌동,전일,평일,85.57
57125312602,107,0.041,가장산업동로,경기도,오산시,남촌동,전일,평일,95.54
57125296402,107,0.041,가장산업서로,경기도,오산시,남촌동,전일,평일,91.04
57125296401,107,0.041,가장산업서로,경기도,오산시,남촌동,전일,평일,91.73
57124197102,107,0.041,청학로,경기도,오산시,남촌동,전일,평일,11.17
57124197101,107,0.041,청학로,경기도,오산시,남촌동,전일,평일,68.69
57124247001,107,0.042,,경기도,오산시,남촌동,전일,평일,91.88
57124247002,107,0.042,,경기도,오산시,남촌동,전일,평일,93.67
57125109601,107,0.042,가장산업서북로,경기도,오산시,남촌동,전일,평일,7.47
57125109602,107,0.042,가장산업서북로,경기도,오산시,남촌동,전일,평일,12.45
57124245001,107,0.042,대호로117번길,경기도,오산시,남촌동,전일,평일,88.35
57124244002,107,0.042,대호로117번길,경기도,오산시,남촌동,전일,평일,89.56
57124245002,107,0.042,대호로117번길,경기도,오산시,남촌동,전일,평일,91.23
57124244001,107,0.042,대호로117번길,경기도,오산시,남촌동,전일,평일,96.12
57124248901,107,0.042,대호로71번길,경기도,오산시,남촌동,전일,평일,92.07
57124248902,107,0.042,대호로71번길,경기도,오산시,남촌동,전일,평일,92.94
57125295201,107,0.043,가장산업서로,경기도,오산시,남촌동,전일,평일,84.13
57125295202,107,0.043,가장산업서로,경기도,오산시,남촌동,전일,평일,85.03
57125108401,107,0.043,가장산업서북로,경기도,오산시,남촌동,전일,평일,7.57
57125108402,107,0.043,가장산업서북로,경기도,오산시,남촌동,전일,평일,44.52
57124249702,107,0.043,대호로71번길,경기도,오산시,남촌동,전일,평일,85.74
57124249701,107,0.043,대호로71번길,경기도,오산시,남촌동,전일,평일,86.66
57124269001,107,0.043,청학로5번길,경기도,오산시,남촌동,전일,평일,89.11
57124269002,107,0.043,청학로5번길,경기도,오산시,남촌동,전일,평일,94.79
57124244702,107,0.044,,경기도,오산시,남촌동,전일,평일,88.89
57124244701,107,0.044,,경기도,오산시,남촌동,전일,평일,96.89
57125294801,107,0.045,가장산업서로,경기도,오산시,남촌동,전일,평일,95.09
57124262501,107,0.045,서동로,경기도,오산시,남촌동,전일,평일,65.16
57124262502,107,0.045,서동로,경기도,오산시,남촌동,전일,평일,74.53
57125538702,107,0.047,,경기도,오산시,남촌동,전일,평일,90.61
57125538701,107,0.047,,경기도,오산시,남촌동,전일,평일,100
57125062401,107,0.047,서부로,경기도,오산시,남촌동,전일,평일,34.93
57125393801,107,0.048,대호로,경기도,오산시,남촌동,전일,평일,47.45
57125393802,107,0.048,대호로,경기도,오산시,남촌동,전일,평일,73.42
57124083902,107,0.049,성호대로50번길,경기도,오산시,남촌동,전일,평일,78.38
57124489401,107,0.052,성호대로40번길,경기도,오산시,남촌동,전일,평일,90.75
57124489402,107,0.052,성호대로40번길,경기도,오산시,남촌동,전일,평일,95.02
57124244801,107,0.054,대호로,경기도,오산시,남촌동,전일,평일,35.98
