시설구분,시설타입,시설명,시설위치_경도,시설위치_위도
어린이집,민간,혜아어린이집,127.04857450000002,37.1767816
어린이집,민간,효성자연숲어린이집,127.03025090000001,37.19605455
어린이집,가정,희망찬어린이집,127.07179040000001,37.13308616
어린이집,가정,e-편한어린이집,127.0269994,37.16817011
어린이집,민간,경희어린이집,127.051204,37.1454946
어린이집,가정,고은 몬테소리 어린이집,127.0782176,37.153625399999996
어린이집,가정,고현천사어린이집,127.08049809999999,37.13424407
어린이집,가정,대림어린이집,127.0698443,37.14075917
어린이집,가정,대림천사어린이집,127.02586629999999,37.16744446
어린이집,민간,대림햇살어린이집,127.06988249999999,37.13996607
어린이집,민간,대원어린이집,127.08792930000001,37.14247302
어린이집,민간,대일어린이집,127.06945390000001,37.15400854
어린이집,민간,도담도담어린이집,127.08203200000001,37.15831724
어린이집,민간,동부어린이집,127.0753263,37.16316103
어린이집,가정,동심어린이집,127.06981840000002,37.13737878
어린이집,가정,기린꼬마어린이집,127.08693829999999,37.14249661
어린이집,가정,기린친구어린이집,127.0709915,37.16091893
어린이집,가정,기쁨나라어린이집,127.0801936,37.13026775
어린이집,가정,꼬마들의정원어린이집,127.0692545,37.16532954
어린이집,가정,꼬마별어린이집,127.0804162,37.15722083
어린이집,가정,꼬마요정어린이집,127.0816094,37.15734223
어린이집,가정,꼬망세어린이집,127.05819699999999,37.17254519
어린이집,가정,꿈꾸는어린이집,127.07087220000001,37.13219044
어린이집,민간,꿈나무어린이집,127.07683459999998,37.15121370000001
어린이집,민간,그린어린이집,127.06961299999999,37.14977247
어린이집,가정,꿈샘어린이집,127.08944879999999,37.14257744
어린이집,가정,꿈이노는어린이집,127.0762946,37.14505511
어린이집,민간,늘해랑어린이집,127.05682220000001,37.1610651
어린이집,가정,다빛어린이집,127.070752,37.13553426
어린이집,민간,둥근해어린이집,127.0565058,37.16123518
어린이집,가정,딸기어린이집,127.0291847,37.1699636
어린이집,가정,또래어린이집,127.0721723,37.13723405
어린이집,사회복지법인,로뎀어린이집,127.06902749999999,37.15770278
어린이집,가정,리틀랜드어린이집,127.0494235,37.14193627
어린이집,가정,리틀예지어린이집,127.0772841,37.13923551
어린이집,가정,무지개어린이집,127.07880800000001,37.15478131
어린이집,민간,물향기어린이집,127.07566000000001,37.15384162
어린이집,민간,베스트어린이집,127.06141869999999,37.19785966
어린이집,민간,베이비캐슬어린이집,127.0752162,37.16270993
어린이집,가정,별수아그림책어린이집,127.02531640000001,37.16711775
어린이집,가정,봄빛아가어린이집,127.0726023,37.1308626
어린이집,가정,사과나무어린이집,127.07683359999999,37.15543231
어린이집,가정,사랑뜰어린이집,127.0796594,37.13118529999999
어린이집,가정,사랑해어린이집,127.03311200000002,37.19621008
어린이집,민간,삼미예꼬어린이집,127.06861310000001,37.17116835
유치원,공립,오산원당초등학교병설유치원,127.0908645,37.14194839
유치원,공립,오산초등학교병설유치원,127.0499533,37.14475593
유치원,공립,운암초등학교병설유치원,127.0761442,37.14364336
유치원,공립,운천초등학교병설유치원,127.07917320000001,37.15611193
유치원,공립,필봉초등학교병설유치원,127.05255290000001,37.178499
유치원,사립,그린숲유치원,127.08519960000001,37.14908875
유치원,사립,근혜유치원,127.0718595,37.14767361
유치원,사립,노틀담유치원,127.0567804,37.15342109
유치원,사립,동탄자연유치원,127.0602467,37.19702093
유치원,사립,동화마을유치원,127.07639350000001,37.15694265
유치원,사립,별새꽃유치원,127.0731383,37.13064304
유치원,사립,숲속다원유치원,127.03794679999999,37.15183331
유치원,사립,숲속사랑유치원,127.056694,37.17446953
유치원,사립,신동아유치원,127.04306470000002,37.14458726
유치원,사립,예인유치원,127.0790261,37.15533713
유치원,사립,오르다유치원,127.07970120000002,37.14381229999999
유치원,사립,오산대학부설유치원,127.0607557,37.15550063
유치원,사립,이림유치원,127.08530859999999,37.13544681
유치원,사립,지예뜰유치원,127.0838365,37.13750222
유치원,사립,펀키즈유치원,127.0345848,37.18783095
유치원,사립,해에게서소년에게유치원,127.07041940000002,37.16105497
유치원,공립,가수초등학교병설유치원,127.04774909999999,37.14791946
유치원,공립,광성초등학교병설유치원,127.04003359999999,37.18380171
유치원,공립,금암초등학교병설유치원,127.04400600000001,37.17838514
유치원,공립,매홀초등학교삼미분교장병설유치원,127.060326,37.191193
유치원,공립,성산초등학교병설유치원,127.06642450000001,37.14969499
유치원,공립,성호초등학교병설유치원,127.07097240000002,37.15003486
유치원,공립,세미초등학교병설유치원,127.0646658,37.1739971
유치원,공립,오산고현초등학교병설유치원,127.08553140000001,37.13336523
유치원,사립,뿌리유치원,127.02564509999999,37.19591534
유치원,사립,오산이화유치원,127.062722,37.16503272
유치원,공립,대호초등학교병설유치원,127.0576963,37.15899814
유치원,공립,양산초등학교병설유치원,127.0321106,37.19688704
유치원,공립,오산대원초등학교병설유치원,127.07105619999999,37.13044603
유치원,공립,오산원일초등학교병설유치원,127.07119920000001,37.13936633
유치원,공립,운산초등학교병설유치원,127.0774136,37.15249986
유치원,공립,원동초등학교병설유치원,127.06969860000001,37.1351683
유치원,공립,화성초등학교병설유치원,127.06885759999999,37.16461498
유치원,사립,노블킨더유치원,127.060528,37.19657928
유치원,사립,동탄숲유치원,127.0573325,37.18544394
유치원,사립,물향기유치원,127.05478070000001,37.17574987
유치원,사립,오산유치원,127.0694773,37.15230635
유치원,사립,정원유치원,127.05836880000001,37.17041407
유치원,사립,창의나라유치원,127.0494744,37.17136399
유치원,사립,하늘꿈의유치원,127.0648643,37.19652303
유치원,공립,매홀초등학교병설유치원,127.0635868,37.16236518
유치원,공립,문시초등학교병설유치원,127.0458616,37.17414057
유치원,공립,세교유치원,127.0443318,37.17705148
유치원,공립,수청초등학교병설유치원,127.05566670000002,37.17066759
유치원,공립,오산다온유치원,127.090752,37.151697799999994
