,lat,lon,geometry
52,37.17095224,127.0668603,"(37.17095224, 127.0668603)"
53,37.1652518,127.0678084,"(37.1652518, 127.0678084)"
54,37.1579714,127.0544575,"(37.1579714, 127.0544575)"
55,37.1579555,127.06997959999998,"(37.1579555, 127.06997959999998)"
56,37.1636435,127.0532823,"(37.1636435, 127.0532823)"
57,37.17604779999999,127.0565341,"(37.17604779999999, 127.0565341)"
58,37.17545670000001,127.0574423,"(37.17545670000001, 127.0574423)"
59,37.1628878,127.0717792,"(37.1628878, 127.0717792)"
60,37.16247360000001,127.0744696,"(37.16247360000001, 127.0744696)"
61,37.157283,127.05479479999998,"(37.157283, 127.05479479999998)"
62,37.1566703,127.05604309999998,"(37.1566703, 127.05604309999998)"
63,37.1557521,127.0568392,"(37.1557521, 127.0568392)"
64,37.137962,127.0749683,"(37.137962, 127.0749683)"
65,37.1442417,127.0741424,"(37.1442417, 127.0741424)"
66,37.1320219,127.0695476,"(37.1320219, 127.0695476)"
67,37.1537164,127.0562588,"(37.1537164, 127.0562588)"
68,37.1629125,127.061872,"(37.1629125, 127.061872)"
69,37.13284018,127.0683843,"(37.13284018, 127.0683843)"
70,37.1634231,127.0694871,"(37.1634231, 127.0694871)"
71,37.17522720000001,127.0662425,"(37.17522720000001, 127.0662425)"
72,37.1757304,127.0677697,"(37.1757304, 127.0677697)"
73,37.14963579999999,127.075414,"(37.14963579999999, 127.075414)"
74,37.17675070000001,127.0455794,"(37.17675070000001, 127.0455794)"
75,37.1583074,127.0535347,"(37.1583074, 127.0535347)"
76,37.163002,127.0546127,"(37.163002, 127.0546127)"
77,37.1563144,127.0535606,"(37.1563144, 127.0535606)"
78,37.1621777,127.0538805,"(37.1621777, 127.0538805)"
79,37.16913961,127.0595491,"(37.16913961, 127.0595491)"
80,37.16967636,127.060117,"(37.16967636, 127.060117)"
81,37.15073601,127.0889463,"(37.15073601, 127.0889463)"
82,37.15091126,127.090743,"(37.15091126, 127.090743)"
83,37.15016094,127.0915706,"(37.15016094, 127.0915706)"
84,37.15135441,127.0909642,"(37.15135441, 127.0909642)"
85,37.1519816,127.0908929,"(37.1519816, 127.0908929)"
86,37.171135,127.028245,"(37.171135, 127.028245)"
87,37.169523,127.026424,"(37.169523, 127.026424)"
88,37.170392,127.027797,"(37.170392, 127.027797)"
89,37.176271,127.062597,"(37.176271, 127.062597)"
90,37.176117,127.064053,"(37.176117, 127.064053)"
91,37.146315,127.069994,"(37.146315, 127.069994)"
92,37.164005,127.062405,"(37.164005, 127.062405)"
93,37.153052,127.063277,"(37.153052, 127.063277)"
94,37.141524,127.085559,"(37.141524, 127.085559)"
95,37.141415,127.087718,"(37.141415, 127.087718)"
96,37.159769,127.078111,"(37.159769, 127.078111)"
97,37.16058870000001,127.080601,"(37.16058870000001, 127.080601)"
98,37.141494,127.071942,"(37.141494, 127.071942)"
99,37.142084,127.072564,"(37.142084, 127.072564)"
100,37.142429,127.070623,"(37.142429, 127.070623)"
101,37.169868,127.0613504,"(37.169868, 127.0613504)"
102,37.169651,127.062472,"(37.169651, 127.062472)"
103,37.193033,127.061191,"(37.193033, 127.061191)"
104,37.193467,127.062122,"(37.193467, 127.062122)"
105,37.190757,127.067124,"(37.190757, 127.067124)"
106,37.19175900000001,127.065817,"(37.19175900000001, 127.065817)"
107,37.154632,127.091941,"(37.154632, 127.091941)"
108,37.142519,127.068303,"(37.142519, 127.068303)"
109,37.158197,127.0642868,"(37.158197, 127.0642868)"
110,37.175949,127.050714,"(37.175949, 127.050714)"
111,37.143045,127.074068,"(37.143045, 127.074068)"
112,37.1636435,127.0532823,"(37.1636435, 127.0532823)"
113,37.17604779999999,127.0565341,"(37.17604779999999, 127.0565341)"
114,37.175456700000005,127.0574423,"(37.175456700000005, 127.0574423)"
115,37.1593134,127.0593574,"(37.1593134, 127.0593574)"
116,37.1454094,127.06779640000002,"(37.1454094, 127.06779640000002)"
117,37.1591978,127.0623857,"(37.1591978, 127.0623857)"
118,37.1585588,127.0619202,"(37.1585588, 127.0619202)"
119,37.1562159,127.0779908,"(37.1562159, 127.0779908)"
120,37.1435473,127.0683157,"(37.1435473, 127.0683157)"
121,37.1538045,127.0741778,"(37.1538045, 127.0741778)"
122,37.14526420000001,127.0754977,"(37.14526420000001, 127.0754977)"
123,37.1962677,127.02297140000002,"(37.1962677, 127.02297140000002)"
124,37.1379969,127.073774,"(37.1379969, 127.073774)"
125,37.1537248,127.0688269,"(37.1537248, 127.0688269)"
126,37.158905700000005,127.0620307,"(37.158905700000005, 127.0620307)"
127,37.1564829,127.06502720000002,"(37.1564829, 127.06502720000002)"
128,37.1580981,127.0772756,"(37.1580981, 127.0772756)"
129,37.1416672,127.0737855,"(37.1416672, 127.0737855)"
130,37.1484605,127.0748137,"(37.1484605, 127.0748137)"
131,37.1485321,127.0699059,"(37.1485321, 127.0699059)"
132,37.1507488,127.075441,"(37.1507488, 127.075441)"
133,37.1509083,127.07427959999998,"(37.1509083, 127.07427959999998)"
134,37.14647670000001,127.0742219,"(37.14647670000001, 127.0742219)"
135,37.1460391,127.0717961,"(37.1460391, 127.0717961)"
136,37.149108700000006,127.0713949,"(37.149108700000006, 127.0713949)"
137,37.1476902,127.0759792,"(37.1476902, 127.0759792)"
138,37.1604411,127.06590049999998,"(37.1604411, 127.06590049999998)"
139,37.1371515,127.08945049999998,"(37.1371515, 127.08945049999998)"
140,37.1496912,127.0639997,"(37.1496912, 127.0639997)"
141,37.1311389,127.0684183,"(37.1311389, 127.0684183)"
142,37.12988970000001,127.0822459,"(37.12988970000001, 127.0822459)"
143,37.1509755,127.07169740000002,"(37.1509755, 127.07169740000002)"
144,37.1394486,127.0713566,"(37.1394486, 127.0713566)"
145,37.1771108,127.0480021,"(37.1771108, 127.0480021)"
146,37.1775949,127.0453728,"(37.1775949, 127.0453728)"
147,37.141894,127.0764043,"(37.141894, 127.0764043)"
148,37.1421969,127.0495223,"(37.1421969, 127.0495223)"
149,37.1871286,127.0419627,"(37.1871286, 127.0419627)"
150,37.1773335,127.0458627,"(37.1773335, 127.0458627)"
151,37.1624617,127.0534525,"(37.1624617, 127.0534525)"
152,37.1796392,127.0461265,"(37.1796392, 127.0461265)"
153,37.1855632,127.0421246,"(37.1855632, 127.0421246)"
154,37.1414101,127.0696116,"(37.1414101, 127.0696116)"
155,37.1611802,127.057167,"(37.1611802, 127.057167)"
156,37.18470192,127.0448174,"(37.18470192, 127.0448174)"
157,37.1527712,127.0776814,"(37.1527712, 127.0776814)"
158,37.1313327,127.07324409999998,"(37.1313327, 127.07324409999998)"
159,37.1598596,127.0534804,"(37.1598596, 127.0534804)"
160,37.156273,127.0531243,"(37.156273, 127.0531243)"
161,37.1604164,127.0539261,"(37.1604164, 127.0539261)"
162,37.1841969,127.0398682,"(37.1841969, 127.0398682)"
163,37.17527482,127.0499871,"(37.17527482, 127.0499871)"
164,37.17451761,127.0507388,"(37.17451761, 127.0507388)"
165,37.171807,127.06001670000002,"(37.171807, 127.06001670000002)"
166,37.16934122,127.0667373,"(37.16934122, 127.0667373)"
167,37.17095224,127.0668603,"(37.17095224, 127.0668603)"
168,37.1652518,127.0678084,"(37.1652518, 127.0678084)"
169,37.1579714,127.0544575,"(37.1579714, 127.0544575)"
170,37.1579555,127.06997959999998,"(37.1579555, 127.06997959999998)"
171,37.154632,127.091941,"(37.154632, 127.091941)"
172,37.142519,127.068303,"(37.142519, 127.068303)"
173,37.1634231,127.0694871,"(37.1634231, 127.0694871)"
174,37.1628878,127.0717792,"(37.1628878, 127.0717792)"
175,37.162473600000006,127.0744696,"(37.162473600000006, 127.0744696)"
176,37.157283,127.05479479999998,"(37.157283, 127.05479479999998)"
177,37.1566703,127.05604309999998,"(37.1566703, 127.05604309999998)"
178,37.1557521,127.0568392,"(37.1557521, 127.0568392)"
179,37.137962,127.0749683,"(37.137962, 127.0749683)"
180,37.1442417,127.0741424,"(37.1442417, 127.0741424)"
181,37.1320219,127.0695476,"(37.1320219, 127.0695476)"
182,37.1537164,127.0562588,"(37.1537164, 127.0562588)"
183,37.1629125,127.061872,"(37.1629125, 127.061872)"
184,37.13284018,127.0683843,"(37.13284018, 127.0683843)"
185,37.17522720000001,127.0662425,"(37.17522720000001, 127.0662425)"
186,37.1757304,127.0677697,"(37.1757304, 127.0677697)"
187,37.14963579999999,127.075414,"(37.14963579999999, 127.075414)"
188,37.17675070000001,127.0455794,"(37.17675070000001, 127.0455794)"
189,37.1583074,127.0535347,"(37.1583074, 127.0535347)"
190,37.163002,127.0546127,"(37.163002, 127.0546127)"
191,37.1563144,127.0535606,"(37.1563144, 127.0535606)"
192,37.1621777,127.0538805,"(37.1621777, 127.0538805)"
193,37.16913961,127.0595491,"(37.16913961, 127.0595491)"
194,37.16967636,127.060117,"(37.16967636, 127.060117)"
195,37.15073601,127.0889463,"(37.15073601, 127.0889463)"
196,37.15091126,127.090743,"(37.15091126, 127.090743)"
197,37.15016094,127.0915706,"(37.15016094, 127.0915706)"
198,37.15135441,127.0909642,"(37.15135441, 127.0909642)"
199,37.1519816,127.0908929,"(37.1519816, 127.0908929)"
200,37.171135,127.028245,"(37.171135, 127.028245)"
201,37.169523,127.026424,"(37.169523, 127.026424)"
202,37.170392,127.027797,"(37.170392, 127.027797)"
203,37.176271,127.062597,"(37.176271, 127.062597)"
204,37.176117,127.064053,"(37.176117, 127.064053)"
205,37.146315,127.069994,"(37.146315, 127.069994)"
206,37.164005,127.062405,"(37.164005, 127.062405)"
207,37.153052,127.063277,"(37.153052, 127.063277)"
208,37.141524,127.085559,"(37.141524, 127.085559)"
209,37.141415,127.087718,"(37.141415, 127.087718)"
210,37.159769,127.078111,"(37.159769, 127.078111)"
211,37.160588700000005,127.080601,"(37.160588700000005, 127.080601)"
212,37.141494,127.071942,"(37.141494, 127.071942)"
213,37.142084,127.072564,"(37.142084, 127.072564)"
214,37.142429,127.070623,"(37.142429, 127.070623)"
215,37.169868,127.0613504,"(37.169868, 127.0613504)"
216,37.169651,127.062472,"(37.169651, 127.062472)"
217,37.193033,127.061191,"(37.193033, 127.061191)"
218,37.193467,127.062122,"(37.193467, 127.062122)"
219,37.190757,127.067124,"(37.190757, 127.067124)"
220,37.191759000000005,127.065817,"(37.191759000000005, 127.065817)"
221,37.158197,127.0642868,"(37.158197, 127.0642868)"
222,37.175949,127.050714,"(37.175949, 127.050714)"
223,37.143045,127.074068,"(37.143045, 127.074068)"
