,link_id,rank,length,name,sido,sigungo,eub,time_range,work/weekend,chaos1,geometry
10,57135244801,101,0.901,오산화성고속도로,경기도,오산시,세마동,전일,평일,75.86,"MULTILINESTRING ((127.0098356763936 37.18904236788773, 127.0095351697404 37.18846991362599, 127.0091400173495 37.1875176428255, 127.0090299140314 37.18735114603932, 127.0088892572687 37.18715257381106, 127.008427383105 37.18651343875505, 127.0081747771171 37.18618242564641, 127.0077896138018 37.18570697220631, 127.0075100176169 37.18539488034139, 127.0073507009404 37.18522430956946, 127.0070823054532 37.1849441305183, 127.0065720743876 37.18445242031113, 127.0063024870576 37.18420996310441, 127.0058525485311 37.18381815742104, 127.0050175927126 37.1831305457471, 127.0041582442358 37.18242554624052))"
11,57135245201,101,1.177,오산화성고속도로,경기도,오산시,세마동,전일,평일,71.82,"MULTILINESTRING ((127.0021588509255 37.18060626489644, 127.0028998948348 37.18120525016198, 127.004076795905 37.18216861205882, 127.0051524479203 37.18304522721286, 127.0059730164622 37.18372961987819, 127.0064275114885 37.18412287123726, 127.0066967691062 37.18436363583933, 127.0071709206179 37.184815338863, 127.0074994572466 37.18515262121138, 127.0076556289689 37.18532147591866, 127.007926812645 37.18563096275808, 127.0083157335719 37.18611517658028, 127.0085776396115 37.18646175477329, 127.0090208298385 37.18710326754298, 127.0092168717726 37.18740001522546, 127.0096837180709 37.18784770485633, 127.0097374257197 37.18791263813893, 127.009804535502 37.18800246351248, 127.0103179335908 37.1888757458711))"
12,57135251001,101,3.16,수도권제2순환고속도로(봉담동탄,경기도,오산시,세마동,전일,평일,35.2,"MULTILINESTRING ((127.0348259533089 37.17668100744839, 127.0319556055704 37.1756985133232, 127.0264539654269 37.17360461879108, 127.0244017500103 37.17283308972765, 127.0227511973406 37.17221689506379, 127.0219176992334 37.17193322013513, 127.0212841644989 37.17175228135486, 127.0207347504928 37.1715973769676, 127.0199562774489 37.17141382695978, 127.0192564074384 37.17127485032197, 127.0185341663356 37.17115173544083, 127.0178187571985 37.17104472362272, 127.0171637609525 37.17097368882857, 127.0164786950079 37.17091507296434, 127.0159191611864 37.17089072243547, 127.015444734631 37.17087017297425, 127.0144157953818 37.17087233199806, 127.0134256892145 37.17091901532623, 127.0125178599662 37.17099763209903, 127.0114197274944 37.17112506209033, 127.0102068223369 37.17133769254958, 127.0098494237964 37.17140961503492, 127.0094961293484 37.17149058172306, 127.0089668896676 37.17162555217301, 127.0085282941338 37.17174438197564, 127.008120597654 37.17186825553753, 127.0076838789177 37.17200483833746, 127.0072111691055 37.17217575452599, 127.0066941995331 37.17236741790997, 127.0061669720706 37.17256293542451, 127.0050954037263 37.17305096994491, 127.0043730021469 37.17339718537357, 127.0040995672081 37.17353230883154, 127.0028940411942 37.17419716643808, 127.0025007954686 37.17439801715308, 127.0020089198652 37.17465970619006, 127.0018310491024 37.17475226253234))"
13,57135249001,101,3.171,수도권제2순환고속도로(봉담동탄,경기도,오산시,세마동,전일,평일,33.56,"MULTILINESTRING ((127.0019308079609 37.17455176175564, 127.0026260782713 37.17418308742421, 127.0042932888113 37.17330387193453, 127.0050175486702 37.17295006951502, 127.0060803695777 37.17248505316459, 127.0066287535493 37.17225930093637, 127.007149907969 37.17207048879162, 127.0076161405261 37.17191050085925, 127.0080628172327 37.17176583530429, 127.008458791983 37.1716503118277, 127.0089203417455 37.1715251973205, 127.009455862695 37.1713942218309, 127.009815900556 37.17130880601565, 127.010171557746 37.17123546112864, 127.0113800853369 37.17103462152365, 127.0124940899125 37.17090422643543, 127.0134131625307 37.1708268296953, 127.0144138557602 37.17077770004407, 127.0154464289259 37.17076656014606, 127.0159212978361 37.17078007339497, 127.0164926223643 37.17081775658959, 127.0171767447906 37.17086763511432, 127.017854225632 37.17094139028563, 127.0185724595476 37.17104758046376, 127.0192982436543 37.17116875322489, 127.0200021425181 37.17132268741364, 127.0207761313994 37.17149916024208, 127.0213221278103 37.17164615159257, 127.0219860880813 37.1718417022751, 127.0228142135126 37.17213265394651, 127.0244568023248 37.17273864484459, 127.0265281805392 37.17352497309687, 127.0320371199369 37.17559808570291, 127.0350838397857 37.17663072811744))"
14,57137698301,101,0.093,수도권제2순환고속도로(봉담동탄,경기도,오산시,신장동,전일,평일,45.08,"MULTILINESTRING ((127.046738152564 37.18052674022289, 127.0476991336763 37.18087490492069))"
15,57135250801,101,0.32,수도권제2순환고속도로(봉담동탄,경기도,오산시,신장동,전일,평일,97.69,"MULTILINESTRING ((127.0397755441007 37.17824487416277, 127.0380684602976 37.17823865084247, 127.0379737715345 37.17824041755327, 127.0378951446152 37.17825217024402, 127.0378251186399 37.1782794803479, 127.0377765004721 37.17831146952912, 127.037730828112 37.17836094146625, 127.0374134255088 37.17888635757567, 127.0373843103812 37.17890667781365, 127.0373531588402 37.17892106803014, 127.0373192100331 37.17893402756951, 127.0372814653882 37.17894104280904, 127.0372283626057 37.17893807760295, 127.0371566740653 37.17892989285429, 127.0366980109014 37.17877185619187))"
16,57135249401,101,0.322,수도권제2순환고속도로(봉담동탄,경기도,오산시,신장동,전일,평일,99.98,"MULTILINESTRING ((127.0381985952982 37.17618744122456, 127.0386564355841 37.176353913254, 127.0386892268278 37.1763767065137, 127.0387096775264 37.17640137095891, 127.0387231548556 37.17642091019859, 127.038723175435 37.17644709870659, 127.0386905582386 37.17654961666994, 127.0385083794632 37.17698573935957, 127.0384883188861 37.17709708844429, 127.0385039806138 37.17716648772746, 127.0385406980965 37.1772405631357, 127.0386248231631 37.1773226256965, 127.0401147645206 37.17816370340621))"
17,57135251201,101,0.472,수도권제2순환고속도로(봉담동탄,경기도,오산시,신장동,전일,평일,34.14,"MULTILINESTRING ((127.0397755441007 37.17824487416277, 127.0355369754037 37.17691797815358, 127.0348259533089 37.17668100744839))"
18,57135250001,101,0.478,수도권제2순환고속도로(봉담동탄,경기도,오산시,신장동,전일,평일,39.72,"MULTILINESTRING ((127.0350838397857 37.17663072811744, 127.0355919618133 37.17680015517374, 127.0401147645206 37.17816370340621))"
19,57137697801,101,0.62,수도권제2순환고속도로(봉담동탄,경기도,오산시,신장동,전일,평일,48.29,"MULTILINESTRING ((127.0540829183405 37.18312916666354, 127.0534262720347 37.18292512404437, 127.0488440929563 37.18137096618325, 127.0476412711048 37.18097074603847))"
20,57137698101,101,0.643,수도권제2순환고속도로(봉담동탄,경기도,오산시,신장동,전일,평일,45.64,"MULTILINESTRING ((127.0401147645206 37.17816370340621, 127.046738152564 37.18052674022289))"
21,57135246401,101,0.934,수도권제2순환고속도로(봉담동탄,경기도,오산시,신장동,전일,평일,39.96,"MULTILINESTRING ((127.0606111618754 37.18392162422053, 127.0612287152431 37.18390229445228, 127.0617892481623 37.18388335541116, 127.0626622038954 37.18381591335683, 127.063545689939 37.18372207800858, 127.0644270781482 37.1835983704139, 127.0648743066593 37.18352023311775, 127.0651470406041 37.18346493670706, 127.066095156069 37.18323783366412, 127.066979512587 37.18298628606645, 127.0684618774759 37.18247106748935, 127.0698699225333 37.18195919000637, 127.0706439090489 37.18166535511325))"
22,57137698201,101,0.936,수도권제2순환고속도로(봉담동탄,경기도,오산시,신장동,전일,평일,48.87,"MULTILINESTRING ((127.0476991336763 37.18087490492069, 127.0478287884757 37.18091959263359, 127.0488906900519 37.1812753157741, 127.0534941331406 37.18281725126399, 127.0541405159874 37.18299755770435, 127.0545522533976 37.18311347712624, 127.0551423308087 37.18326545155679, 127.0553743086656 37.18331826726005, 127.0558547876209 37.18342543675835, 127.0562044883247 37.18349270405579, 127.0571547852991 37.18365907851118, 127.0575994414063 37.18373216488523))"
23,57135246801,101,1.062,수도권제2순환고속도로(봉담동탄,경기도,오산시,신장동,전일,평일,49.77,"MULTILINESTRING ((127.0708203748376 37.18199873817178, 127.0699146384112 37.18230252381203, 127.068996467684 37.18261521596593, 127.0683164050286 37.18282529882188, 127.0673239971127 37.1831064195072, 127.0662021620715 37.18337975507259, 127.0652128556982 37.18357921972102, 127.0649217804046 37.18363775088878, 127.0644901809958 37.1837041845773, 127.0635695732073 37.18384025491378, 127.0626739609632 37.18394694802321, 127.0617996725851 37.18400818452197, 127.0612288462797 37.18403408205059, 127.0606149955148 37.18403851657978, 127.0599719603822 37.18404074556101, 127.0592539574319 37.18404322149763))"
24,57125137601,101,0.265,경부고속도로,경기도,오산시,중앙동,전일,평일,63.64,"MULTILINESTRING ((127.0871972608834 37.15728734851213, 127.0870072198881 37.15688179513707, 127.0861589012283 37.15504375957958))"
25,57125088001,101,0.285,경부고속도로,경기도,오산시,중앙동,전일,평일,52.66,"MULTILINESTRING ((127.0859807099439 37.15409227885504, 127.0870873945577 37.15650422696878))"
26,57125137401,101,1.018,경부고속도로,경기도,오산시,중앙동,전일,평일,59.07,"MULTILINESTRING ((127.0861589012283 37.15504375957958, 127.0851299335627 37.15281403171941, 127.0840640168027 37.15044405550024, 127.0837294020486 37.14957302699989, 127.0836592967603 37.1493184850548, 127.083551590116 37.14882711100197, 127.0834546804646 37.14834483130193, 127.0834061581826 37.14793416926887, 127.0833415455661 37.14722404489807, 127.0833522868767 37.14679976052791, 127.0834048906924 37.14622936869932))"
27,57125087801,101,1.235,경부고속도로,경기도,오산시,중앙동,전일,평일,54.94,"MULTILINESTRING ((127.0843844499229 37.14331732496102, 127.0839446680948 37.14472642552254, 127.083775024085 37.14546430977406, 127.0837045340708 37.14588447234019, 127.0836696252737 37.14624183166622, 127.0836140443158 37.14679671278068, 127.0836000980618 37.14722435161031, 127.083660949028 37.14792571729715, 127.083694272143 37.14816730348613, 127.083885702306 37.14918450268987, 127.0841252249549 37.14991850404421, 127.0849606251421 37.15185670413577, 127.0852540283753 37.15252916695425, 127.0859807099439 37.15409227885504))"
28,57125206201,103,0.007,경기대로,경기도,오산시,대원동,전일,평일,98.6,"MULTILINESTRING ((127.07258009218 37.13379695759638, 127.0725661416816 37.13372954673955))"
29,57124864802,103,0.007,경기대로,경기도,오산시,대원동,전일,평일,99.18,"MULTILINESTRING ((127.071337407678 37.12962381873089, 127.0712789434928 37.12957295536707))"
30,57124864801,103,0.007,경기대로,경기도,오산시,대원동,전일,평일,99.88,"MULTILINESTRING ((127.071337407678 37.12962381873089, 127.0712789434928 37.12957295536707))"
31,57124436602,103,0.01,경기대로,경기도,오산시,대원동,전일,평일,98.51,"MULTILINESTRING ((127.0733600255774 37.1379124034306, 127.0733435447187 37.13782160034794))"
32,57124436601,103,0.01,경기대로,경기도,오산시,대원동,전일,평일,99.16,"MULTILINESTRING ((127.0733600255774 37.1379124034306, 127.0733435447187 37.13782160034794))"
33,57125350802,103,0.014,경기대로,경기도,오산시,대원동,전일,평일,97.47,"MULTILINESTRING ((127.0686968378273 37.12821879902202, 127.0688353353978 37.12828183690869))"
34,57125350801,103,0.014,경기대로,경기도,오산시,대원동,전일,평일,99.92,"MULTILINESTRING ((127.0686968378273 37.12821879902202, 127.0688353353978 37.12828183690869))"
35,57125200801,103,0.015,경기대로,경기도,오산시,대원동,전일,평일,98.45,"MULTILINESTRING ((127.0672208692785 37.12726611152831, 127.0671078976616 37.12715793506161))"
36,57125200802,103,0.015,경기대로,경기도,오산시,대원동,전일,평일,99.71,"MULTILINESTRING ((127.0672208692785 37.12726611152831, 127.0671078976616 37.12715793506161))"
37,57124416501,103,0.017,경기대로,경기도,오산시,대원동,전일,평일,99.67,"MULTILINESTRING ((127.0734695550095 37.14156923928722, 127.0734700375413 37.14141408284976))"
38,57124416502,103,0.017,경기대로,경기도,오산시,대원동,전일,평일,99.71,"MULTILINESTRING ((127.0734695550095 37.14156923928722, 127.0734700375413 37.14141408284976))"
39,57124634202,103,0.018,경기대로,경기도,오산시,대원동,전일,평일,97.59,"MULTILINESTRING ((127.0722439482818 37.13191382080036, 127.072213609293 37.13174828574802))"
40,57124634201,103,0.018,경기대로,경기도,오산시,대원동,전일,평일,99.58,"MULTILINESTRING ((127.0722439482818 37.13191382080036, 127.072213609293 37.13174828574802))"
41,57125201602,103,0.022,경기대로,경기도,오산시,대원동,전일,평일,98.39,"MULTILINESTRING ((127.0672208692785 37.12726611152831, 127.0673832098764 37.12742085777516))"
42,57125201601,103,0.022,경기대로,경기도,오산시,대원동,전일,평일,99.75,"MULTILINESTRING ((127.0672208692785 37.12726611152831, 127.0673832098764 37.12742085777516))"
43,57124864201,103,0.023,경기대로,경기도,오산시,대원동,전일,평일,99.23,"MULTILINESTRING ((127.0710965800445 37.12941524179832, 127.0712789434928 37.12957295536707))"
44,57124864202,103,0.023,경기대로,경기도,오산시,대원동,전일,평일,99.86,"MULTILINESTRING ((127.0710965800445 37.12941524179832, 127.0712789434928 37.12957295536707))"
45,57124382201,103,0.025,경기대로,경기도,오산시,대원동,전일,평일,99.77,"MULTILINESTRING ((127.0734639431445 37.14179897901102, 127.0734695550095 37.14156923928722))"
46,57124382202,103,0.025,경기대로,경기도,오산시,대원동,전일,평일,99.84,"MULTILINESTRING ((127.0734639431445 37.14179897901102, 127.0734695550095 37.14156923928722))"
47,57124505601,103,0.026,경기대로,경기도,오산시,대원동,전일,평일,98.47,"MULTILINESTRING ((127.0734974186004 37.13899227623079, 127.0735039660399 37.13923450124724))"
48,57124505602,103,0.026,경기대로,경기도,오산시,대원동,전일,평일,98.9,"MULTILINESTRING ((127.0734974186004 37.13899227623079, 127.0735039660399 37.13923450124724))"
49,57124274201,103,0.029,경기대로,경기도,오산시,대원동,전일,평일,99.85,"MULTILINESTRING ((127.0734754148745 37.14270553067666, 127.0734402972229 37.14244083660404))"
50,57124274202,103,0.029,경기대로,경기도,오산시,대원동,전일,평일,99.89,"MULTILINESTRING ((127.0734754148745 37.14270553067666, 127.0734402972229 37.14244083660404))"
51,57125351001,103,0.034,경기대로,경기도,오산시,대원동,전일,평일,97.36,"MULTILINESTRING ((127.0691757123733 37.1284303737868, 127.0688353353978 37.12828183690869))"
52,57125351002,103,0.034,경기대로,경기도,오산시,대원동,전일,평일,99.94,"MULTILINESTRING ((127.0691757123733 37.1284303737868, 127.0688353353978 37.12828183690869))"
53,57125116802,103,0.036,경기대로,경기도,오산시,대원동,전일,평일,99.38,"MULTILINESTRING ((127.0729756195493 37.13591709875968, 127.0730226665752 37.13618385756234, 127.0730332107182 37.13624223061889))"
54,57124416601,103,0.042,경기대로,경기도,오산시,대원동,전일,평일,99.55,"MULTILINESTRING ((127.0734764115413 37.1410351023928, 127.0734700375413 37.14141408284976))"
55,57124416602,103,0.042,경기대로,경기도,오산시,대원동,전일,평일,99.56,"MULTILINESTRING ((127.0734764115413 37.1410351023928, 127.0734700375413 37.14141408284976))"
56,57124274501,103,0.042,경기대로,경기도,오산시,대원동,전일,평일,99.86,"MULTILINESTRING ((127.0734754148745 37.14270553067666, 127.0734692996862 37.14309211617753))"
57,57124274502,103,0.042,경기대로,경기도,오산시,대원동,전일,평일,99.87,"MULTILINESTRING ((127.0734754148745 37.14270553067666, 127.0734692996862 37.14309211617753))"
58,57124089201,103,0.046,경기대로,경기도,오산시,대원동,전일,평일,97.42,"MULTILINESTRING ((127.0721441215993 37.13133210418909, 127.0721938133624 37.13164112384386, 127.072213609293 37.13174828574802))"
59,57124089202,103,0.046,경기대로,경기도,오산시,대원동,전일,평일,99.64,"MULTILINESTRING ((127.0721441215993 37.13133210418909, 127.0721938133624 37.13164112384386, 127.072213609293 37.13174828574802))"
60,57124982002,103,0.049,경기대로,경기도,오산시,대원동,전일,평일,98.5,"MULTILINESTRING ((127.0734974186004 37.13899227623079, 127.073466268915 37.13854626412721))"
61,57124982001,103,0.049,경기대로,경기도,오산시,대원동,전일,평일,98.9,"MULTILINESTRING ((127.0734974186004 37.13899227623079, 127.073466268915 37.13854626412721))"
62,57125516202,103,0.052,경기대로,경기도,오산시,대원동,전일,평일,99.25,"MULTILINESTRING ((127.0728638700809 37.1354470842758, 127.0728026946028 37.13506982872176, 127.0727886801933 37.13497876319226))"
63,57125516201,103,0.052,경기대로,경기도,오산시,대원동,전일,평일,99.43,"MULTILINESTRING ((127.0728638700809 37.1354470842758, 127.0728026946028 37.13506982872176, 127.0727886801933 37.13497876319226))"
64,57124981801,103,0.07,경기대로,경기도,오산시,대원동,전일,평일,98.64,"MULTILINESTRING ((127.0733600255774 37.1379124034306, 127.073466268915 37.13854626412721))"
65,57124981802,103,0.07,경기대로,경기도,오산시,대원동,전일,평일,98.7,"MULTILINESTRING ((127.0733600255774 37.1379124034306, 127.073466268915 37.13854626412721))"
66,57125458802,103,0.071,경기대로,경기도,오산시,대원동,전일,평일,99.81,"MULTILINESTRING ((127.0734639431445 37.14179897901102, 127.073440084165 37.14240056650972, 127.0734402972229 37.14244083660404))"
67,57125458801,103,0.071,경기대로,경기도,오산시,대원동,전일,평일,99.93,"MULTILINESTRING ((127.0734639431445 37.14179897901102, 127.073440084165 37.14240056650972, 127.0734402972229 37.14244083660404))"
68,57124982401,103,0.073,경기대로,경기도,오산시,대원동,전일,평일,98.54,"MULTILINESTRING ((127.0735039660399 37.13923450124724, 127.0734945360779 37.13989336593174))"
69,57124982402,103,0.073,경기대로,경기도,오산시,대원동,전일,평일,98.86,"MULTILINESTRING ((127.0735039660399 37.13923450124724, 127.0734945360779 37.13989336593174))"
70,57121008501,103,0.099,경기대로,경기도,오산시,대원동,전일,평일,99.82,"MULTILINESTRING ((127.0734892299759 37.14399732568293, 127.0734749305906 37.14329406545347, 127.0734692996862 37.14309211617753))"
71,57121008502,103,0.099,경기대로,경기도,오산시,대원동,전일,평일,99.85,"MULTILINESTRING ((127.0734892299759 37.14399732568293, 127.0734749305906 37.14329406545347, 127.0734692996862 37.14309211617753))"
72,57125516301,103,0.121,경기대로,경기도,오산시,대원동,전일,평일,97.47,"MULTILINESTRING ((127.0726006988874 37.13389539620607, 127.072629555565 37.13403839170777, 127.0727886801933 37.13497876319226))"
73,57125516302,103,0.121,경기대로,경기도,오산시,대원동,전일,평일,98.54,"MULTILINESTRING ((127.0726006988874 37.13389539620607, 127.072629555565 37.13403839170777, 127.0727886801933 37.13497876319226))"
74,57124121701,103,0.122,경기대로,경기도,오산시,대원동,전일,평일,99.44,"MULTILINESTRING ((127.073514443248 37.14510419995418, 127.0734892299759 37.14399732568293))"
75,57124121702,103,0.122,경기대로,경기도,오산시,대원동,전일,평일,99.65,"MULTILINESTRING ((127.073514443248 37.14510419995418, 127.0734892299759 37.14399732568293))"
76,57124982202,103,0.126,경기대로,경기도,오산시,대원동,전일,평일,99.1,"MULTILINESTRING ((127.0734764115413 37.1410351023928, 127.0734945360779 37.13989336593174))"
77,57124982201,103,0.126,경기대로,경기도,오산시,대원동,전일,평일,99.34,"MULTILINESTRING ((127.0734764115413 37.1410351023928, 127.0734945360779 37.13989336593174))"
78,57124535402,106,0.005,가장로,경기도,오산시,남촌동,전일,평일,54.62,"MULTILINESTRING ((127.0382022891017 37.15985183765563, 127.0381531005877 37.15987424828141))"
79,57124535401,106,0.005,가장로,경기도,오산시,남촌동,전일,평일,70.39,"MULTILINESTRING ((127.0382022891017 37.15985183765563, 127.0381531005877 37.15987424828141))"
80,57125416801,106,0.007,가장로,경기도,오산시,남촌동,전일,평일,50.27,"MULTILINESTRING ((127.031650197894 37.16169313352074, 127.0315674047873 37.1616741542289))"
81,57125416802,106,0.007,가장로,경기도,오산시,남촌동,전일,평일,65.44,"MULTILINESTRING ((127.031650197894 37.16169313352074, 127.0315674047873 37.1616741542289))"
82,57125416502,106,0.007,가장로,경기도,오산시,남촌동,전일,평일,69.36,"MULTILINESTRING ((127.0285177313613 37.16144619870564, 127.0285965644028 37.16144459123503))"
83,57125416501,106,0.007,가장로,경기도,오산시,남촌동,전일,평일,88.25,"MULTILINESTRING ((127.0285177313613 37.16144619870564, 127.0285965644028 37.16144459123503))"
84,57125416702,106,0.01,가장로,경기도,오산시,남촌동,전일,평일,59.83,"MULTILINESTRING ((127.031650197894 37.16169313352074, 127.0317681573272 37.16171352604681))"
85,57125416701,106,0.01,가장로,경기도,오산시,남촌동,전일,평일,74.3,"MULTILINESTRING ((127.031650197894 37.16169313352074, 127.0317681573272 37.16171352604681))"
86,57125076202,106,0.016,가장로,경기도,오산시,남촌동,전일,평일,51.7,"MULTILINESTRING ((127.0385352471058 37.15970303693333, 127.0383707209616 37.159776045257))"
87,57125076201,106,0.016,가장로,경기도,오산시,남촌동,전일,평일,71.07,"MULTILINESTRING ((127.0385352471058 37.15970303693333, 127.0383707209616 37.159776045257))"
88,57125076401,106,0.017,가장로,경기도,오산시,남촌동,전일,평일,51.3,"MULTILINESTRING ((127.0382022891017 37.15985183765563, 127.0383707209616 37.159776045257))"
89,57125076402,106,0.017,가장로,경기도,오산시,남촌동,전일,평일,70.77,"MULTILINESTRING ((127.0382022891017 37.15985183765563, 127.0383707209616 37.159776045257))"
90,57124621002,106,0.018,가장로,경기도,오산시,남촌동,전일,평일,58.16,"MULTILINESTRING ((127.05774199933 37.15194140238376, 127.0575598081975 37.15202330851621))"
91,57124621001,106,0.018,가장로,경기도,오산시,남촌동,전일,평일,76.97,"MULTILINESTRING ((127.05774199933 37.15194140238376, 127.0575598081975 37.15202330851621))"
92,57124622401,106,0.019,가장로,경기도,오산시,남촌동,전일,평일,90.85,"MULTILINESTRING ((127.0525722641855 37.1557018013706, 127.0527314228159 37.15557776136328))"
93,57124170502,106,0.023,남부대로,경기도,오산시,남촌동,전일,평일,18.28,"MULTILINESTRING ((127.0602528933722 37.13416380851751, 127.0605246424826 37.13417412569063))"
94,57124170501,106,0.023,남부대로,경기도,오산시,남촌동,전일,평일,22.31,"MULTILINESTRING ((127.0602528933722 37.13416380851751, 127.0605246424826 37.13417412569063))"
95,57124620401,106,0.024,가장로,경기도,오산시,남촌동,전일,평일,66.32,"MULTILINESTRING ((127.0586266439497 37.15149702240603, 127.0588471157864 37.15136332276523))"
96,57124620402,106,0.024,가장로,경기도,오산시,남촌동,전일,평일,81.07,"MULTILINESTRING ((127.0586266439497 37.15149702240603, 127.0588471157864 37.15136332276523))"
97,57124707001,106,0.026,가장로,경기도,오산시,남촌동,전일,평일,98.59,"MULTILINESTRING ((127.0443330056938 37.1564929241643, 127.044213511828 37.15653898848633, 127.0441215419101 37.15657851605638, 127.0440690708187 37.15661047700421))"
98,57124621601,106,0.027,가장로,경기도,오산시,남촌동,전일,평일,53.48,"MULTILINESTRING ((127.0385352471058 37.15970303693333, 127.038817053796 37.15959268123672))"
99,57124621602,106,0.027,가장로,경기도,오산시,남촌동,전일,평일,69.37,"MULTILINESTRING ((127.0385352471058 37.15970303693333, 127.038817053796 37.15959268123672))"
100,57124621401,106,0.029,가장로,경기도,오산시,남촌동,전일,평일,51.46,"MULTILINESTRING ((127.0351723398879 37.16084605744841, 127.035405113855 37.16077417152261, 127.0354810550023 37.16075085309054))"
101,57124729201,106,0.029,가장로,경기도,오산시,남촌동,전일,평일,69.29,"MULTILINESTRING ((127.0588471157864 37.15136332276523, 127.0591039541151 37.15119048745099))"
