,lat,lon,mean,geometry
26,37.126564210703705,127.082724350521,1.574166666666667,"(37.126564210703705, 127.082724350521)"
27,37.1268718438454,127.043883873594,2.0700000000000003,"(37.1268718438454, 127.043883873594)"
28,37.126874008135296,127.04444674121,0.98875,"(37.126874008135296, 127.04444674121)"
29,37.1268761697529,127.045009608887,0.3399999999999999,"(37.1268761697529, 127.045009608887)"
30,37.12687832869821,127.045572476623,1.0600000000000005,"(37.12687832869821, 127.045572476623)"
31,37.1269583884228,127.066961494348,132.265,"(37.1269583884228, 127.066961494348)"
32,37.1269706766828,127.070338715319,59.07916666666667,"(37.1269706766828, 127.070338715319)"
33,37.126972715372894,127.07090158568,7.950833333333332,"(37.126972715372894, 127.07090158568)"
34,37.1269747513906,127.071464456097,4.770833333333333,"(37.1269747513906, 127.071464456097)"
35,37.126976784736,127.072027326571,6.173333333333333,"(37.126976784736, 127.072027326571)"
36,37.1269808434097,127.073153067688,0.755,"(37.1269808434097, 127.073153067688)"
37,37.126982868738,127.073715938331,2.724444444444445,"(37.126982868738, 127.073715938331)"
38,37.1269848913939,127.074278809031,8.258,"(37.1269848913939, 127.074278809031)"
39,37.1269869113775,127.074841679786,49.29750000000001,"(37.1269869113775, 127.074841679786)"
40,37.126988928688704,127.075404550598,21.245,"(37.126988928688704, 127.075404550598)"
41,37.126990943327606,127.075967421465,8.9375,"(37.126990943327606, 127.075967421465)"
42,37.127002975041,127.079344647843,29.9125,"(37.127002975041, 127.079344647843)"
43,37.127004970973296,127.0799075191,6.57142857142857,"(37.127004970973296, 127.0799075191)"
44,37.1270069642332,127.080470390413,0.9383333333333334,"(37.1270069642332, 127.080470390413)"
45,37.1270089548207,127.081033261782,0.5066666666666667,"(37.1270089548207, 127.081033261782)"
46,37.127028713715504,127.086661978493,4.078181818181818,"(37.127028713715504, 127.086661978493)"
47,37.12732686731,127.045006910922,2.52,"(37.12732686731, 127.045006910922)"
48,37.1274090873155,127.066958926542,231.15,"(37.1274090873155, 127.066958926542)"
49,37.1274111420731,127.067521799899,225.8816666666667,"(37.1274111420731, 127.067521799899)"
50,37.1274193343795,127.069773293896,88.22083333333332,"(37.1274193343795, 127.069773293896)"
51,37.12742137577511,127.070336167538,29.76625,"(37.12742137577511, 127.070336167538)"
52,37.127423414498296,127.070899041236,9.13625,"(37.127423414498296, 127.070899041236)"
53,37.127427483927605,127.072024788802,5.398,"(37.127427483927605, 127.072024788802)"
54,37.1274335680284,127.073713410574,1.08,"(37.1274335680284, 127.073713410574)"
55,37.1274355907172,127.074276284611,5.760833333333333,"(37.1274355907172, 127.074276284611)"
56,37.1274376107335,127.074839158704,17.855,"(37.1274376107335, 127.074839158704)"
57,37.127439628077504,127.075402032853,9.785000000000002,"(37.127439628077504, 127.075402032853)"
58,37.1274416427491,127.075964907058,25.900833333333328,"(37.1274416427491, 127.075964907058)"
59,37.1274436547483,127.076527781319,15.252499999999996,"(37.1274436547483, 127.076527781319)"
60,37.127445664075,127.077090655635,7.962500000000001,"(37.127445664075, 127.077090655635)"
61,37.1274476707294,127.077653530008,17.263333333333332,"(37.1274476707294, 127.077653530008)"
62,37.127453674658,127.07934215346,15.47,"(37.127453674658, 127.07934215346)"
63,37.1274556706227,127.079905028055,10.043333333333331,"(37.1274556706227, 127.079905028055)"
64,37.1274576639149,127.080467902705,9.828333333333337,"(37.1274576639149, 127.080467902705)"
65,37.1274596545348,127.081030777411,1.6275,"(37.1274596545348, 127.081030777411)"
66,37.1274656103599,127.08271940186,0.1971428571428571,"(37.1274656103599, 127.08271940186)"
67,37.1274695675479,127.083845151768,0.53,"(37.1274695675479, 127.083845151768)"
68,37.12747351404629,127.084970901895,0.2174999999999999,"(37.12747351404629, 127.084970901895)"
69,37.1274774498549,127.086096652242,0.1,"(37.1274774498549, 127.086096652242)"
70,37.1274794137506,127.086659527497,2.447142857142857,"(37.1274794137506, 127.086659527497)"
71,37.1274813749738,127.087222402807,2.2591666666666668,"(37.1274813749738, 127.087222402807)"
72,37.1274833335247,127.087785278171,13.259166666666667,"(37.1274833335247, 127.087785278171)"
73,37.12777756483271,127.045004212897,2.018,"(37.12777756483271, 127.045004212897)"
74,37.127857728710296,127.066393482041,97.10083333333333,"(37.127857728710296, 127.066393482041)"
75,37.1278597861737,127.066956358678,273.3558333333333,"(37.1278597861737, 127.066956358678)"
76,37.12786184096471,127.067519235373,153.535,"(37.12786184096471, 127.067519235373)"
77,37.1278638930832,127.068082112124,148.08416666666668,"(37.1278638930832, 127.068082112124)"
78,37.127867989303,127.069207865798,93.3575,"(37.127867989303, 127.069207865798)"
79,37.1278700334042,127.06977074272,72.63083333333334,"(37.1278700334042, 127.06977074272)"
80,37.127872074833,127.070333619699,47.00874999999999,"(37.127872074833, 127.070333619699)"
81,37.1278822418901,127.073148005443,1.008,"(37.1278822418901, 127.073148005443)"
82,37.1278842672842,127.073710882761,14.504,"(37.1278842672842, 127.073710882761)"
83,37.1278862900059,127.074273760135,12.94222222222222,"(37.1278862900059, 127.074273760135)"
84,37.12788831005511,127.074836637565,4.817777777777778,"(37.12788831005511, 127.074836637565)"
85,37.1278903274318,127.075399515052,7.708181818181819,"(37.1278903274318, 127.075399515052)"
86,37.1278923421361,127.075962392594,23.096666666666664,"(37.1278923421361, 127.075962392594)"
87,37.127894354168,127.076525270193,6.993333333333333,"(37.127894354168, 127.076525270193)"
88,37.1278963635274,127.077088147847,2.93,"(37.1278963635274, 127.077088147847)"
89,37.1278983702143,127.077651025557,12.714999999999998,"(37.1278983702143, 127.077651025557)"
90,37.1279003742288,127.078213903323,16.896666666666665,"(37.1279003742288, 127.078213903323)"
91,37.1279023755709,127.078776781144,10.156666666666666,"(37.1279023755709, 127.078776781144)"
92,37.1279043742404,127.079339659021,18.35083333333333,"(37.1279043742404, 127.079339659021)"
93,37.1279063702376,127.079902536954,8.188333333333334,"(37.1279063702376, 127.079902536954)"
94,37.127908363562206,127.080465414942,20.615,"(37.127908363562206, 127.080465414942)"
95,37.1279103542144,127.081028292985,14.365833333333336,"(37.1279103542144, 127.081028292985)"
96,37.12791234219421,127.081591171084,1.6275,"(37.12791234219421, 127.081591171084)"
97,37.1279163101363,127.082716927447,0.565,"(37.1279163101363, 127.082716927447)"
98,37.12791829009871,127.083279805711,0.62125,"(37.12791829009871, 127.083279805711)"
99,37.127930113751205,127.086657076447,3.1740000000000004,"(37.127930113751205, 127.086657076447)"
100,37.1279320750063,127.087219955094,4.302499999999999,"(37.1279320750063, 127.087219955094)"
101,37.127934033589,127.087782833796,56.95166666666668,"(37.127934033589, 127.087782833796)"
102,37.1279359894991,127.088345712552,68.80083333333333,"(37.1279359894991, 127.088345712552)"
103,37.1279379427369,127.088908591363,7.653636363636363,"(37.1279379427369, 127.088908591363)"
104,37.1282239362024,127.043875759495,4.536666666666667,"(37.1282239362024, 127.043875759495)"
105,37.1282282623208,127.045001514812,2.8250000000000006,"(37.1282282623208, 127.045001514812)"
106,37.1283084275006,127.066390910783,229.69583333333333,"(37.1283084275006, 127.066390910783)"
107,37.1283104849974,127.066953790758,266.96250000000003,"(37.1283104849974, 127.066953790758)"
108,37.1283125398218,127.06751667078998,135.70416666666665,"(37.1283125398218, 127.06751667078998)"
109,37.1283145919736,127.068079550879,95.73666666666666,"(37.1283145919736, 127.068079550879)"
110,37.128316641453,127.068642431025,124.04583333333332,"(37.128316641453, 127.068642431025)"
111,37.128318688259895,127.069205311227,245.39166666666665,"(37.128318688259895, 127.069205311227)"
112,37.12832073239429,127.069768191487,150.20166666666668,"(37.12832073239429, 127.069768191487)"
113,37.1283227738563,127.070331071804,59.48416666666666,"(37.1283227738563, 127.070331071804)"
114,37.1283248126457,127.070893952177,14.135000000000002,"(37.1283248126457, 127.070893952177)"
115,37.128326848762704,127.071456832607,6.534285714285715,"(37.128326848762704, 127.071456832607)"
116,37.1283288822071,127.072019713093,2.79,"(37.1283288822071, 127.072019713093)"
117,37.1283309129791,127.072582593636,8.5925,"(37.1283309129791, 127.072582593636)"
118,37.12833294107861,127.073145474235,16.786,"(37.12833294107861, 127.073145474235)"
119,37.128334966505605,127.073708354891,26.686666666666664,"(37.128334966505605, 127.073708354891)"
120,37.1283369892601,127.074271235602,30.525,"(37.1283369892601, 127.074271235602)"
121,37.128339009342106,127.07483411636998,12.425555555555556,"(37.128339009342106, 127.07483411636998)"
122,37.1283410267516,127.075396997195,7.350000000000001,"(37.1283410267516, 127.075396997195)"
123,37.12834304148871,127.075959878075,18.703333333333333,"(37.12834304148871, 127.075959878075)"
124,37.1283450535532,127.076522759011,2.8000000000000003,"(37.1283450535532, 127.076522759011)"
125,37.1283490696648,127.07764852105,10.56375,"(37.1283490696648, 127.07764852105)"
126,37.1283510737118,127.078211402154,6.934,"(37.1283510737118, 127.078211402154)"
127,37.1283530750864,127.078774283313,11.933000000000002,"(37.1283530750864, 127.078774283313)"
128,37.1283550737884,127.079337164527,28.063333333333333,"(37.1283550737884, 127.079337164527)"
129,37.128357069818,127.079900045798,28.6325,"(37.128357069818, 127.079900045798)"
130,37.128359063175004,127.080462927123,12.423333333333332,"(37.128359063175004, 127.080462927123)"
131,37.1283610538596,127.081025808504,15.768181818181818,"(37.1283610538596, 127.081025808504)"
132,37.1283630418716,127.08158868994,16.204166666666666,"(37.1283630418716, 127.08158868994)"
133,37.1283650272112,127.082151571432,1.6175,"(37.1283650272112, 127.082151571432)"
134,37.12836898987271,127.08327733458,0.8109999999999999,"(37.12836898987271, 127.08327733458)"
135,37.1283768831258,127.085528861536,3.333333333333333,"(37.1283768831258, 127.085528861536)"
136,37.128378849757794,127.086091743411,9.055,"(37.128378849757794, 127.086091743411)"
137,37.1283808137173,127.086654625342,17.9025,"(37.1283808137173, 127.086654625342)"
138,37.1283827750043,127.087217507327,106.53416666666664,"(37.1283827750043, 127.087217507327)"
139,37.1283847336187,127.087780389366,89.65333333333332,"(37.1283847336187, 127.087780389366)"
140,37.12838668956071,127.08834327146002,241.9391666666667,"(37.12838668956071, 127.08834327146002)"
141,37.1283886428301,127.088906153608,36.58399999999999,"(37.1283886428301, 127.088906153608)"
142,37.1286659491387,127.041621531414,6.7525,"(37.1286659491387, 127.041621531414)"
143,37.12867246648271,127.043310173769,4.530833333333333,"(37.12867246648271, 127.043310173769)"
144,37.1286746335857,127.043873054675,2.6028571428571428,"(37.1286746335857, 127.043873054675)"
145,37.12867679801629,127.044435935641,6.9071428571428575,"(37.12867679801629, 127.044435935641)"
146,37.1286789597743,127.044998816667,23.075,"(37.1286789597743, 127.044998816667)"
147,37.1287591262564,127.066388339467,253.4125,"(37.1287591262564, 127.066388339467)"
148,37.1287611837866,127.06695122278,149.00750000000002,"(37.1287611837866, 127.06695122278)"
149,37.1287632386443,127.067514106149,184.2775,"(37.1287632386443, 127.067514106149)"
150,37.1287652908296,127.068076989576,53.113333333333344,"(37.1287652908296, 127.068076989576)"
151,37.1287673403422,127.06863987306002,191.92833333333337,"(37.1287673403422, 127.06863987306002)"
152,37.1287693871824,127.0692027566,250.02,"(37.1287693871824, 127.0692027566)"
153,37.12877143135,127.069765640198,270.56916666666666,"(37.12877143135, 127.069765640198)"
154,37.128773472845104,127.070328523852,59.80416666666667,"(37.128773472845104, 127.070328523852)"
155,37.128775511667705,127.070891407563,46.19166666666667,"(37.128775511667705, 127.070891407563)"
156,37.128777547817705,127.07145429133,60.344166666666666,"(37.128777547817705, 127.07145429133)"
157,37.128779581295206,127.072017175154,26.635,"(37.128779581295206, 127.072017175154)"
158,37.128781612100205,127.072580059035,42.96833333333333,"(37.128781612100205, 127.072580059035)"
159,37.1287836402326,127.073142942971,89.37916666666666,"(37.1287836402326, 127.073142942971)"
160,37.1287856656925,127.073705826965,80.19500000000001,"(37.1287856656925, 127.073705826965)"
161,37.1287876884799,127.074268711014,53.98500000000001,"(37.1287876884799, 127.074268711014)"
162,37.1287897085947,127.07483159512,25.09583333333333,"(37.1287897085947, 127.07483159512)"
163,37.128791726037,127.075394479281,3.178333333333333,"(37.128791726037, 127.075394479281)"
164,37.12879374080671,127.075957363499,24.161666666666665,"(37.12879374080671, 127.075957363499)"
165,37.1287957529039,127.076520247773,6.198333333333334,"(37.1287957529039, 127.076520247773)"
166,37.1287977623286,127.077083132102,7.605,"(37.1287977623286, 127.077083132102)"
167,37.12879976908079,127.077646016488,13.68875,"(37.12879976908079, 127.077646016488)"
168,37.1288017731604,127.078208900929,3.385,"(37.1288017731604, 127.078208900929)"
169,37.1288037745674,127.078771785426,20.47833333333333,"(37.1288037745674, 127.078771785426)"
170,37.1288057733019,127.079334669978,45.03083333333333,"(37.1288057733019, 127.079334669978)"
171,37.1288077693639,127.079897554586,25.906363636363636,"(37.1288077693639, 127.079897554586)"
172,37.1288097627533,127.080460439249,31.09833333333334,"(37.1288097627533, 127.080460439249)"
173,37.1288117534702,127.081023323968,218.58416666666668,"(37.1288117534702, 127.081023323968)"
174,37.1288137415146,127.081586208742,69.64999999999999,"(37.1288137415146, 127.081586208742)"
175,37.1288157268864,127.082149093571,29.558333333333326,"(37.1288157268864, 127.082149093571)"
176,37.1288177095856,127.082711978455,1.5766666666666669,"(37.1288177095856, 127.082711978455)"
177,37.1288196896123,127.083274863394,1.6588888888888886,"(37.1288196896123, 127.083274863394)"
178,37.1288216669664,127.083837748389,0.145,"(37.1288216669664, 127.083837748389)"
179,37.1288256136571,127.084963518542,0.312,"(37.1288256136571, 127.084963518542)"
180,37.1288275829936,127.085526403701,7.388181818181818,"(37.1288275829936, 127.085526403701)"
181,37.1288295496575,127.086089288914,14.665,"(37.1288295496575, 127.086089288914)"
182,37.1288315136489,127.086652174182,71.26666666666667,"(37.1288315136489, 127.086652174182)"
183,37.1288334749678,127.087215059505,277.3,"(37.1288334749678, 127.087215059505)"
184,37.128835433614,127.087777944882,241.12166666666667,"(37.128835433614, 127.087777944882)"
185,37.1288373895878,127.088340830313,184.945,"(37.1288373895878, 127.088340830313)"
186,37.1288393428889,127.088903715799,144.90333333333334,"(37.1288393428889, 127.088903715799)"
187,37.1291166463464,127.041618813183,10.145,"(37.1291166463464, 127.041618813183)"
188,37.12912316379629,127.043307465551,1.962857142857143,"(37.12912316379629, 127.043307465551)"
189,37.129127495400205,127.044433234099,18.695714285714285,"(37.129127495400205, 127.044433234099)"
190,37.1291296571934,127.044996118462,38.11666666666667,"(37.1291296571934, 127.044996118462)"
191,37.1292098249776,127.066385768095,445.63916666666665,"(37.1292098249776, 127.066385768095)"
192,37.1292118825413,127.066948654745,468.26416666666665,"(37.1292118825413, 127.066948654745)"
193,37.1292139374324,127.067511541452,307.8158333333333,"(37.1292139374324, 127.067511541452)"
194,37.129215989651,127.068074428216,459.8133333333335,"(37.129215989651, 127.068074428216)"
195,37.1292180391969,127.068637315038,180.85833333333332,"(37.1292180391969, 127.068637315038)"
196,37.1292200860703,127.069200201916,447.5175000000001,"(37.1292200860703, 127.069200201916)"
197,37.1292221302712,127.069763088851,287.87583333333333,"(37.1292221302712, 127.069763088851)"
198,37.1292241717994,127.070325975843,246.25333333333333,"(37.1292241717994, 127.070325975843)"
199,37.12922621065511,127.070888862892,158.01250000000002,"(37.12922621065511, 127.070888862892)"
200,37.1292282468382,127.071451749997,57.10916666666666,"(37.1292282468382, 127.071451749997)"
201,37.1292302803487,127.072014637159,24.089166666666667,"(37.1292302803487, 127.072014637159)"
202,37.12923231118671,127.072577524377,55.22916666666666,"(37.12923231118671, 127.072577524377)"
203,37.1292343393521,127.073140411651,77.46333333333335,"(37.1292343393521, 127.073140411651)"
204,37.1292363648449,127.073703298982,102.47166666666668,"(37.1292363648449, 127.073703298982)"
205,37.1292383876651,127.07426618637,24.336,"(37.1292383876651, 127.07426618637)"
206,37.1292404078127,127.074829073813,2.51,"(37.1292404078127, 127.074829073813)"
207,37.12924242528779,127.075391961312,6.010000000000001,"(37.12924242528779, 127.075391961312)"
208,37.1292444400903,127.075954848868,2.580833333333333,"(37.1292444400903, 127.075954848868)"
209,37.1292464522202,127.076517736479,2.6025,"(37.1292464522202, 127.076517736479)"
210,37.1292484616775,127.077080624147,3.0825,"(37.1292484616775, 127.077080624147)"
211,37.129250468462295,127.07764351187,2.7258333333333336,"(37.129250468462295, 127.07764351187)"
212,37.12925247257439,127.078206399649,4.902727272727272,"(37.12925247257439, 127.078206399649)"
213,37.129254474014,127.078769287483,28.38083333333333,"(37.129254474014, 127.078769287483)"
214,37.129256472781,127.079332175373,24.615833333333335,"(37.129256472781, 127.079332175373)"
215,37.1292584688753,127.079895063319,17.62333333333334,"(37.1292584688753, 127.079895063319)"
216,37.1292604622972,127.08045795132,54.23749999999999,"(37.1292604622972, 127.08045795132)"
217,37.1292624530464,127.081020839376,107.89166666666668,"(37.1292624530464, 127.081020839376)"
218,37.129264441123,127.081583727488,179.07666666666668,"(37.129264441123, 127.081583727488)"
219,37.129266426527,127.082146615655,41.8825,"(37.129266426527, 127.082146615655)"
220,37.1292684092585,127.082709503877,4.2875,"(37.1292684092585, 127.082709503877)"
221,37.1292703893174,127.083272392154,1.66,"(37.1292703893174, 127.083272392154)"
222,37.1292723667036,127.083835280486,1.9862500000000003,"(37.1292723667036, 127.083835280486)"
223,37.1292743414173,127.084398168873,0.392,"(37.1292743414173, 127.084398168873)"
224,37.1292763134584,127.084961057314,0.21375,"(37.1292763134584, 127.084961057314)"
225,37.1292782828269,127.085523945811,107.73833333333334,"(37.1292782828269, 127.085523945811)"
226,37.12928024952279,127.086086834362,80.085,"(37.12928024952279, 127.086086834362)"
227,37.1292822135461,127.086649722968,153.455,"(37.1292822135461, 127.086649722968)"
228,37.1292841748968,127.087212611629,103.20083333333332,"(37.1292841748968, 127.087212611629)"
229,37.1292861335749,127.087775500343,223.74,"(37.1292861335749, 127.087775500343)"
230,37.1292880895804,127.088338389113,338.7116666666667,"(37.1292880895804, 127.088338389113)"
231,37.129290042913205,127.088901277936,84.99666666666667,"(37.129290042913205, 127.088901277936)"
232,37.129291993573496,127.089464166814,44.23250000000001,"(37.129291993573496, 127.089464166814)"
233,37.1295651656559,127.041053207552,2.752,"(37.1295651656559, 127.041053207552)"
234,37.1295673435196,127.041616094891,5.895,"(37.1295673435196, 127.041616094891)"
235,37.1295695187108,127.042178982292,2.2925000000000004,"(37.1295695187108, 127.042178982292)"
236,37.1295716912294,127.042741869752,4.09,"(37.1295716912294, 127.042741869752)"
237,37.1295760282488,127.043867644854,8.05777777777778,"(37.1295760282488, 127.043867644854)"
238,37.129578192749705,127.044430532496,30.841,"(37.129578192749705, 127.044430532496)"
239,37.1295803545779,127.044993420197,22.279999999999998,"(37.1295803545779, 127.044993420197)"
240,37.1295825137336,127.045556307959,8.252727272727272,"(37.1295825137336, 127.045556307959)"
241,37.12958682402729,127.046682083662,0.19,"(37.12958682402729, 127.046682083662)"
242,37.1295889751653,127.047244971603,0.7766666666666667,"(37.1295889751653, 127.047244971603)"
243,37.129606088056,127.051748077278,2.3125,"(37.129606088056, 127.051748077278)"
244,37.1296605236644,127.066383196665,385.4375,"(37.1296605236644, 127.066383196665)"
245,37.1296625812615,127.066946086653,888.2983333333332,"(37.1296625812615, 127.066946086653)"
246,37.129664636186,127.067508976698,813.8349999999999,"(37.129664636186, 127.067508976698)"
247,37.1296666884379,127.0680718668,765.6725000000001,"(37.1296666884379, 127.0680718668)"
248,37.1296687380171,127.068634756959,235.7733333333333,"(37.1296687380171, 127.068634756959)"
249,37.1296707849238,127.069197647175,174.6241666666667,"(37.1296707849238, 127.069197647175)"
250,37.1296728291578,127.069760537448,100.74833333333332,"(37.1296728291578, 127.069760537448)"
251,37.12967487071921,127.070323427778,181.0858333333333,"(37.12967487071921, 127.070323427778)"
252,37.129676909608,127.070886318164,30.89833333333333,"(37.129676909608, 127.070886318164)"
253,37.1296789458242,127.071449208607,75.75916666666667,"(37.1296789458242, 127.071449208607)"
254,37.1296809793678,127.072012099107,46.806666666666665,"(37.1296809793678, 127.072012099107)"
255,37.12968301023871,127.072574989663,113.9575,"(37.12968301023871, 127.072574989663)"
256,37.129685038437,127.073137880275,143.76083333333332,"(37.129685038437, 127.073137880275)"
257,37.1296870639628,127.073700770944,72.42636363636365,"(37.1296870639628, 127.073700770944)"
258,37.129689086815794,127.074263661669,21.8725,"(37.129689086815794, 127.074263661669)"
259,37.1296911069963,127.07482655245,2.103333333333333,"(37.1296911069963, 127.07482655245)"
260,37.1296931245041,127.075389443287,5.515833333333333,"(37.1296931245041, 127.075389443287)"
261,37.1296951393393,127.07595233418002,5.003333333333335,"(37.1296951393393, 127.07595233418002)"
262,37.1296971515019,127.07651522513,0.8341666666666666,"(37.1296971515019, 127.07651522513)"
263,37.1296991609919,127.077078116135,1.3275,"(37.1296991609919, 127.077078116135)"
264,37.1297011678092,127.077641007196,2.294166666666667,"(37.1297011678092, 127.077641007196)"
265,37.1297031719539,127.078203898312,6.260833333333334,"(37.1297031719539, 127.078203898312)"
266,37.129705173426,127.078766789485,19.955,"(37.129705173426, 127.078766789485)"
267,37.1297071722255,127.079329680713,21.843333333333334,"(37.1297071722255, 127.079329680713)"
268,37.1297091683523,127.079892571996,84.12583333333333,"(37.1297091683523, 127.079892571996)"
269,37.129711161806505,127.080455463335,78.86583333333334,"(37.129711161806505, 127.080455463335)"
270,37.129713152588,127.081018354729,94.31166666666668,"(37.129713152588, 127.081018354729)"
271,37.129715140697,127.081581246179,34.92666666666667,"(37.129715140697, 127.081581246179)"
272,37.1297171261333,127.082144137683,93.8925,"(37.1297171261333, 127.082144137683)"
273,37.1297191088969,127.082707029243,50.798333333333325,"(37.1297191088969, 127.082707029243)"
274,37.1297210889879,127.083269920858,2.2,"(37.1297210889879, 127.083269920858)"
275,37.1297270132252,127.084958596032,74.64500000000001,"(37.1297270132252, 127.084958596032)"
276,37.12972898262571,127.085521487867,26.65583333333333,"(37.12972898262571, 127.085521487867)"
277,37.1297309493535,127.086084379756,74.31,"(37.1297309493535, 127.086084379756)"
278,37.1297329134087,127.086647271699,43.980833333333344,"(37.1297329134087, 127.086647271699)"
279,37.129734874791296,127.087210163698,83.47583333333333,"(37.129734874791296, 127.087210163698)"
280,37.129736833501205,127.08777305575,209.9575,"(37.129736833501205, 127.08777305575)"
281,37.1297387895384,127.088335947858,181.1783333333333,"(37.1297387895384, 127.088335947858)"
282,37.1297407429031,127.088898840019,124.77083333333331,"(37.1297407429031, 127.088898840019)"
283,37.1297426935951,127.089461732235,59.55500000000001,"(37.1297426935951, 127.089461732235)"
284,37.1297446416144,127.090024624504,143.40333333333334,"(37.1297446416144, 127.090024624504)"
285,37.129750469636605,127.091713301638,757.2025,"(37.129750469636605, 127.091713301638)"
286,37.129752406965295,127.092276194124,584.7616666666667,"(37.129752406965295, 127.092276194124)"
287,37.1300158627592,127.041050485862,4.212000000000001,"(37.1300158627592, 127.041050485862)"
288,37.1300180406583,127.04161337654,8.414166666666668,"(37.1300180406583, 127.04161337654)"
289,37.1300202158848,127.042176267278,3.6225,"(37.1300202158848, 127.042176267278)"
290,37.13002238843861,127.042739158076,1.7590909090909093,"(37.13002238843861, 127.042739158076)"
291,37.130024558319896,127.043302048935,3.184285714285714,"(37.130024558319896, 127.043302048935)"
292,37.130026725528495,127.043864939854,11.6,"(37.130026725528495, 127.043864939854)"
293,37.1300288900646,127.044427830833,25.59454545454545,"(37.1300288900646, 127.044427830833)"
294,37.130031051928,127.044990721872,3.888,"(37.130031051928, 127.044990721872)"
295,37.1300332111187,127.045553612972,3.3728571428571428,"(37.1300332111187, 127.045553612972)"
296,37.1300353676369,127.046116504131,3.675714285714285,"(37.1300353676369, 127.046116504131)"
297,37.13003752148239,127.04667939535,6.677000000000001,"(37.13003752148239, 127.04667939535)"
298,37.13011122231671,127.066380625177,108.42083333333336,"(37.13011122231671, 127.066380625177)"
299,37.1301132799472,127.066943518503,498.2966666666666,"(37.1301132799472, 127.066943518503)"
300,37.1301153349051,127.067506411886,590.5658333333334,"(37.1301153349051, 127.067506411886)"
301,37.130117387190296,127.068069305326,686.0391666666666,"(37.130117387190296, 127.068069305326)"
302,37.1301194368029,127.068632198823,354.96250000000003,"(37.1301194368029, 127.068632198823)"
303,37.13012148374271,127.069195092377,119.90833333333336,"(37.13012148374271, 127.069195092377)"
304,37.13012352801,127.069757985988,73.99750000000002,"(37.13012352801, 127.069757985988)"
305,37.1301255696046,127.070320879656,16.385833333333334,"(37.1301255696046, 127.070320879656)"
306,37.1301276085265,127.07088377338002,12.539166666666668,"(37.1301276085265, 127.07088377338002)"
307,37.13012964477571,127.071446667161,22.40833333333333,"(37.13012964477571, 127.071446667161)"
308,37.1301316783523,127.072009560998,71.25333333333333,"(37.1301316783523, 127.072009560998)"
309,37.1301337092563,127.072572454892,135.1425,"(37.1301337092563, 127.072572454892)"
310,37.1301357374875,127.073135348842,148.56583333333336,"(37.1301357374875, 127.073135348842)"
311,37.1301377630461,127.073698242849,31.269166666666663,"(37.1301377630461, 127.073698242849)"
312,37.1301397859321,127.074261136912,5.623333333333334,"(37.1301397859321, 127.074261136912)"
313,37.1301418061454,127.074824031031,3.023333333333333,"(37.1301418061454, 127.074824031031)"
314,37.130143823686,127.075386925206,0.6558333333333334,"(37.130143823686, 127.075386925206)"
315,37.1301458385539,127.075949819437,0.8866666666666667,"(37.1301458385539, 127.075949819437)"
316,37.1301478507492,127.076512713724,2.195,"(37.1301478507492, 127.076512713724)"
317,37.1301498602718,127.077075608067,8.893333333333333,"(37.1301498602718, 127.077075608067)"
