업종구분명,교습과정명,시설위치_경도,시설위치_위도
학교교과교습학원,"{'초등', '수학'}",127.0685281,37.13511489
학교교과교습학원,{'한자'},127.0687522,37.13392538
학교교과교습학원,{'써밋초등'},127.0687522,37.13392538
학교교과교습학원,"{'과목', '저학년', '수학'}",127.0687522,37.13392538
학교교과교습학원,"{'피아노', '초'}",127.07113580000001,37.13139209
학교교과교습학원,{'플룻'},127.07113580000001,37.13139209
학교교과교습학원,"{'등반', '영어'}",127.0686973,37.13550225
학교교과교습학원,{'사고력'},127.0687522,37.13392538
학교교과교습학원,"{'톡', '해피'}",127.0687522,37.13392538
학교교과교습학원,"{'와락', '영어'}",127.0687522,37.13392538
학교교과교습학원,"{'언어', '초등'}",127.06872560000001,37.12923093
학교교과교습학원,{'바이올린'},127.07113580000001,37.13139209
학교교과교습학원,"{'심화', '반', '영어', '기초'}",127.0686973,37.13550225
학교교과교습학원,"{'피아노', '고급'}",127.0687522,37.13392538
학교교과교습학원,{'기타'},127.0687522,37.13392538
학교교과교습학원,"{'초등', '수학'}",127.0685281,37.13511489
학교교과교습학원,"{'일', '독서실'}",127.0687522,37.13392538
학교교과교습학원,{'과학'},127.0687522,37.13392538
학교교과교습학원,{'듣기'},127.0687522,37.13392538
학교교과교습학원,"{'놀이', '똑똑'}",127.0687522,37.13392538
학교교과교습학원,"{'똑똑', '수학'}",127.0687522,37.13392538
학교교과교습학원,"{'와락', '수학'}",127.0687522,37.13392538
학교교과교습학원,"{'와락', '영어'}",127.0687522,37.13392538
학교교과교습학원,"{'피아노', '고급'}",127.07094440000002,37.13133813
학교교과교습학원,"{'초등', '종합'}",127.06872560000001,37.12923093
학교교과교습학원,"{'심화', '고급', '반', '영어'}",127.0686973,37.13550225
학교교과교습학원,"{'초등', '수학', '초반'}",127.0686973,37.13550225
학교교과교습학원,"{'피아노', '체르니'}",127.0731383,37.13064304
학교교과교습학원,"{'초등', '종합'}",127.0685281,37.13511489
학교교과교습학원,{'독서'},127.0687522,37.13392538
학교교과교습학원,"{'한글', '똑똑'}",127.0687522,37.13392538
학교교과교습학원,{'체르니'},127.0685281,37.13511489
학교교과교습학원,"{'톡', '해피'}",127.0687522,37.13392538
학교교과교습학원,"{'한자', '똑똑'}",127.0687522,37.13392538
학교교과교습학원,"{'국어', '와락'}",127.0687522,37.13392538
학교교과교습학원,"{'미술', '초등'}",127.0685281,37.13511489
학교교과교습학원,{'바이엘'},127.0685281,37.13511489
학교교과교습학원,{'체르니'},127.0685281,37.13511489
학교교과교습학원,"{'피아노', '초'}",127.06707379999999,37.13206113
학교교과교습학원,"{'피아노', '고급'}",127.06707379999999,37.13206113
학교교과교습학원,"{'피아노', '상', '급'}",127.07094440000002,37.13133813
학교교과교습학원,{'드럼'},127.08199809999999,37.13380916
학교교과교습학원,{'피아노'},127.08199809999999,37.13380916
학교교과교습학원,{'바이올린'},127.08199809999999,37.13380916
학교교과교습학원,"{'과목', '초등'}",127.0836071,37.13342062
학교교과교습학원,"{'코스', '초등', '영어', '그린'}",127.08203390000001,37.1357554
학교교과교습학원,"{'일반', '주'}",127.08199809999999,37.13380916
학교교과교습학원,{'플룻'},127.08199809999999,37.13380916
학교교과교습학원,"{'일반', '주'}",127.08199809999999,37.13380916
학교교과교습학원,"{'유치부', '영어'}",127.08530859999999,37.13544681
학교교과교습학원,"{'코스', '초등', '블루', '영어'}",127.08203390000001,37.1357554
학교교과교습학원,"{'코스', '초등', '레드', '영어'}",127.08203390000001,37.1357554
학교교과교습학원,"{'초등', '문법', '영어'}",127.08203390000001,37.1357554
학교교과교습학원,"{'코스', '초등', '블랙', '영어'}",127.08203390000001,37.1357554
학교교과교습학원,"{'초등', '영어'}",127.08203390000001,37.1357554
학교교과교습학원,"{'초등', '영어'}",127.08203390000001,37.1357554
학교교과교습학원,"{'일반', '주'}",127.08199809999999,37.13380916
학교교과교습학원,"{'초', '영어', '등부'}",127.08530859999999,37.13544681
학교교과교습학원,"{'초등', '영어'}",127.08203390000001,37.1357554
학교교과교습학원,"{'코스', '초등', '옐로우', '영어'}",127.08203390000001,37.1357554
학교교과교습학원,"{'초등', '수학'}",127.08203390000001,37.1357554
학교교과교습학원,"{'우쿠', '렐레'}",127.08199809999999,37.13380916
교습소,{'보습'},127.0839219,37.13316811
교습소,{'보습'},127.08199809999999,37.13380916
교습소,{'보습'},127.0839219,37.13316811
학교교과교습학원,"{'코스', '화이트', '초등', '영어'}",127.08203390000001,37.1357554
학교교과교습학원,"{'초등', '반', '수학'}",127.0572017,37.16016973
학교교과교습학원,"{'초등', '종합'}",127.0644153,37.15672421
학교교과교습학원,"{'피아노', '체르니'}",127.0561665,37.16080994
학교교과교습학원,"{'피아노', '초'}",127.0573365,37.15969212
학교교과교습학원,"{'피아노', '급'}",127.0573365,37.15969212
학교교과교습학원,{'바이올린'},127.0680882,37.16011018
학교교과교습학원,"{'초등', '반', '영어'}",127.0572017,37.16016973
학교교과교습학원,{'체르니'},127.0553347,37.16277459
학교교과교습학원,{'플릇'},127.0553347,37.16277459
학교교과교습학원,"{'초', '영어'}",127.0566389,37.16030514
학교교과교습학원,"{'교육', '코딩'}",127.0580571,37.15978189
학교교과교습학원,"{'급반', '피아노'}",127.0680882,37.16011018
학교교과교습학원,"{'초등', '반', '수학'}",127.0572017,37.16016973
학교교과교습학원,"{'반', '초등', '종합'}",127.0572017,37.16016973
학교교과교습학원,"{'초등', '학년'}",127.0561665,37.16080994
학교교과교습학원,"{'바이엘', '피아노'}",127.0553347,37.16277459
학교교과교습학원,"{'초등', '반', '영어'}",127.0572017,37.16016973
학교교과교습학원,"{'초등', '반', '수학'}",127.0572017,37.16016973
학교교과교습학원,"{'반', '초등', '종합'}",127.0572017,37.16016973
학교교과교습학원,"{'피아노', '기초'}",127.0561665,37.16080994
학교교과교습학원,"{'피아노', '체르니'}",127.0553347,37.16277459
학교교과교습학원,"{'피아노', '초', '반'}",127.0680882,37.16011018
학교교과교습학원,"{'중', '학년'}",127.0561665,37.16080994
학교교과교습학원,"{'등교', '가정', '녀', '다자', '국어', '수학', '초'}",127.06002749999999,37.16022247
학교교과교습학원,{'체르니'},127.0553347,37.16277459
학교교과교습학원,"{'피아노', '초'}",127.0573365,37.15969212
학교교과교습학원,"{'초등', '반', '영어'}",127.0572017,37.16016973
학교교과교습학원,"{'초등', '종합'}",127.0561665,37.16091807
학교교과교습학원,"{'과학', '등교', '회화', '일반', '영어', '영문법', '초', '사회'}",127.06002749999999,37.16022247
학교교과교습학원,"{'피아노', '고급', '반'}",127.0680882,37.16011018
학교교과교습학원,"{'초', '영어'}",127.0566389,37.16030514
학교교과교습학원,"{'등교', '가정', '계층', '차', '상위', '기초', '국어', '수학', '초', '수급'}",127.06002749999999,37.16022247
학교교과교습학원,"{'초', '중', '영어'}",127.0566389,37.16030514
학교교과교습학원,"{'피아노', '체르니'}",127.0561665,37.16080994
학교교과교습학원,"{'반', '초등', '종합'}",127.0572017,37.16016973
학교교과교습학원,"{'초등', '반', '수학'}",127.0572017,37.16016973
학교교과교습학원,"{'반', '초등', '종합'}",127.0572017,37.16016973
학교교과교습학원,"{'초등', '반', '영어'}",127.0572017,37.16016973
학교교과교습학원,{'드럼'},127.0680882,37.16011018
학교교과교습학원,"{'초등', '반', '수학'}",127.0572017,37.16016973
학교교과교습학원,{'기타'},127.0573365,37.15969212
학교교과교습학원,"{'등교', '국어', '수학', '일반', '초'}",127.06002749999999,37.16022247
학교교과교습학원,"{'초등', '반', '영어'}",127.0572017,37.16016973
학교교과교습학원,"{'등단', '초'}",127.0561665,37.16091807
학교교과교습학원,{'등단'},127.0561665,37.16091807
학교교과교습학원,"{'피아노', '체르니'}",127.0561665,37.16080994
학교교과교습학원,"{'피아노', '고급'}",127.0573365,37.15969212
학교교과교습학원,"{'초등', '반', '영어'}",127.0572017,37.16016973
학교교과교습학원,"{'과학', '등교', '가정', '녀', '다자', '회화', '영어', '영문법', '초', '사회'}",127.06002749999999,37.16022247
학교교과교습학원,"{'과학', '등교', '가정', '계층', '차', '상위', '기초', '회화', '영어', '영문법', '초', '사회', '수급'}",127.06002749999999,37.16022247
학교교과교습학원,"{'반', '초등', '종합'}",127.0572017,37.16016973
학교교과교습학원,"{'초등', '반', '수학'}",127.0572017,37.16016973
학교교과교습학원,"{'반', '초등', '종합'}",127.0572017,37.16016973
교습소,{'음악'},127.0553347,37.16277459
교습소,{'미술'},127.0553347,37.16277459
교습소,{'미술'},127.0562233,37.16152174
교습소,{'보습'},127.0562233,37.16152174
교습소,{'음악'},127.0566395,37.16114312
교습소,"{'논술', '보습'}",127.05663870000001,37.15994473
학교교과교습학원,"{'입시', '피아노'}",127.0573365,37.15969212
학교교과교습학원,"{'문법', '특강'}",127.05069240000002,37.17441804
교습소,{'음악'},127.04620030000001,37.17560915
교습소,{'미술'},127.05147109999999,37.17721997
교습소,{'보습'},127.0423051,37.17735853
교습소,{'음악'},127.0430922,37.17527686
교습소,{'음악'},127.0489149,37.1771399
교습소,{'보습'},127.0489149,37.1771399
교습소,{'공예'},127.05474779999999,37.17711046
교습소,"{'소', '기타'}",127.05147109999999,37.17721997
교습소,{'보습'},127.0489149,37.1771399
교습소,{'보습'},127.04620030000001,37.17560915
교습소,{'음악'},127.04364209999999,37.17183468
교습소,{'주산'},127.0423051,37.17735853
교습소,{'보습'},127.04620030000001,37.17560915
교습소,{'보습'},127.05225859999999,37.17603027
교습소,{'보습'},127.04364209999999,37.17183468
교습소,{'음악'},127.0489149,37.1771399
교습소,{'음악'},127.0499751,37.1798336
교습소,{'보습'},127.0423051,37.17735853
교습소,{'보습'},127.05425249999999,37.1773089
교습소,{'음악'},127.04667509999999,37.17896986
학교교과교습학원,"{'고', '중', '논술'}",127.0453112,37.17652853
학교교과교습학원,"{'한국', '무용'}",127.0447594,37.17635753
학교교과교습학원,"{'영어', '기초'}",127.0453112,37.17652853
학교교과교습학원,"{'첼로', '고급', '반'}",127.05050159999999,37.175526399999995
학교교과교습학원,"{'바이엘', '피아노'}",127.05050159999999,37.175526399999995
학교교과교습학원,"{'피아노', '입', '시반'}",127.05050159999999,37.175526399999995
학교교과교습학원,"{'화목', '영어'}",127.05047859999999,37.17467042
학교교과교습학원,"{'초등', '논술', '영어'}",127.05127809999999,37.17475119
학교교과교습학원,"{'초등', '스쿨', '수학'}",127.0447594,37.17635753
학교교과교습학원,"{'독서', '창의', '국어', '초', '중'}",127.0447594,37.17635753
학교교과교습학원,"{'공부', '와락', '초', '중', '영어'}",127.0447594,37.17635753
학교교과교습학원,"{'영어', '등부'}",127.05069240000002,37.17441804
학교교과교습학원,"{'초등', '수학'}",127.0501747,37.17496789
학교교과교습학원,"{'고', '수학'}",127.0501747,37.17496789
학교교과교습학원,"{'고', '초', '중', '수학'}",127.0447594,37.17635753
학교교과교습학원,"{'고', '초', '중', '수학'}",127.0447594,37.17635753
학교교과교습학원,"{'국어', '초', '중'}",127.0447594,37.17635753
학교교과교습학원,"{'팩토', '수학'}",127.0501747,37.17496789
학교교과교습학원,{'중'},127.04584059999999,37.17675360000001
학교교과교습학원,"{'고', '수학'}",127.04502959999999,37.17644754
학교교과교습학원,"{'첼로', '중', '반'}",127.05050159999999,37.175526399999995
학교교과교습학원,"{'자소', '지도', '상담', '진학'}",127.05127809999999,37.17475119
학교교과교습학원,{'초'},127.0501747,37.17496789
학교교과교습학원,"{'논술', '영어', '중학'}",127.05127809999999,37.17475119
학교교과교습학원,{'초'},127.0501747,37.17496789
학교교과교습학원,{'영어'},127.05069240000002,37.17441804
학교교과교습학원,"{'국어', '영역', '초', '중'}",127.0447594,37.17635753
학교교과교습학원,"{'공부', '와락', '초', '중', '사회'}",127.0447594,37.17635753
학교교과교습학원,"{'과목', '초등'}",127.0444778,37.17633060000001
학교교과교습학원,"{'화상', '영어'}",127.05069240000002,37.17441804
학교교과교습학원,"{'유치부', '미술', '초등', '저학년'}",127.04502959999999,37.17644754
학교교과교습학원,"{'화목', '영어', '부'}",127.05050159999999,37.175526399999995
학교교과교습학원,"{'공부', '와락', '단', '초', '중', '영어'}",127.0447594,37.17635753
학교교과교습학원,"{'초', '발레', '등부'}",127.0447594,37.17635753
학교교과교습학원,"{'초', '영어'}",127.05127809999999,37.17475119
학교교과교습학원,"{'일', '다인', '실'}",127.05127809999999,37.17475119
학교교과교습학원,"{'영', '과', '초등', '국', '사', '수'}",127.05127809999999,37.17475119
학교교과교습학원,"{'활동', '격진', '학', '자율'}",127.05127809999999,37.17475119
학교교과교습학원,"{'아이', '고', '레벨', '초', '중', '영어'}",127.0447594,37.17635753
학교교과교습학원,"{'초등', '수학'}",127.0447594,37.17635753
학교교과교습학원,"{'과', '초등', '국', '사', '수'}",127.04502959999999,37.17644754
학교교과교습학원,"{'바이올린', '고급', '반'}",127.05050159999999,37.175526399999995
학교교과교습학원,"{'개원', '개인실'}",127.05127809999999,37.17475119
학교교과교습학원,"{'회', '수학', '주'}",127.05050159999999,37.175526399999995
학교교과교습학원,"{'등주', '회', '수학'}",127.05050159999999,37.175526399999995
학교교과교습학원,"{'공부', '와락', '수학', '초', '중'}",127.0447594,37.17635753
학교교과교습학원,{'영어'},127.05069240000002,37.17441804
학교교과교습학원,{'보컬'},127.05050159999999,37.175526399999995
학교교과교습학원,"{'공부', '와락', '초', '중', '영어'}",127.0447594,37.17635753
학교교과교습학원,"{'공부', '와락', '수학', '초', '중'}",127.0447594,37.17635753
학교교과교습학원,"{'토론', '특강'}",127.05069240000002,37.17441804
학교교과교습학원,"{'영', '과', '초등', '국', '사', '수'}",127.04502959999999,37.17644754
학교교과교습학원,"{'초', '영어'}",127.05127809999999,37.17475119
학교교과교습학원,"{'급', '영어'}",127.05127809999999,37.17475119
학교교과교습학원,"{'바이올린', '초반'}",127.05050159999999,37.175526399999995
학교교과교습학원,"{'톡', '초', '중', '해피'}",127.0447594,37.17635753
학교교과교습학원,"{'중', '영어'}",127.0501747,37.17496789
학교교과교습학원,"{'매일반', '영어'}",127.05047859999999,37.17467042
학교교과교습학원,"{'과목', '초'}",127.0453112,37.17652853
학교교과교습학원,"{'피아노', '중'}",127.04584059999999,37.17675360000001
학교교과교습학원,"{'바이올린', '플룻'}",127.04584059999999,37.17675360000001
학교교과교습학원,"{'급', '영어'}",127.0453112,37.17652853
학교교과교습학원,"{'초등', '영어'}",127.04502959999999,37.17644754
학교교과교습학원,"{'초등', '스쿨', '수학'}",127.0447594,37.17635753
학교교과교습학원,"{'입시', '피아노'}",127.04584059999999,37.17675360000001
학교교과교습학원,"{'초', '영어'}",127.05069240000002,37.17441804
학교교과교습학원,"{'초', '등기', '수학'}",127.0453112,37.17652853
학교교과교습학원,"{'초등', '수학', '영어'}",127.04502959999999,37.17644754
학교교과교습학원,"{'고', '영어'}",127.04502959999999,37.17644754
학교교과교습학원,"{'고급', '영어'}",127.05127809999999,37.17475119
학교교과교습학원,{'애니메이션'},127.04502959999999,37.17644754
학교교과교습학원,{'초'},127.0501747,37.17496789
학교교과교습학원,{'중'},127.0501747,37.17496789
학교교과교습학원,"{'지도', '상담', '진학', '봉사'}",127.05127809999999,37.17475119
학교교과교습학원,"{'과학', '플러스', '중', '초', '온'}",127.0447594,37.17635753
학교교과교습학원,"{'고', '한자', '초', '중'}",127.0447594,37.17635753
학교교과교습학원,"{'초등', '발레', '전공'}",127.0447594,37.17635753
학교교과교습학원,"{'유치부', '영어'}",127.05069240000002,37.17441804
학교교과교습학원,"{'초등', '영어'}",127.04502959999999,37.17644754
학교교과교습학원,"{'등고', '미술', '초', '학년'}",127.04502959999999,37.17644754
학교교과교습학원,{'등부'},127.04502959999999,37.17644754
학교교과교습학원,"{'다인', '개월', '실'}",127.05127809999999,37.17475119
학교교과교습학원,"{'바이올린', '중', '반'}",127.05050159999999,37.175526399999995
학교교과교습학원,"{'피아노', '체르니'}",127.05050159999999,37.175526399999995
학교교과교습학원,"{'초등', '수학'}",127.05127809999999,37.17475119
학교교과교습학원,"{'등주', '회', '수학'}",127.05050159999999,37.175526399999995
학교교과교습학원,{'드럼'},127.05069240000002,37.17441804
학교교과교습학원,{'바이올린'},127.04502959999999,37.17644754
학교교과교습학원,"{'화목', '영어', '부'}",127.05050159999999,37.175526399999995
학교교과교습학원,{'피아노'},127.04502959999999,37.17644754
학교교과교습학원,{'영어'},127.05069240000002,37.17441804
학교교과교습학원,"{'초', '영어'}",127.0501747,37.17496789
학교교과교습학원,"{'톡', '초', '중', '해피'}",127.0447594,37.17635753
학교교과교습학원,"{'유치부', '발레'}",127.0447594,37.17635753
학교교과교습학원,"{'상급', '영어'}",127.0453112,37.17652853
학교교과교습학원,"{'일', '개인실'}",127.05127809999999,37.17475119
학교교과교습학원,"{'초등', '수학'}",127.05127809999999,37.17475119
학교교과교습학원,"{'초등', '수학'}",127.04502959999999,37.17644754
학교교과교습학원,"{'중국어', '초등'}",127.0444778,37.17633060000001
학교교과교습학원,{'피아노'},127.05069240000002,37.17441804
학교교과교습학원,"{'월', '수', '영어', '금'}",127.05050159999999,37.175526399999995
학교교과교습학원,"{'료', '월', '이용', '개인실'}",127.05127809999999,37.17475119
학교교과교습학원,"{'플러스', '중', '초', '온', '사회'}",127.0447594,37.17635753
학교교과교습학원,"{'고', '초', '중', '영어'}",127.0447594,37.17635753
학교교과교습학원,"{'이그', '머', '초', '중', '영어'}",127.0447594,37.17635753
학교교과교습학원,"{'과학', '공부', '와락', '초', '중'}",127.0447594,37.17635753
학교교과교습학원,"{'고급', '영어'}",127.0453112,37.17652853
학교교과교습학원,"{'초등', '급', '수학'}",127.0453112,37.17652853
학교교과교습학원,"{'화상', '영어'}",127.05069240000002,37.17441804
학교교과교습학원,"{'말', '특강'}",127.05069240000002,37.17441804
학교교과교습학원,"{'초', '유', '등부'}",127.0444778,37.17633060000001
학교교과교습학원,"{'료', '이용', '개인실'}",127.05127809999999,37.17475119
학교교과교습학원,"{'회', '수학', '주'}",127.05050159999999,37.175526399999995
학교교과교습학원,"{'독서', '창의', '국어', '초', '중'}",127.0447594,37.17635753
학교교과교습학원,"{'과', '초등', '국', '사', '수'}",127.04502959999999,37.17644754
학교교과교습학원,"{'지도', '상담', '동아리', '진학'}",127.05127809999999,37.17475119
학교교과교습학원,"{'등주', '회', '수학'}",127.05050159999999,37.175526399999995
학교교과교습학원,"{'초', '중', '역사', '사회'}",127.0447594,37.17635753
학교교과교습학원,"{'피아노', '고급'}",127.04584059999999,37.17675360000001
학교교과교습학원,"{'우쿨렐레', '기타'}",127.04584059999999,37.17675360000001
학교교과교습학원,"{'초', '수학'}",127.0453112,37.17652853
학교교과교습학원,"{'영어', '등부'}",127.05069240000002,37.17441804
학교교과교습학원,"{'초등', '수학'}",127.05069240000002,37.17441804
학교교과교습학원,"{'첼로', '초반'}",127.05050159999999,37.175526399999995
학교교과교습학원,"{'렉', '베이스', '어쿠스틱', '기타'}",127.05069240000002,37.17441804
학교교과교습학원,"{'상담', '세특', '진학', '수행', '지도'}",127.05127809999999,37.17475119
학교교과교습학원,{'성악'},127.04502959999999,37.17644754
학교교과교습학원,"{'공부', '와락', '국어', '초', '중'}",127.0447594,37.17635753
학교교과교습학원,{'영어'},127.05069240000002,37.17441804
학교교과교습학원,{'영어'},127.05069240000002,37.17441804
학교교과교습학원,"{'초등', '수학'}",127.0501747,37.17496789
학교교과교습학원,"{'급', '영어'}",127.05069240000002,37.17441804
학교교과교습학원,"{'초등', '영어'}",127.05127809999999,37.17475119
학교교과교습학원,"{'초', '급', '영어'}",127.05127809999999,37.17475119
학교교과교습학원,"{'료', '월', '이용'}",127.05127809999999,37.17475119
학교교과교습학원,{'건반'},127.05069240000002,37.17441804
학교교과교습학원,"{'고급', '영어'}",127.0501747,37.17496789
학교교과교습학원,"{'초', '한국사', '중'}",127.0447594,37.17635753
학교교과교습학원,"{'아이', '리스닝', '초', '중', '영어'}",127.0447594,37.17635753
학교교과교습학원,"{'공부', '와락', '국어', '초', '중'}",127.0447594,37.17635753
학교교과교습학원,"{'사고력', '초', '중', '수학'}",127.0447594,37.17635753
학교교과교습학원,"{'피아노', '초'}",127.04584059999999,37.17675360000001
학교교과교습학원,"{'초등', '발레', '전공'}",127.0447594,37.17635753
학교교과교습학원,"{'수금', '월', '영어'}",127.05047859999999,37.17467042
학교교과교습학원,{'작곡'},127.05069240000002,37.17441804
학교교과교습학원,"{'형제', '일', '바이엘', '피아노', '할인', '주'}",127.06727830000001,37.17419394
학교교과교습학원,"{'일', '바이엘', '피아노', '주'}",127.06727830000001,37.17419394
학교교과교습학원,"{'일', '바이엘', '피아노', '주'}",127.06727830000001,37.17419394
학교교과교습학원,"{'방송', '댄스'}",127.05645120000001,37.18147074
학교교과교습학원,"{'바이엘', '피아노'}",127.05645120000001,37.18147074
학교교과교습학원,"{'피아노', '체르니'}",127.05645120000001,37.18147074
학교교과교습학원,"{'일', '피아노', '체르니', '주'}",127.06727830000001,37.17419394
학교교과교습학원,"{'형제', '체르니', '일', '피아노', '할인', '주'}",127.06727830000001,37.17419394
학교교과교습학원,"{'심화', '재즈'}",127.05645120000001,37.18147074
학교교과교습학원,"{'일', '바이엘', '피아노', '주'}",127.06727830000001,37.17419394
학교교과교습학원,"{'일', '피아노', '체르니', '주'}",127.06727830000001,37.17419394
학교교과교습학원,"{'일', '피아노', '체르니', '주'}",127.06727830000001,37.17419394
학교교과교습학원,"{'일', '피아노', '체르니', '주'}",127.06727830000001,37.17419394
학교교과교습학원,"{'일', '피아노', '체르니', '주'}",127.06727830000001,37.17419394
학교교과교습학원,"{'피아노', '기초'}",127.0633377,37.17471862
교습소,{'음악'},127.05261940000001,37.17688611
교습소,{'미술'},127.0633377,37.17471862
교습소,{'음악'},127.06727830000001,37.17419394
학교교과교습학원,"{'일', '피아노', '체르니', '주'}",127.06727830000001,37.17419394
학교교과교습학원,"{'초등', '영어'}",127.0672253,37.17814054
학교교과교습학원,"{'일', '피아노', '체르니', '주'}",127.06727830000001,37.17419394
학교교과교습학원,"{'피아노', '체르니'}",127.05645120000001,37.18147074
학교교과교습학원,{'발레'},127.05645120000001,37.18147074
학교교과교습학원,"{'일', '바이엘', '피아노', '주'}",127.06727830000001,37.17419394
