사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6467426,2018074,11200118  ,11200002  ,서울특별시 성동구2,서울특별시 성동구 송정동(왕십리길광나룻길진출 인근),28,43,0,13,29,1,127.0441699,37.55109676,"{""type"":""Polygon"",""coordinates"":[[[127.04551734,37.55109676],[127.04549145,37.55088835],[127.04541477,37.55068794],[127.04529025,37.55050325],[127.04512268,37.55034136],[127.04491849,37.55020851],[127.04468553,37.55010978],[127.04443275,37.55004899],[127.04416987,37.55002846],[127.04390699,37.55004899],[127.04365422,37.55010978],[127.04342126,37.55020851],[127.04321706,37.55034136],[127.04304949,37.55050325],[127.04292497,37.55068794],[127.04284829,37.55088835],[127.0428224,37.55109676],[127.04284829,37.55130517],[127.04292497,37.55150558],[127.04304949,37.55169027],[127.04321706,37.55185215],[127.04342126,37.55198501],[127.04365422,37.55208373],[127.04390699,37.55214452],[127.04416987,37.55216504],[127.04443275,37.55214452],[127.04468553,37.55208373],[127.04491849,37.55198501],[127.04512268,37.55185215],[127.04529025,37.55169027],[127.04541477,37.55150558],[127.04549145,37.55130517],[127.04551734,37.55109676]]]}"
6467427,2018074,11200107  ,11200003  ,서울특별시 성동구3,서울특별시 성동구 행당동(무학여고앞 인근),23,32,0,4,22,6,127.034011,37.55849583,"{""type"":""Polygon"",""coordinates"":[[[127.03535849,37.55849583],[127.0353326,37.55828744],[127.03525592,37.55808705],[127.0351314,37.55790238],[127.03496383,37.55774051],[127.03475963,37.55760766],[127.03452667,37.55750895],[127.0342739,37.55744816],[127.03401102,37.55742764],[127.03374814,37.55744816],[127.03349536,37.55750895],[127.0332624,37.55760766],[127.03305821,37.55774051],[127.03289064,37.55790238],[127.03276612,37.55808705],[127.03268944,37.55828744],[127.03266355,37.55849583],[127.03268944,37.55870422],[127.03276612,37.55890461],[127.03289064,37.55908928],[127.03305821,37.55925115],[127.0332624,37.55938399],[127.03349536,37.5594827],[127.03374814,37.55954348],[127.03401102,37.55956401],[127.0342739,37.55954348],[127.03452667,37.5594827],[127.03475963,37.55938399],[127.03496383,37.55925115],[127.0351314,37.55908928],[127.03525592,37.55890461],[127.0353326,37.55870422],[127.03535849,37.55849583]]]}"
6467482,2018074,11215107  ,11215001  ,서울특별시 광진구1,서울특별시 광진구 화양동(건대입구역 인근),40,53,0,4,45,4,127.0706325,37.53992053,"{""type"":""Polygon"",""coordinates"":[[[127.07197995,37.53992053],[127.07195406,37.53971208],[127.07187738,37.53951165],[127.07175286,37.53932692],[127.07158529,37.53916501],[127.0713811,37.53903214],[127.07114814,37.5389334],[127.07089536,37.5388726],[127.07063248,37.53885207],[127.0703696,37.5388726],[127.07011683,37.5389334],[127.06988387,37.53903214],[127.06967967,37.53916501],[127.0695121,37.53932692],[127.06938758,37.53951165],[127.0693109,37.53971208],[127.06928501,37.53992053],[127.0693109,37.54012897],[127.06938758,37.5403294],[127.0695121,37.54051412],[127.06967967,37.54067603],[127.06988387,37.5408089],[127.07011683,37.54090764],[127.0703696,37.54096844],[127.07063248,37.54098897],[127.07089536,37.54096844],[127.07114814,37.54090764],[127.0713811,37.5408089],[127.07158529,37.54067603],[127.07175286,37.54051412],[127.07187738,37.5403294],[127.07195406,37.54012897],[127.07197995,37.53992053]]]}"
6467483,2018074,11215105  ,11215002  ,서울특별시 광진구2,서울특별시 광진구 자양동(자양사거리일반국도3호 인근),30,41,0,10,28,3,127.0834257,37.53713814,"{""type"":""Polygon"",""coordinates"":[[[127.08477317,37.53713814],[127.08474727,37.53692969],[127.08467059,37.53672924],[127.08454608,37.53654451],[127.0843785,37.5363826],[127.08417431,37.53624972],[127.08394135,37.53615097],[127.08368857,37.53609017],[127.08342569,37.53606964],[127.08316281,37.53609017],[127.08291004,37.53615097],[127.08267708,37.53624972],[127.08247288,37.5363826],[127.08230531,37.53654451],[127.08218079,37.53672924],[127.08210411,37.53692969],[127.08207822,37.53713814],[127.08210411,37.53734659],[127.08218079,37.53754703],[127.08230531,37.53773176],[127.08247288,37.53789367],[127.08267708,37.53802655],[127.08291004,37.53812529],[127.08316281,37.53818609],[127.08342569,37.53820662],[127.08368857,37.53818609],[127.08394135,37.53812529],[127.08417431,37.53802655],[127.0843785,37.53789367],[127.08454608,37.53773176],[127.08467059,37.53754703],[127.08474727,37.53734659],[127.08477317,37.53713814]]]}"
6467484,2018074,11215102  ,11215003  ,서울특별시 광진구3,서울특별시 광진구 능동(결혼의집백악관 인근),24,36,0,12,22,2,127.0884424,37.55354541,"{""type"":""Polygon"",""coordinates"":[[[127.08978989,37.55354541],[127.089764,37.553337],[127.08968732,37.5531366],[127.0895628,37.55295191],[127.08939523,37.55279003],[127.08919103,37.55265718],[127.08895807,37.55255846],[127.0887053,37.55249767],[127.08844242,37.55247715],[127.08817954,37.55249767],[127.08792676,37.55255846],[127.0876938,37.55265718],[127.08748961,37.55279003],[127.08732204,37.55295191],[127.08719752,37.5531366],[127.08712084,37.553337],[127.08709495,37.55354541],[127.08712084,37.55375381],[127.08719752,37.55395421],[127.08732204,37.5541389],[127.08748961,37.55430077],[127.0876938,37.55443362],[127.08792676,37.55453234],[127.08817954,37.55459313],[127.08844242,37.55461366],[127.0887053,37.55459313],[127.08895807,37.55453234],[127.08919103,37.55443362],[127.08939523,37.55430077],[127.0895628,37.5541389],[127.08968732,37.55395421],[127.089764,37.55375381],[127.08978989,37.55354541]]]}"
6467428,2018074,11230107  ,11230001  ,서울특별시 동대문구1,서울특별시 동대문구 청량리동(청량리역홍릉길진입1 인근),51,55,1,19,34,1,127.0450754,37.58084536,"{""type"":""Polygon"",""coordinates"":[[[127.04642284,37.58084536],[127.04639695,37.58063703],[127.04632027,37.58043671],[127.04619575,37.58025209],[127.04602817,37.58009027],[127.04582398,37.57995746],[127.04559102,37.57985878],[127.04533824,37.57979801],[127.04507536,37.57977749],[127.04481249,37.57979801],[127.04455971,37.57985878],[127.04432675,37.57995746],[127.04412256,37.58009027],[127.04395498,37.58025209],[127.04383046,37.58043671],[127.04375378,37.58063703],[127.04372789,37.58084536],[127.04375378,37.58105369],[127.04383046,37.58125402],[127.04395498,37.58143863],[127.04412256,37.58160045],[127.04432675,37.58173325],[127.04455971,37.58183193],[127.04481249,37.5818927],[127.04507536,37.58191322],[127.04533824,37.5818927],[127.04559102,37.58183193],[127.04582398,37.58173325],[127.04602817,37.58160045],[127.04619575,37.58143863],[127.04632027,37.58125402],[127.04639695,37.58105369],[127.04642284,37.58084536]]]}"
6467429,2018074,11230102  ,11230002  ,서울특별시 동대문구2,서울특별시 동대문구 용두동(성심의원고산자로진출 인근),48,66,0,18,45,3,127.0381443,37.57360729,"{""type"":""Polygon"",""coordinates"":[[[127.03949174,37.57360729],[127.03946585,37.57339894],[127.03938917,37.5731986],[127.03926465,37.57301396],[127.03909708,37.57285212],[127.03889288,37.57271931],[127.03865992,37.57262061],[127.03840715,37.57255984],[127.03814427,37.57253932],[127.03788139,37.57255984],[127.03762861,37.57262061],[127.03739565,37.57271931],[127.03719146,37.57285212],[127.03702389,37.57301396],[127.03689937,37.5731986],[127.03682269,37.57339894],[127.03679679,37.57360729],[127.03682269,37.57381564],[127.03689937,37.57401599],[127.03702389,37.57420062],[127.03719146,37.57436246],[127.03739565,37.57449527],[127.03762861,37.57459396],[127.03788139,37.57465473],[127.03814427,37.57467525],[127.03840715,37.57465473],[127.03865992,37.57459396],[127.03889288,37.57449527],[127.03909708,37.57436246],[127.03926465,37.57420062],[127.03938917,37.57401599],[127.03946585,37.57381564],[127.03949174,37.57360729]]]}"
6467430,2018074,11230103  ,11230003  ,서울특별시 동대문구3,서울특별시 동대문구 제기동(경동시장 인근),39,44,0,10,31,3,127.0383275,37.57817775,"{""type"":""Polygon"",""coordinates"":[[[127.03967499,37.57817775],[127.0396491,37.57796941],[127.03957242,37.57776908],[127.0394479,37.57758445],[127.03928033,37.57742262],[127.03907613,37.57728981],[127.03884317,37.57719113],[127.0385904,37.57713036],[127.03832752,37.57710984],[127.03806464,37.57713036],[127.03781186,37.57719113],[127.0375789,37.57728981],[127.03737471,37.57742262],[127.03720714,37.57758445],[127.03708262,37.57776908],[127.03700594,37.57796941],[127.03698005,37.57817775],[127.03700594,37.57838608],[127.03708262,37.57858641],[127.03720714,37.57877104],[127.03737471,37.57893286],[127.0375789,37.57906567],[127.03781186,37.57916435],[127.03806464,37.57922512],[127.03832752,37.57924564],[127.0385904,37.57922512],[127.03884317,37.57916435],[127.03907613,37.57906567],[127.03928033,37.57893286],[127.0394479,37.57877104],[127.03957242,37.57858641],[127.0396491,37.57838608],[127.03967499,37.57817775]]]}"
6467476,2018074,11260106  ,11260001  ,서울특별시 중랑구1,서울특별시 중랑구 신내동(망우사거리 인근),46,72,0,16,49,7,127.1004455,37.59988133,"{""type"":""Polygon"",""coordinates"":[[[127.10179301,37.59988133],[127.10176712,37.59967306],[127.10169044,37.59947278],[127.10156592,37.59928821],[127.10139834,37.59912643],[127.10119415,37.59899366],[127.10096119,37.598895],[127.10070842,37.59883425],[127.10044554,37.59881373],[127.10018266,37.59883425],[127.09992988,37.598895],[127.09969692,37.59899366],[127.09949273,37.59912643],[127.09932515,37.59928821],[127.09920063,37.59947278],[127.09912395,37.59967306],[127.09909806,37.59988133],[127.09912395,37.60008961],[127.09920063,37.60028988],[127.09932515,37.60047445],[127.09949273,37.60063623],[127.09969692,37.600769],[127.09992988,37.60086765],[127.10018266,37.6009284],[127.10044554,37.60094892],[127.10070842,37.6009284],[127.10096119,37.60086765],[127.10119415,37.600769],[127.10139834,37.60063623],[127.10156592,37.60047445],[127.10169044,37.60028988],[127.10176712,37.60008961],[127.10179301,37.59988133]]]}"
6467477,2018074,11260105  ,11260002  ,서울특별시 중랑구2,서울특별시 중랑구 망우동(한일써너스빌리젠시2 인근),40,52,0,17,30,5,127.0938901,37.59781084,"{""type"":""Polygon"",""coordinates"":[[[127.09523756,37.59781084],[127.09521167,37.59760256],[127.09513499,37.59740228],[127.09501047,37.5972177],[127.0948429,37.59705592],[127.09463871,37.59692314],[127.09440575,37.59682448],[127.09415297,37.59676373],[127.09389009,37.59674322],[127.09362721,37.59676373],[127.09337443,37.59682448],[127.09314147,37.59692314],[127.09293728,37.59705592],[127.09276971,37.5972177],[127.09264519,37.59740228],[127.09256851,37.59760256],[127.09254262,37.59781084],[127.09256851,37.59801913],[127.09264519,37.5982194],[127.09276971,37.59840398],[127.09293728,37.59856576],[127.09314147,37.59869853],[127.09337443,37.59879719],[127.09362721,37.59885794],[127.09389009,37.59887846],[127.09415297,37.59885794],[127.09440575,37.59879719],[127.09463871,37.59869853],[127.0948429,37.59856576],[127.09501047,37.59840398],[127.09513499,37.5982194],[127.09521167,37.59801913],[127.09523756,37.59781084]]]}"
6467478,2018074,11260103  ,11260003  ,서울특별시 중랑구3,서울특별시 중랑구 중화동(면목역 인근),38,41,0,11,25,5,127.0875957,37.58839339,"{""type"":""Polygon"",""coordinates"":[[[127.0889432,37.58839339],[127.08891731,37.58818508],[127.08884063,37.58798478],[127.08871611,37.58780018],[127.08854854,37.58763837],[127.08834435,37.58750558],[127.08811139,37.58740691],[127.08785861,37.58734615],[127.08759573,37.58732563],[127.08733285,37.58734615],[127.08708008,37.58740691],[127.08684711,37.58750558],[127.08664292,37.58763837],[127.08647535,37.58780018],[127.08635083,37.58798478],[127.08627415,37.58818508],[127.08624826,37.58839339],[127.08627415,37.5886017],[127.08635083,37.588802],[127.08647535,37.5889866],[127.08664292,37.5891484],[127.08684711,37.58928119],[127.08708008,37.58937986],[127.08733285,37.58944062],[127.08759573,37.58946114],[127.08785861,37.58944062],[127.08811139,37.58937986],[127.08834435,37.58928119],[127.08854854,37.5891484],[127.08871611,37.5889866],[127.08884063,37.588802],[127.08891731,37.5886017],[127.0889432,37.58839339]]]}"
6467431,2018074,11290136  ,11290001  ,서울특별시 성북구1,서울특별시 성북구 하월곡동(내부순환로정릉길램프 인근),58,81,1,11,64,5,127.0261522,37.60402609,"{""type"":""Polygon"",""coordinates"":[[[127.02749965,37.60402609],[127.02747375,37.60381783],[127.02739708,37.60361757],[127.02727256,37.603433],[127.02710498,37.60327123],[127.02690079,37.60313847],[127.02666783,37.60303982],[127.02641505,37.60297907],[127.02615217,37.60295855],[127.02588929,37.60297907],[127.02563652,37.60303982],[127.02540356,37.60313847],[127.02519937,37.60327123],[127.02503179,37.603433],[127.02490727,37.60361757],[127.02483059,37.60381783],[127.0248047,37.60402609],[127.02483059,37.60423436],[127.02490727,37.60443462],[127.02503179,37.60461918],[127.02519937,37.60478095],[127.02540356,37.60491371],[127.02563652,37.60501236],[127.02588929,37.6050731],[127.02615217,37.60509362],[127.02641505,37.6050731],[127.02666783,37.60501236],[127.02690079,37.60491371],[127.02710498,37.60478095],[127.02727256,37.60461918],[127.02739708,37.60443462],[127.02747375,37.60423436],[127.02749965,37.60402609]]]}"
6467432,2018074,11290136  ,11290002  ,서울특별시 성북구2,서울특별시 성북구 하월곡동(종암사거리 인근),54,91,0,17,72,2,127.0322053,37.60337979,"{""type"":""Polygon"",""coordinates"":[[[127.03355275,37.60337979],[127.03352686,37.60317153],[127.03345018,37.60297126],[127.03332566,37.6027867],[127.03315809,37.60262493],[127.03295389,37.60249216],[127.03272093,37.60239351],[127.03246816,37.60233276],[127.03220528,37.60231225],[127.0319424,37.60233276],[127.03168962,37.60239351],[127.03145666,37.60249216],[127.03125247,37.60262493],[127.0310849,37.6027867],[127.03096038,37.60297126],[127.0308837,37.60317153],[127.03085781,37.60337979],[127.0308837,37.60358806],[127.03096038,37.60378832],[127.0310849,37.60397289],[127.03125247,37.60413466],[127.03145666,37.60426742],[127.03168962,37.60436607],[127.0319424,37.60442681],[127.03220528,37.60444733],[127.03246816,37.60442681],[127.03272093,37.60436607],[127.03295389,37.60426742],[127.03315809,37.60413466],[127.03332566,37.60397289],[127.03345018,37.60378832],[127.03352686,37.60358806],[127.03355275,37.60337979]]]}"
6467433,2018074,11290133  ,11290003  ,서울특별시 성북구3,서울특별시 성북구 정릉동(실과바늘 인근),45,57,0,11,44,2,127.0163587,37.59335782,"{""type"":""Polygon"",""coordinates"":[[[127.01770615,37.59335782],[127.01768026,37.59314952],[127.01760358,37.59294923],[127.01747906,37.59276464],[127.01731149,37.59260285],[127.0171073,37.59247007],[127.01687434,37.5923714],[127.01662156,37.59231064],[127.01635868,37.59229013],[127.0160958,37.59231064],[127.01584303,37.5923714],[127.01561007,37.59247007],[127.01540587,37.59260285],[127.0152383,37.59276464],[127.01511378,37.59294923],[127.0150371,37.59314952],[127.01501121,37.59335782],[127.0150371,37.59356611],[127.01511378,37.5937664],[127.0152383,37.59395099],[127.01540587,37.59411278],[127.01561007,37.59424556],[127.01584303,37.59434422],[127.0160958,37.59440498],[127.01635868,37.59442549],[127.01662156,37.59440498],[127.01687434,37.59434422],[127.0171073,37.59424556],[127.01731149,37.59411278],[127.01747906,37.59395099],[127.01760358,37.5937664],[127.01768026,37.59356611],[127.01770615,37.59335782]]]}"
6467485,2018074,11305103  ,11305001  ,서울특별시 강북구1,서울특별시 강북구 수유동(수유역 인근),69,82,0,18,62,2,127.0256118,37.63798265,"{""type"":""Polygon"",""coordinates"":[[[127.02695923,37.63798265],[127.02693334,37.63777448],[127.02685666,37.63757431],[127.02673214,37.63738983],[127.02656456,37.63722814],[127.02636037,37.63709543],[127.02612741,37.63699683],[127.02587464,37.63693611],[127.02561176,37.6369156],[127.02534888,37.63693611],[127.0250961,37.63699683],[127.02486314,37.63709543],[127.02465895,37.63722814],[127.02449137,37.63738983],[127.02436685,37.63757431],[127.02429018,37.63777448],[127.02426428,37.63798265],[127.02429018,37.63819082],[127.02436685,37.63839099],[127.02449137,37.63857547],[127.02465895,37.63873716],[127.02486314,37.63886986],[127.0250961,37.63896847],[127.02534888,37.63902919],[127.02561176,37.63904969],[127.02587464,37.63902919],[127.02612741,37.63896847],[127.02636037,37.63886986],[127.02656456,37.63873716],[127.02673214,37.63857547],[127.02685666,37.63839099],[127.02693334,37.63819082],[127.02695923,37.63798265]]]}"
