사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2017061200100348,2017년 6월 12일 15시,월요일,경기도 오산시 수청동,중상사고,0,1,2,2,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,46세,상해없음,승합,여,52세,중상
2017061700100622,2017년 6월 17일 21시,토요일,경기도 오산시 외삼미동,중상사고,0,4,9,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승합,여,70세,상해없음,승용,남,41세,중상
2017062000100372,2017년 6월 20일 16시,화요일,경기도 오산시 원동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,7세,상해없음,승용,여,43세,상해없음
2017062100100387,2017년 6월 21일 17시,수요일,경기도 오산시 금암동,경상사고,0,0,1,0,차대사람 - 횡단중,기타,포장 - 건조,맑음,기타 - 기타,자전거,남,14세,기타불명,보행자,여,10세,경상
2017062300100140,2017년 6월 23일 08시,금요일,경기도 오산시 세교동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,남,46세,상해없음,보행자,남,12세,부상신고
2017062800100166,2017년 6월 28일 09시,수요일,경기도 오산시 세교동,경상사고,0,0,1,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,33세,상해없음,보행자,여,57세,경상
2017070900100303,2017년 7월 9일 17시,일요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,흐림,단일로 - 기타,승용,남,64세,상해없음,보행자,남,9세,경상
2017071500100284,2017년 7월 15일 13시,토요일,경기도 오산시 서랑동,중상사고,0,1,2,1,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,61세,경상,승용,남,24세,경상
2017072100100546,2017년 7월 21일 20시,금요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,37세,상해없음,자전거,여,29세,상해없음
2017072400100564,2017년 7월 24일 22시,월요일,경기도 오산시 수청동,중상사고,0,3,0,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,60세,상해없음,승용,여,35세,중상
2017072900100407,2017년 7월 29일 16시,토요일,경기도 오산시 오산동,중상사고,0,1,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,31세,상해없음,승용,남,23세,중상
2017080600100284,2017년 8월 6일 16시,일요일,경기도 오산시 외삼미동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,38세,상해없음,자전거,남,12세,경상
2017081600100165,2017년 8월 16일 09시,수요일,경기도 오산시 부산동,중상사고,0,1,1,0,차대차 - 측면충돌,기타,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,50세,상해없음,자전거,여,10세,중상
2017082000100485,2017년 8월 20일 22시,일요일,경기도 오산시 원동,경상사고,0,0,4,0,차대차 - 측면충돌,신호위반,포장 - 젖음/습기,비,교차로 - 교차로안,화물,남,60세,상해없음,승용,여,49세,경상
2017082100100347,2017년 8월 21일 15시,월요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,52세,상해없음,보행자,여,12세,중상
2017082500100055,2017년 8월 25일 02시,금요일,경기도 오산시 오산동,중상사고,0,1,3,0,차대차 - 추돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,23세,상해없음,승용,여,51세,경상
2017082600100285,2017년 8월 26일 12시,토요일,경기도 오산시 갈곶동,경상사고,0,0,4,1,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,주차장 - 주차장,승용,여,38세,상해없음,승용,남,35세,부상신고
2017090100100569,2017년 9월 1일 18시,금요일,경기도 오산시 원동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,36세,상해없음,승용,남,41세,상해없음
2017090200100613,2017년 9월 2일 21시,토요일,경기도 오산시 원동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,원동기,남,16세,상해없음,자전거,남,8세,중상
2017091100100573,2017년 9월 11일 20시,월요일,경기도 오산시 오산동,부상신고사고,0,0,0,1,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,기타불명,기타불명,미분류,기타불명,보행자,남,8세,부상신고
2017091200100173,2017년 9월 12일 09시,화요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 정면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,여,50세,상해없음,승용,여,39세,경상
2017091900100182,2017년 9월 19일 09시,화요일,경기도 오산시 수청동,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,62세,경상,건설기계,남,44세,경상
2017092200100165,2017년 9월 22일 08시,금요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,46세,상해없음,보행자,남,6세,중상
2017092200100207,2017년 9월 22일 09시,금요일,경기도 오산시 오산동,경상사고,0,0,3,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,44세,상해없음,승용,여,36세,경상
2017092900100614,2017년 9월 29일 18시,금요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,이륜,남,19세,상해없음,보행자,남,5세,경상
2017100100100512,2017년 10월 1일 21시,일요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로부근,화물,남,52세,상해없음,승용,여,38세,경상
2017101100100496,2017년 10월 11일 19시,수요일,경기도 오산시 궐동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,57세,상해없음,승용,여,43세,경상
2017101600100107,2017년 10월 16일 08시,월요일,경기도 오산시 원동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,주차장 - 주차장,승용,여,39세,상해없음,자전거,남,10세,경상
2017102000100475,2017년 10월 20일 16시,금요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,64세,상해없음,보행자,남,11세,경상
2017102300100517,2017년 10월 23일 18시,월요일,경기도 오산시 누읍동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,자전거,남,12세,상해없음,,,,
2017111400100483,2017년 11월 14일 18시,화요일,경기도 오산시 원동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,29세,상해없음,자전거,남,10세,경상
2017112100100234,2017년 11월 21일 10시,화요일,경기도 오산시 오산동,중상사고,0,2,2,0,차대차 - 측면충돌,기타,포장 - 건조,맑음,교차로 - 교차로안,승용,남,54세,중상,승용,남,32세,경상
2017112100100509,2017년 11월 21일 18시,화요일,경기도 오산시 외삼미동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,기타불명,기타불명,미분류,기타불명,승용,여,40세,상해없음
2017121100100255,2017년 12월 11일 14시,월요일,경기도 오산시 부산동,경상사고,0,0,2,10,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승합,남,43세,경상,승용,남,32세,부상신고
2017122000100538,2017년 12월 20일 19시,수요일,경기도 오산시 수청동,경상사고,0,0,2,1,차대차 - 추돌,안전운전불이행,포장 - 서리/결빙,눈,단일로 - 기타,승용,남,48세,상해없음,승용,남,31세,경상
2017122300100311,2017년 12월 23일 12시,토요일,경기도 오산시 부산동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,55세,상해없음,보행자,여,10세,경상
2017122900100647,2017년 12월 29일 22시,금요일,경기도 오산시 세교동,경상사고,0,0,2,1,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,41세,상해없음,승용,남,31세,경상
2017123100100325,2017년 12월 31일 18시,일요일,경기도 오산시 궐동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,52세,상해없음,승용,남,43세,경상
2018011200100385,2018년 1월 12일 15시,금요일,경기도 오산시 금암동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,37세,상해없음,보행자,여,10세,경상
2018013100100171,2018년 1월 31일 09시,수요일,경기도 오산시 세교동,경상사고,0,0,1,1,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,72세,상해없음,승용,여,36세,경상
2018020600100393,2018년 2월 6일 16시,화요일,경기도 오산시 오산동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,69세,상해없음,화물,남,53세,경상
2018021300100741,2018년 2월 13일 21시,화요일,경기도 오산시 내삼미동,중상사고,0,3,3,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,55세,상해없음,승용,남,42세,중상
2018030900100374,2018년 3월 9일 19시,금요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,66세,상해없음,자전거,남,11세,경상
2018031300100253,2018년 3월 13일 14시,화요일,경기도 오산시 부산동,부상신고사고,0,0,0,3,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,40세,부상신고,승용,여,39세,부상신고
2018031800100228,2018년 3월 18일 15시,일요일,경기도 오산시 내삼미동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 젖음/습기,흐림,교차로 - 교차로횡단보도내,기타불명,기타불명,미분류,기타불명,보행자,여,9세,경상
2018032300100107,2018년 3월 23일 08시,금요일,경기도 오산시 오산동,중상사고,0,2,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,화물,남,75세,상해없음,보행자,여,41세,중상
2018042100100463,2018년 4월 21일 17시,토요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,교차로 - 교차로횡단보도내,자전거,남,11세,경상,승용,남,24세,상해없음
2018042500100378,2018년 4월 25일 16시,수요일,경기도 오산시 원동,경상사고,0,0,1,1,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,55세,상해없음,승합,남,67세,경상
2018042900100339,2018년 4월 29일 16시,일요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대차 - 기타,중앙선침범,포장 - 건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,자전거,남,10세,중상
2018050200100494,2018년 5월 2일 19시,수요일,경기도 오산시 오산동,경상사고,0,0,2,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,여,46세,경상,,,,
2018050600100323,2018년 5월 6일 18시,일요일,경기도 오산시 가장동,중상사고,0,3,1,0,차대차 - 측면충돌,과속,포장 - 건조,맑음,단일로 - 기타,승용,남,42세,상해없음,승용,남,42세,중상
2018050800100409,2018년 5월 8일 17시,화요일,경기도 오산시 고현동,중상사고,0,1,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,47세,상해없음,보행자,여,44세,중상
2018051700100542,2018년 5월 17일 21시,목요일,경기도 오산시 수청동,경상사고,0,0,2,3,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,37세,상해없음,승용,남,50세,경상
2018051800100268,2018년 5월 18일 12시,금요일,경기도 오산시 내삼미동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,27세,상해없음,승용,여,35세,경상
2018052200100231,2018년 5월 22일 12시,화요일,경기도 오산시 수청동,경상사고,0,0,4,0,차대차 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,67세,상해없음,승용,여,43세,경상
2018052600100560,2018년 5월 26일 19시,토요일,경기도 오산시 부산동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,11세,경상,승용,남,28세,상해없음
2018052700100042,2018년 5월 27일 02시,일요일,경기도 오산시 내삼미동,부상신고사고,0,0,0,1,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,기타불명,기타불명,미분류,기타불명,자전거,남,12세,부상신고
2018060500100570,2018년 6월 5일 20시,화요일,경기도 오산시 세교동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,11세,경상
2018060900100493,2018년 6월 9일 19시,토요일,경기도 오산시 내삼미동,중상사고,0,3,0,1,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,61세,상해없음,승용,남,37세,중상
2018061900100407,2018년 6월 19일 17시,화요일,경기도 오산시 수청동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,56세,상해없음,보행자,여,3세,부상신고
2018062200100544,2018년 6월 22일 18시,금요일,경기도 오산시 수청동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,자전거,남,6세,부상신고,승용,남,50세,상해없음
2018062400100330,2018년 6월 24일 18시,일요일,경기도 오산시 금암동,경상사고,0,0,1,2,차대차 - 후진중충돌,안전운전불이행,비포장 - 건조,맑음,기타 - 기타,기타불명,여,45세,상해없음,승합,여,43세,경상
2018063000100373,2018년 6월 30일 17시,토요일,경기도 오산시 금암동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,28세,상해없음,보행자,남,9세,경상
2018071500100351,2018년 7월 15일 18시,일요일,경기도 오산시 금암동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,이륜,남,33세,상해없음,보행자,남,8세,부상신고
2018072200100184,2018년 7월 22일 12시,일요일,경기도 오산시 원동,중상사고,0,2,0,2,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,37세,상해없음,승용,남,47세,중상
2018073000100297,2018년 7월 30일 13시,월요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,원동기,남,53세,상해없음,자전거,남,12세,경상
2018080800100140,2018년 8월 8일 09시,수요일,경기도 오산시 금암동,경상사고,0,0,1,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승합,남,57세,상해없음,자전거,남,7세,경상
2018081700100092,2018년 8월 17일 07시,금요일,경기도 오산시 은계동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,기타불명,기타불명,미분류,기타불명,보행자,남,9세,부상신고
2018082000100324,2018년 8월 20일 14시,월요일,경기도 오산시 오산동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 지하차도(도로)내,화물,남,61세,상해없음,승용,남,37세,경상
2018090100100310,2018년 9월 1일 14시,토요일,경기도 오산시 원동,경상사고,0,0,4,1,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,36세,상해없음,승용,여,37세,경상
2018090700100477,2018년 9월 7일 17시,금요일,경기도 오산시 갈곶동,부상신고사고,0,0,0,1,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,32세,상해없음,보행자,여,5세,부상신고
2018091600100486,2018년 9월 16일 21시,일요일,경기도 오산시 원동,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,화물,여,64세,상해없음,승용,남,47세,경상
2018091900100388,2018년 9월 19일 16시,수요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,28세,상해없음,보행자,남,5세,경상
2018092000100422,2018년 9월 20일 16시,목요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 젖음/습기,비,교차로 - 교차로횡단보도내,승용,여,52세,상해없음,보행자,남,12세,중상
2018092500100080,2018년 9월 25일 09시,화요일,경기도 오산시 원동,중상사고,0,1,4,1,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,48세,부상신고,승용,여,45세,경상
2018100300100203,2018년 10월 3일 11시,수요일,경기도 오산시 세교동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,39세,상해없음,승용,남,39세,경상
2018100700100165,2018년 10월 7일 10시,일요일,경기도 오산시 원동,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,49세,상해없음,승용,여,39세,경상
2018101300100157,2018년 10월 13일 09시,토요일,경기도 오산시 내삼미동,중상사고,0,1,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 터널,화물,여,41세,상해없음,승용,남,44세,경상
2018101400100243,2018년 10월 14일 15시,일요일,경기도 오산시 금암동,경상사고,0,0,4,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,41세,상해없음,승용,남,43세,경상
2018101700100318,2018년 10월 17일 14시,수요일,경기도 오산시 금암동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,36세,상해없음,보행자,남,9세,중상
2018111000100527,2018년 11월 10일 18시,토요일,경기도 오산시 궐동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,33세,상해없음,보행자,여,10세,중상
2018120400100452,2018년 12월 4일 18시,화요일,경기도 오산시 오산동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,34세,상해없음,승용,남,29세,경상
2018120400100487,2018년 12월 4일 19시,화요일,경기도 오산시 오산동,경상사고,0,0,3,2,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,45세,상해없음,승용,여,27세,경상
2018120600100595,2018년 12월 6일 21시,목요일,경기도 오산시 가수동,중상사고,0,1,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,45세,상해없음,승용,여,37세,경상
2018122200100410,2018년 12월 22일 16시,토요일,경기도 오산시 세교동,중상사고,0,3,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승합,남,48세,상해없음,승용,남,43세,중상
2018122600100473,2018년 12월 26일 19시,수요일,경기도 오산시 갈곶동,중상사고,0,1,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,65세,상해없음,승용,남,39세,중상
2018122800100513,2018년 12월 28일 19시,금요일,경기도 오산시 원동,부상신고사고,0,0,0,2,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,33세,상해없음,승용,남,42세,상해없음
2019011700100355,2019년 1월 17일 16시,목요일,경기도 오산시 갈곶동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,55세,상해없음,승용,여,35세,경상
2019011800100404,2019년 1월 18일 17시,금요일,경기도 오산시 원동,경상사고,0,0,1,1,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,57세,상해없음,승용,여,27세,경상
2019012300100302,2019년 1월 23일 14시,수요일,경기도 오산시 오산동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,71세,상해없음,승용,여,32세,경상
2019020600100208,2019년 2월 6일 16시,수요일,경기도 오산시 오산동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,여,62세,경상,승용,남,44세,상해없음
2019021900100397,2019년 2월 19일 18시,화요일,경기도 오산시 청학동,경상사고,0,0,5,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,26세,경상,승용,남,31세,상해없음
2019033000100359,2019년 3월 30일 13시,토요일,경기도 오산시 청호동,중상사고,0,1,5,0,차대차 - 측면충돌,중앙선침범,포장 - 젖음/습기,흐림,단일로 - 기타,화물,남,61세,상해없음,승용,여,38세,중상
2019041900100524,2019년 4월 19일 18시,금요일,경기도 오산시 부산동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,46세,상해없음,보행자,남,6세,경상
2019042300100503,2019년 4월 23일 19시,화요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,42세,상해없음,보행자,여,8세,경상
2019042800100339,2019년 4월 28일 17시,일요일,경기도 오산시 외삼미동,경상사고,0,0,2,2,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,42세,부상신고,승용,남,30세,경상
2019050300100372,2019년 5월 3일 14시,금요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,69세,상해없음,자전거,여,9세,경상
