lat,lon
37.176117,127.064053
37.146315,127.069994
37.164004999999996,127.062405
37.153052,127.063277
37.141524,127.085559
37.141415,127.087718
37.159769,127.078111
37.160588700000005,127.080601
37.141494,127.07194199999999
37.142084000000004,127.07256399999999
37.142429,127.070623
37.169868,127.0613504
37.169651,127.062472
37.193033,127.061191
37.193467,127.062122
37.190757,127.06712399999999
37.191759000000005,127.065817
37.158196999999994,127.0642868
37.175948999999996,127.05071399999999
37.143045,127.074068
