상세도로망_LinkID,도로등급,링크길이,도로명,시도명,시군구명,읍면동명,시간적범위,평일주말,혼잡시간강도
57125137601,101,0.265,경부고속도로,경기도,오산시,중앙동,전일,평일,73.85
57125088001,101,0.285,경부고속도로,경기도,오산시,중앙동,전일,평일,67.91
57125137401,101,1.018,경부고속도로,경기도,오산시,중앙동,전일,평일,66.19
57125087801,101,1.235,경부고속도로,경기도,오산시,중앙동,전일,평일,65.29
57125206201,103,0.007,경기대로,경기도,오산시,대원동,전일,평일,99.36
57124864802,103,0.007,경기대로,경기도,오산시,대원동,전일,평일,99.53
57124864801,103,0.007,경기대로,경기도,오산시,대원동,전일,평일,99.95
57124436602,103,0.01,경기대로,경기도,오산시,대원동,전일,평일,99.61
57124436601,103,0.01,경기대로,경기도,오산시,대원동,전일,평일,99.66
57125350802,103,0.014,경기대로,경기도,오산시,대원동,전일,평일,98.88
57125350801,103,0.014,경기대로,경기도,오산시,대원동,전일,평일,99.97
57125200801,103,0.015,경기대로,경기도,오산시,대원동,전일,평일,99.43
57125200802,103,0.015,경기대로,경기도,오산시,대원동,전일,평일,99.88
57124416501,103,0.017,경기대로,경기도,오산시,대원동,전일,평일,99.89
57124416502,103,0.017,경기대로,경기도,오산시,대원동,전일,평일,99.93
57124634202,103,0.018,경기대로,경기도,오산시,대원동,전일,평일,98.81
57124634201,103,0.018,경기대로,경기도,오산시,대원동,전일,평일,99.91
57125201602,103,0.022,경기대로,경기도,오산시,대원동,전일,평일,99.81
57125201601,103,0.022,경기대로,경기도,오산시,대원동,전일,평일,99.89
57124864201,103,0.023,경기대로,경기도,오산시,대원동,전일,평일,99.7
57124864202,103,0.023,경기대로,경기도,오산시,대원동,전일,평일,99.93
57124382201,103,0.025,경기대로,경기도,오산시,대원동,전일,평일,99.92
57124382202,103,0.025,경기대로,경기도,오산시,대원동,전일,평일,99.96
57124505601,103,0.026,경기대로,경기도,오산시,대원동,전일,평일,99.67
57124505602,103,0.026,경기대로,경기도,오산시,대원동,전일,평일,99.85
57124274201,103,0.029,경기대로,경기도,오산시,대원동,전일,평일,99.96
57124274202,103,0.029,경기대로,경기도,오산시,대원동,전일,평일,99.98
57125351001,103,0.034,경기대로,경기도,오산시,대원동,전일,평일,99.62
57125351002,103,0.034,경기대로,경기도,오산시,대원동,전일,평일,99.97
57125116802,103,0.036,경기대로,경기도,오산시,대원동,전일,평일,99.93
57124416602,103,0.042,경기대로,경기도,오산시,대원동,전일,평일,99.81
57124274501,103,0.042,경기대로,경기도,오산시,대원동,전일,평일,99.97
57124416601,103,0.042,경기대로,경기도,오산시,대원동,전일,평일,99.97
57124274502,103,0.042,경기대로,경기도,오산시,대원동,전일,평일,99.99
57124089201,103,0.046,경기대로,경기도,오산시,대원동,전일,평일,99.06
57124089202,103,0.046,경기대로,경기도,오산시,대원동,전일,평일,99.88
57124982001,103,0.049,경기대로,경기도,오산시,대원동,전일,평일,99.57
57124982002,103,0.049,경기대로,경기도,오산시,대원동,전일,평일,99.76
57125516201,103,0.052,경기대로,경기도,오산시,대원동,전일,평일,99.72
57125516202,103,0.052,경기대로,경기도,오산시,대원동,전일,평일,99.85
57124981802,103,0.07,경기대로,경기도,오산시,대원동,전일,평일,99.5
57124981801,103,0.07,경기대로,경기도,오산시,대원동,전일,평일,99.79
57125458802,103,0.071,경기대로,경기도,오산시,대원동,전일,평일,99.95
57125458801,103,0.071,경기대로,경기도,오산시,대원동,전일,평일,99.99
57124982402,103,0.073,경기대로,경기도,오산시,대원동,전일,평일,99.75
57124982401,103,0.073,경기대로,경기도,오산시,대원동,전일,평일,99.76
57121008502,103,0.099,경기대로,경기도,오산시,대원동,전일,평일,99.97
57121008501,103,0.099,경기대로,경기도,오산시,대원동,전일,평일,99.99
57125516302,103,0.121,경기대로,경기도,오산시,대원동,전일,평일,99.19
57125516301,103,0.121,경기대로,경기도,오산시,대원동,전일,평일,99.28
57124121701,103,0.122,경기대로,경기도,오산시,대원동,전일,평일,99.88
57124121702,103,0.122,경기대로,경기도,오산시,대원동,전일,평일,99.94
57124982201,103,0.126,경기대로,경기도,오산시,대원동,전일,평일,99.71
57124982202,103,0.126,경기대로,경기도,오산시,대원동,전일,평일,99.93
57121008901,103,0.14,경기대로,경기도,오산시,대원동,전일,평일,99.86
57121008902,103,0.14,경기대로,경기도,오산시,대원동,전일,평일,99.97
57124611101,103,0.147,경기대로,경기도,오산시,대원동,전일,평일,99.3
57124611102,103,0.147,경기대로,경기도,오산시,대원동,전일,평일,99.98
57124434101,103,0.176,경기대로,경기도,오산시,대원동,전일,평일,99.66
57124434102,103,0.176,경기대로,경기도,오산시,대원동,전일,평일,99.87
57125206401,103,0.203,경기대로,경기도,오산시,대원동,전일,평일,98.43
57125206402,103,0.203,경기대로,경기도,오산시,대원동,전일,평일,99.63
57124864402,103,0.204,경기대로,경기도,오산시,대원동,전일,평일,99.82
57124864401,103,0.204,경기대로,경기도,오산시,대원동,전일,평일,99.95
57124610302,103,0.207,경기대로,경기도,오산시,대원동,전일,평일,99.45
57124610301,103,0.207,경기대로,경기도,오산시,대원동,전일,평일,99.97
57121013901,103,0.27,경기대로,경기도,오산시,대원동,전일,평일,99.98
57121013902,103,0.27,경기대로,경기도,오산시,대원동,전일,평일,99.99
57136079001,103,0.01,경기대로,경기도,오산시,세마동,전일,평일,94.23
57136079002,103,0.01,경기대로,경기도,오산시,세마동,전일,평일,98.78
57135729101,103,0.011,경기대로,경기도,오산시,세마동,전일,평일,93.99
57135729102,103,0.011,경기대로,경기도,오산시,세마동,전일,평일,97.97
57136962402,103,0.016,경기대로,경기도,오산시,세마동,전일,평일,72.64
57136962401,103,0.016,경기대로,경기도,오산시,세마동,전일,평일,93.42
57136084802,103,0.019,경기대로,경기도,오산시,세마동,전일,평일,97.71
57136085001,103,0.019,경기대로,경기도,오산시,세마동,전일,평일,98.64
57136084801,103,0.019,경기대로,경기도,오산시,세마동,전일,평일,98.72
57136085002,103,0.019,경기대로,경기도,오산시,세마동,전일,평일,98.8
57136486402,103,0.025,경기대로,경기도,오산시,세마동,전일,평일,87.12
57136486401,103,0.025,경기대로,경기도,오산시,세마동,전일,평일,92.69
57136963402,103,0.037,경기대로,경기도,오산시,세마동,전일,평일,74.88
57136963401,103,0.037,경기대로,경기도,오산시,세마동,전일,평일,93.35
57136079601,103,0.043,경기대로,경기도,오산시,세마동,전일,평일,95.12
57136079602,103,0.043,경기대로,경기도,오산시,세마동,전일,평일,99.21
57136963201,103,0.046,경기대로,경기도,오산시,세마동,전일,평일,78.34
57136963202,103,0.046,경기대로,경기도,오산시,세마동,전일,평일,93.93
57136486201,103,0.056,경기대로,경기도,오산시,세마동,전일,평일,83.14
57136486202,103,0.056,경기대로,경기도,오산시,세마동,전일,평일,94.22
57135729302,103,0.19,경기대로,경기도,오산시,세마동,전일,평일,98.21
57135729301,103,0.19,경기대로,경기도,오산시,세마동,전일,평일,98.52
57136079202,103,0.332,경기대로,경기도,오산시,세마동,전일,평일,90.81
57136079201,103,0.332,경기대로,경기도,오산시,세마동,전일,평일,96.39
57135720301,103,0.763,경기대로,경기도,오산시,세마동,전일,평일,63.85
57135720302,103,0.763,경기대로,경기도,오산시,세마동,전일,평일,90.74
57136204202,103,0.007,경기대로,경기도,오산시,신장동,전일,평일,93.32
57136204201,103,0.007,경기대로,경기도,오산시,신장동,전일,평일,95.77
57135942801,103,0.007,경기대로,경기도,오산시,신장동,전일,평일,98.23
57135942802,103,0.007,경기대로,경기도,오산시,신장동,전일,평일,99.91
57125134201,103,0.01,경기대로,경기도,오산시,신장동,전일,평일,97.51
57125134202,103,0.01,경기대로,경기도,오산시,신장동,전일,평일,98.23
57134301702,103,0.025,경기대로,경기도,오산시,신장동,전일,평일,92.81
57125220201,103,0.025,경기대로,경기도,오산시,신장동,전일,평일,94.51
57125220202,103,0.025,경기대로,경기도,오산시,신장동,전일,평일,96
57125134601,103,0.025,경기대로,경기도,오산시,신장동,전일,평일,97.95
57134301701,103,0.025,경기대로,경기도,오산시,신장동,전일,평일,98.67
57125134602,103,0.025,경기대로,경기도,오산시,신장동,전일,평일,98.76
57135942601,103,0.026,경기대로,경기도,오산시,신장동,전일,평일,96.63
57135942602,103,0.026,경기대로,경기도,오산시,신장동,전일,평일,99.97
57125034401,103,0.03,경기대로,경기도,오산시,신장동,전일,평일,95.38
57125034402,103,0.03,경기대로,경기도,오산시,신장동,전일,평일,96.17
57125012201,103,0.031,경기대로,경기도,오산시,신장동,전일,평일,94.55
57125116201,103,0.031,경기대로,경기도,오산시,신장동,전일,평일,96.72
57125012202,103,0.031,경기대로,경기도,오산시,신장동,전일,평일,97.85
57125116202,103,0.031,경기대로,경기도,오산시,신장동,전일,평일,99.58
57135930201,103,0.032,경기대로,경기도,오산시,신장동,전일,평일,93.94
57135930202,103,0.032,경기대로,경기도,오산시,신장동,전일,평일,95.03
57124120502,103,0.034,경기대로,경기도,오산시,신장동,전일,평일,97.42
57124120501,103,0.034,경기대로,경기도,오산시,신장동,전일,평일,98.9
57136202802,103,0.034,경기대로,경기도,오산시,신장동,전일,평일,99.04
57136202801,103,0.034,경기대로,경기도,오산시,신장동,전일,평일,99.9
57135930002,103,0.035,경기대로,경기도,오산시,신장동,전일,평일,92.55
57135930001,103,0.035,경기대로,경기도,오산시,신장동,전일,평일,98.45
57136203001,103,0.036,경기대로,경기도,오산시,신장동,전일,평일,97.31
57125115801,103,0.036,경기대로,경기도,오산시,신장동,전일,평일,98.25
57125115802,103,0.036,경기대로,경기도,오산시,신장동,전일,평일,98.78
57136203002,103,0.036,경기대로,경기도,오산시,신장동,전일,평일,99.92
57136484802,103,0.051,경기대로,경기도,오산시,신장동,전일,평일,98.53
57136484801,103,0.051,경기대로,경기도,오산시,신장동,전일,평일,99.51
57121002802,103,0.057,경기대로,경기도,오산시,신장동,전일,평일,95.12
57121002801,103,0.057,경기대로,경기도,오산시,신장동,전일,평일,96.03
57134301201,103,0.081,경기대로,경기도,오산시,신장동,전일,평일,86.69
57134301202,103,0.081,경기대로,경기도,오산시,신장동,전일,평일,89.53
57125115602,103,0.112,경기대로,경기도,오산시,신장동,전일,평일,96.88
57125115601,103,0.112,경기대로,경기도,오산시,신장동,전일,평일,98.82
57125135002,103,0.133,경기대로,경기도,오산시,신장동,전일,평일,95.36
57125135001,103,0.133,경기대로,경기도,오산시,신장동,전일,평일,96.69
57135103402,103,0.14,경기대로,경기도,오산시,신장동,전일,평일,95.31
57135103401,103,0.14,경기대로,경기도,오산시,신장동,전일,평일,99.92
57125134002,103,0.151,경기대로,경기도,오산시,신장동,전일,평일,96.81
57125134001,103,0.151,경기대로,경기도,오산시,신장동,전일,평일,99.11
57125116602,103,0.164,경기대로,경기도,오산시,신장동,전일,평일,94.63
57125116601,103,0.164,경기대로,경기도,오산시,신장동,전일,평일,96.15
57124119402,103,0.164,경기대로,경기도,오산시,신장동,전일,평일,97.22
57124119401,103,0.164,경기대로,경기도,오산시,신장동,전일,평일,98.76
57134301301,103,0.193,경기대로,경기도,오산시,신장동,전일,평일,90.05
57134301302,103,0.193,경기대로,경기도,오산시,신장동,전일,평일,94.68
57125358401,103,0.196,경기대로,경기도,오산시,신장동,전일,평일,91.83
57125358402,103,0.196,경기대로,경기도,오산시,신장동,전일,평일,95.87
57125358601,103,0.333,경기대로,경기도,오산시,신장동,전일,평일,94.11
57125358602,103,0.333,경기대로,경기도,오산시,신장동,전일,평일,98.32
57136202602,103,0.366,경기대로,경기도,오산시,신장동,전일,평일,98.79
57136202601,103,0.366,경기대로,경기도,오산시,신장동,전일,평일,99.11
57136204401,103,0.488,경기대로,경기도,오산시,신장동,전일,평일,94.79
57136204402,103,0.488,경기대로,경기도,오산시,신장동,전일,평일,99.6
57135727701,103,0.624,경기대로,경기도,오산시,신장동,전일,평일,86.74
57135727702,103,0.624,경기대로,경기도,오산시,신장동,전일,평일,93.16
57124259401,103,0.02,경기대로,경기도,오산시,중앙동,전일,평일,99.45
57124259402,103,0.02,경기대로,경기도,오산시,중앙동,전일,평일,100
57120093801,103,0.031,경기대로,경기도,오산시,중앙동,전일,평일,99.42
57120093802,103,0.031,경기대로,경기도,오산시,중앙동,전일,평일,99.99
57124520401,103,0.068,경기대로,경기도,오산시,중앙동,전일,평일,99.92
57124520402,103,0.068,경기대로,경기도,오산시,중앙동,전일,평일,99.98
57124290802,103,0.095,경기대로,경기도,오산시,중앙동,전일,평일,99.65
57124290801,103,0.095,경기대로,경기도,오산시,중앙동,전일,평일,99.91
57120099502,103,0.121,경기대로,경기도,오산시,중앙동,전일,평일,98.27
57120099501,103,0.121,경기대로,경기도,오산시,중앙동,전일,평일,99.41
57121033002,103,0.181,경기대로,경기도,오산시,중앙동,전일,평일,99.64
57121033001,103,0.181,경기대로,경기도,오산시,중앙동,전일,평일,99.78
57124121001,103,0.25,경기대로,경기도,오산시,중앙동,전일,평일,99.79
57124121002,103,0.25,경기대로,경기도,오산시,중앙동,전일,평일,99.99
57121034802,103,0.314,경기대로,경기도,오산시,중앙동,전일,평일,99.66
57121034801,103,0.314,경기대로,경기도,오산시,중앙동,전일,평일,99.99
47834474601,101,0.438,수도권제2순환고속도로(봉담동탄,경기도,오산시,세마동,전일,평일,73.54
57124623802,107,0.008,수목원로,경기도,오산시,남촌동,전일,평일,34.72
57124623801,107,0.008,수목원로,경기도,오산시,남촌동,전일,평일,65.14
57124539602,107,0.008,오산천로,경기도,오산시,남촌동,전일,평일,90.99
57124539601,107,0.008,오산천로,경기도,오산시,남촌동,전일,평일,93.55
57125062601,107,0.016,서부로,경기도,오산시,남촌동,전일,평일,87.97
57125110801,107,0.019,가장산업서로,경기도,오산시,남촌동,전일,평일,46.17
57125110802,107,0.019,가장산업서로,경기도,오산시,남촌동,전일,평일,71.39
57125075601,107,0.019,서부로,경기도,오산시,남촌동,전일,평일,80.58
57124547502,107,0.02,청학로,경기도,오산시,남촌동,전일,평일,48.6
57124547501,107,0.02,청학로,경기도,오산시,남촌동,전일,평일,55.64
57124325601,107,0.022,,경기도,오산시,남촌동,전일,평일,99.69
57124325602,107,0.022,,경기도,오산시,남촌동,전일,평일,100
57125076001,107,0.022,가장산업동로,경기도,오산시,남촌동,전일,평일,23.26
57125076002,107,0.022,가장산업동로,경기도,오산시,남촌동,전일,평일,45.65
57125110401,107,0.022,가장산업서북로,경기도,오산시,남촌동,전일,평일,27.17
57125110402,107,0.022,가장산업서북로,경기도,오산시,남촌동,전일,평일,77.19
57125109001,107,0.026,가장산업서북로,경기도,오산시,남촌동,전일,평일,16.96
57125109002,107,0.026,가장산업서북로,경기도,오산시,남촌동,전일,평일,82.38
57124497902,107,0.026,남부대로,경기도,오산시,남촌동,전일,평일,71.17
57124497901,107,0.026,남부대로,경기도,오산시,남촌동,전일,평일,91.18
57124539702,107,0.026,오산천로,경기도,오산시,남촌동,전일,평일,41.3
57124539701,107,0.026,오산천로,경기도,오산시,남촌동,전일,평일,60.76
57125390802,107,0.028,가장산업동로,경기도,오산시,남촌동,전일,평일,60.85
57125390801,107,0.028,가장산업동로,경기도,오산시,남촌동,전일,평일,63.34
57125078201,107,0.028,대호로,경기도,오산시,남촌동,전일,평일,76.78
57125078202,107,0.028,대호로,경기도,오산시,남촌동,전일,평일,88.57
57125074201,107,0.029,서부로,경기도,오산시,남촌동,전일,평일,54.32
57125075202,107,0.03,가장산업동로,경기도,오산시,남촌동,전일,평일,45.17
57125075201,107,0.03,가장산업동로,경기도,오산시,남촌동,전일,평일,45.71
57125078402,107,0.031,대호로,경기도,오산시,남촌동,전일,평일,63.07
57125078401,107,0.031,대호로,경기도,오산시,남촌동,전일,평일,97.29
57124169702,107,0.032,오산천로,경기도,오산시,남촌동,전일,평일,55.14
57124169701,107,0.032,오산천로,경기도,오산시,남촌동,전일,평일,81.21
57124255401,107,0.033,,경기도,오산시,남촌동,전일,평일,98.82
57124255402,107,0.033,,경기도,오산시,남촌동,전일,평일,99.43
57125197401,107,0.034,가장로,경기도,오산시,남촌동,전일,평일,96.69
57125058601,107,0.034,서부로,경기도,오산시,남촌동,전일,평일,99.95
57125109801,107,0.035,가장산업서북로,경기도,오산시,남촌동,전일,평일,13.61
57125109802,107,0.035,가장산업서북로,경기도,오산시,남촌동,전일,평일,87.3
57124244602,107,0.037,,경기도,오산시,남촌동,전일,평일,97.4
57124246902,107,0.037,,경기도,오산시,남촌동,전일,평일,98.03
57124244601,107,0.037,,경기도,오산시,남촌동,전일,평일,98.87
57124246901,107,0.037,,경기도,오산시,남촌동,전일,평일,98.94
57124325001,107,0.037,대호로,경기도,오산시,남촌동,전일,평일,69.02
57124325002,107,0.037,대호로,경기도,오산시,남촌동,전일,평일,91.79
57125062001,107,0.038,서부로,경기도,오산시,남촌동,전일,평일,99.92
57125064001,107,0.039,가장산업동로,경기도,오산시,남촌동,전일,평일,49.37
57125064002,107,0.039,가장산업동로,경기도,오산시,남촌동,전일,평일,64.11
57125108801,107,0.04,가장산업서북로,경기도,오산시,남촌동,전일,평일,17.7
57125108802,107,0.04,가장산업서북로,경기도,오산시,남촌동,전일,평일,66.41
57125312601,107,0.041,가장산업동로,경기도,오산시,남촌동,전일,평일,95.07
57125312602,107,0.041,가장산업동로,경기도,오산시,남촌동,전일,평일,98.33
57125296401,107,0.041,가장산업서로,경기도,오산시,남촌동,전일,평일,97.65
57125296402,107,0.041,가장산업서로,경기도,오산시,남촌동,전일,평일,97.66
57124197102,107,0.041,청학로,경기도,오산시,남촌동,전일,평일,26.89
57124197101,107,0.041,청학로,경기도,오산시,남촌동,전일,평일,96.57
57124247002,107,0.042,,경기도,오산시,남촌동,전일,평일,98.47
57124247001,107,0.042,,경기도,오산시,남촌동,전일,평일,99.15
57125109601,107,0.042,가장산업서북로,경기도,오산시,남촌동,전일,평일,22.74
57125109602,107,0.042,가장산업서북로,경기도,오산시,남촌동,전일,평일,58.63
57124244002,107,0.042,대호로117번길,경기도,오산시,남촌동,전일,평일,97.27
57124245001,107,0.042,대호로117번길,경기도,오산시,남촌동,전일,평일,98.09
57124245002,107,0.042,대호로117번길,경기도,오산시,남촌동,전일,평일,98.3
57124244001,107,0.042,대호로117번길,경기도,오산시,남촌동,전일,평일,98.66
57124248901,107,0.042,대호로71번길,경기도,오산시,남촌동,전일,평일,97.62
57124248902,107,0.042,대호로71번길,경기도,오산시,남촌동,전일,평일,98.36
57125295202,107,0.043,가장산업서로,경기도,오산시,남촌동,전일,평일,92.39
57125295201,107,0.043,가장산업서로,경기도,오산시,남촌동,전일,평일,93.75
57125108401,107,0.043,가장산업서북로,경기도,오산시,남촌동,전일,평일,17.44
57125108402,107,0.043,가장산업서북로,경기도,오산시,남촌동,전일,평일,91.11
57124249702,107,0.043,대호로71번길,경기도,오산시,남촌동,전일,평일,95.44
57124249701,107,0.043,대호로71번길,경기도,오산시,남촌동,전일,평일,96.05
57124269001,107,0.043,청학로5번길,경기도,오산시,남촌동,전일,평일,98.16
57124269002,107,0.043,청학로5번길,경기도,오산시,남촌동,전일,평일,98.63
57124244702,107,0.044,,경기도,오산시,남촌동,전일,평일,96.75
57124244701,107,0.044,,경기도,오산시,남촌동,전일,평일,99
57125294801,107,0.045,가장산업서로,경기도,오산시,남촌동,전일,평일,97.75
57124262501,107,0.045,서동로,경기도,오산시,남촌동,전일,평일,74.57
57124262502,107,0.045,서동로,경기도,오산시,남촌동,전일,평일,96.53
57125538702,107,0.047,,경기도,오산시,남촌동,전일,평일,98.98
57125538701,107,0.047,,경기도,오산시,남촌동,전일,평일,100
57125062401,107,0.047,서부로,경기도,오산시,남촌동,전일,평일,56.12
57125393801,107,0.048,대호로,경기도,오산시,남촌동,전일,평일,75.13
57125393802,107,0.048,대호로,경기도,오산시,남촌동,전일,평일,96.77
57124083902,107,0.049,성호대로50번길,경기도,오산시,남촌동,전일,평일,94.46
57124489401,107,0.052,성호대로40번길,경기도,오산시,남촌동,전일,평일,98.39
57124489402,107,0.052,성호대로40번길,경기도,오산시,남촌동,전일,평일,99.06
57124244801,107,0.054,대호로,경기도,오산시,남촌동,전일,평일,58.98
57124244802,107,0.054,대호로,경기도,오산시,남촌동,전일,평일,97.43
57124956801,107,0.055,대호로,경기도,오산시,남촌동,전일,평일,69.06
57124956802,107,0.055,대호로,경기도,오산시,남촌동,전일,평일,98.56
57124623602,107,0.056,수목원로,경기도,오산시,남촌동,전일,평일,97.94
57124332101,107,0.057,,경기도,오산시,남촌동,전일,평일,96.02
57124332102,107,0.057,,경기도,오산시,남촌동,전일,평일,97.78
57125056201,107,0.058,가장로,경기도,오산시,남촌동,전일,평일,80.67
57125063001,107,0.059,서부로,경기도,오산시,남촌동,전일,평일,0.27
57125064601,107,0.059,오산대역로,경기도,오산시,남촌동,전일,평일,0
57125055801,107,0.06,서부로,경기도,오산시,남촌동,전일,평일,73.39
57125062801,107,0.06,서부로,경기도,오산시,남촌동,전일,평일,93.83
57120075801,107,0.06,청학로,경기도,오산시,남촌동,전일,평일,93.99
57125390601,107,0.062,가장산업동로,경기도,오산시,남촌동,전일,평일,43.42
57125390602,107,0.062,가장산업동로,경기도,오산시,남촌동,전일,평일,46.26
57125077601,107,0.066,,경기도,오산시,남촌동,전일,평일,100
57125077602,107,0.066,,경기도,오산시,남촌동,전일,평일,100
57124532501,107,0.066,가장로,경기도,오산시,남촌동,전일,평일,73.28
57124532502,107,0.066,가장로,경기도,오산시,남촌동,전일,평일,83.58
57124472301,107,0.067,청학로,경기도,오산시,남촌동,전일,평일,31.43
57124472302,107,0.067,청학로,경기도,오산시,남촌동,전일,평일,79.13
57124261901,107,0.07,서동로,경기도,오산시,남촌동,전일,평일,22.09
57124593602,107,0.072,,경기도,오산시,남촌동,전일,평일,98.6
57124593601,107,0.072,,경기도,오산시,남촌동,전일,평일,98.7
57124242402,107,0.072,궐리사로29번길,경기도,오산시,남촌동,전일,평일,84.11
57124242401,107,0.072,궐리사로29번길,경기도,오산시,남촌동,전일,평일,94.16
57125299401,107,0.074,가장산업서로,경기도,오산시,남촌동,전일,평일,100
57124582601,107,0.075,성호대로,경기도,오산시,남촌동,전일,평일,51.54
57124582602,107,0.075,성호대로,경기도,오산시,남촌동,전일,평일,87.02
57125296202,107,0.079,,경기도,오산시,남촌동,전일,평일,95.49
57125296201,107,0.079,,경기도,오산시,남촌동,전일,평일,95.51
57125294401,107,0.085,가장산업서로,경기도,오산시,남촌동,전일,평일,3.79
57125294402,107,0.085,가장산업서로,경기도,오산시,남촌동,전일,평일,70.28
57124593802,107,0.09,오산천로,경기도,오산시,남촌동,전일,평일,13.55
57124593801,107,0.09,오산천로,경기도,오산시,남촌동,전일,평일,17.74
57124728802,107,0.092,청학로5번길,경기도,오산시,남촌동,전일,평일,96.88
57124728801,107,0.092,청학로5번길,경기도,오산시,남촌동,전일,평일,98.13
57124127102,107,0.096,,경기도,오산시,남촌동,전일,평일,98.1
57124127101,107,0.096,,경기도,오산시,남촌동,전일,평일,100
57125538901,107,0.098,청학로,경기도,오산시,남촌동,전일,평일,41.34
57125538902,107,0.098,청학로,경기도,오산시,남촌동,전일,평일,81.82
57124083501,107,0.1,오산천로,경기도,오산시,남촌동,전일,평일,40.62
57124083502,107,0.1,오산천로,경기도,오산시,남촌동,전일,평일,99.49
57125104601,107,0.101,가장산업서로,경기도,오산시,남촌동,전일,평일,60.64
57125104602,107,0.101,가장산업서로,경기도,오산시,남촌동,전일,평일,70.78
57125077002,107,0.102,,경기도,오산시,남촌동,전일,평일,98.74
57125077001,107,0.102,,경기도,오산시,남촌동,전일,평일,100
57125077401,107,0.102,가장산업동로,경기도,오산시,남촌동,전일,평일,47.12
57125077402,107,0.102,가장산업동로,경기도,오산시,남촌동,전일,평일,48.74
57124535201,107,0.108,가장산업동로,경기도,오산시,남촌동,전일,평일,85.46
57124535202,107,0.108,가장산업동로,경기도,오산시,남촌동,전일,평일,87.92
57125538801,107,0.109,청학로,경기도,오산시,남촌동,전일,평일,41.1
57125538802,107,0.109,청학로,경기도,오산시,남촌동,전일,평일,59.6
57125077201,107,0.114,가장산업동로,경기도,오산시,남촌동,전일,평일,61.89
57125077202,107,0.114,가장산업동로,경기도,오산시,남촌동,전일,평일,74.18
57125056802,107,0.114,서부로,경기도,오산시,남촌동,전일,평일,1.75
57125056801,107,0.114,서부로,경기도,오산시,남촌동,전일,평일,58.66
57125393602,107,0.117,대호로,경기도,오산시,남촌동,전일,평일,79.85
57125393601,107,0.117,대호로,경기도,오산시,남촌동,전일,평일,81.36
57120203001,107,0.118,,경기도,오산시,남촌동,전일,평일,93.12
57120203002,107,0.118,,경기도,오산시,남촌동,전일,평일,100
57125058001,107,0.118,서부로,경기도,오산시,남촌동,전일,평일,69.3
57125103202,107,0.119,가장산업서로,경기도,오산시,남촌동,전일,평일,60.06
57125103201,107,0.119,가장산업서로,경기도,오산시,남촌동,전일,평일,61.38
57124245802,107,0.123,궐리사로29번길,경기도,오산시,남촌동,전일,평일,85.96
57124245801,107,0.123,궐리사로29번길,경기도,오산시,남촌동,전일,평일,96.28
57124532602,107,0.126,가장산업동로,경기도,오산시,남촌동,전일,평일,85.62
57124532601,107,0.126,가장산업동로,경기도,오산시,남촌동,전일,평일,91.38
57125294201,107,0.126,가장산업서로,경기도,오산시,남촌동,전일,평일,34.44
57125294202,107,0.126,가장산업서로,경기도,오산시,남촌동,전일,평일,72.87
