표지일련번호,표지종별,lon,lat
ER-1[경부고속도로]-상-427,나가는곳표지,127.0852582,37.14103994
RR-82[경기동로]-상-43,3방향도로명표지,127.0786538,37.15887353
RR-82[경기동로]-상-42,3방향도로명예고표지,127.0753656,37.15719732
RR-82[경기동로]-하-64,미분류,127.0789668,37.15902742
RR-82[경기동로]-하-36,3방향도로명예고표지,127.081229,37.15903365
RR-82[경기동로]-하-38,3방향예고표지,127.0779712,37.15877075
ER-1[경부고속도로]-하-398,2방향표지,127.0870448,37.15727927
RR-82[경기동로]-하-1,미분류,127.0786538,37.15887353
ER-1[경부고속도로]-하-399,2방향예고표지,127.0845151,37.15199893
ER-1[경부고속도로]-상-401,3지명이정표지,127.0840951,37.14915846
UR(오산시)-[오산천로]-하-4,미분류,127.0722546,37.15643425
ER-1[경부고속도로]-상-424,2차출구예고표지(2방향)_1Km예고,127.089841,37.13237542
ER-1[경부고속도로]-상-426,출구점표지(2지명),127.0855603,37.14014629
ER-1[경부고속도로]-하-402,나가는곳표지,127.0834006,37.14511283
ER-1[경부고속도로]-하-397,시/군계표지,127.0879584,37.15918671
ER-1[경부고속도로]-하-400,2방향예고표지,127.0835598,37.149867
RR-82[경기동로]-상-45,시/군계표지,127.0940328,37.15880353
ER-1[경부고속도로]-하-401,2방향표지,127.0830466,37.14800458
NR-1[경기대로]-상-1196,2방향표지,127.0669756,37.12686366
UR(오산시)-[남부대로]-하-25,3방향도로명예고표지,127.066484,37.13572382
UR(오산시)-16[남부대로]-하-1,3방향예고표지,127.0700671,37.13582111
UR(오산시)-16[남부대로]-하-2,3방향도로명표지,127.0725203,37.13579
UR(오산시)-16[남부대로]-상-4,3방향예고표지,127.0756123,37.13582526
UR(오산시)-16[남부대로]-상-2,3방향예고표지,127.0770017,37.13590739
UR(오산시)-16[남부대로]-상-3,3방향표지,127.0770833,37.13583053
UR(오산시)-16[남부대로]-상-1,3방향도로명표지,127.073297,37.13596975
UR(오산시)-[독산성로]-하-8,2방향1차예고표지,127.0256265,37.17806585
UR(오산시)-[독산성로]-상-9,관광지표지(사설 관광지표지 제외),127.0278383,37.17941446
UR(오산시)-10[동부대로]-하-7,2방향1차예고표지,127.0780302,37.1451907
UR(오산시)-10[동부대로]-하-4,3방향표지,127.0780394,37.13720282
UR(오산시)-10[동부대로]-하-3,3방향표지,127.0781947,37.1361743
UR(오산시)-[동부대로]-상-24,3방향1차예고표지,127.0783002,37.13238562
UR(오산시)-[운암로]-하-6,3방향도로명표지,127.0769029,37.15322447
UR(오산시)-[독산성로]-하-9,관광지표지(사설 관광지표지 제외),127.0281885,37.17965221
UR(오산시)-[서랑로]-하-4,2방향표지,127.0215934,37.17622257
UR(오산시)-[독산성로]-하-6,2방향표지,127.0163438,37.1795805
UR(오산시)-[독산성로]-상-7,2방향1차예고표지,127.0198141,37.17774597
UR(오산시)-[독산성로]-하-7,2방향표지,127.0092956,37.18463058
UR(오산시)-[운천로]-상-39,2방향표지,127.079454,37.15255059
UR(오산시)-[운천로]-하-10,3방향도로명표지,127.0743997,37.14901529
UR(오산시)-[운천로]-하-8,3방향도로명표지,127.0743223,37.14651873
UR(오산시)-6[은여울로]-상-3,3방향1차예고표지,127.0735464,37.15992473
UR(오산시)-[독산성로]-상-8,2방향표지,127.0148058,37.18087803
UR(오산시)-10[동부대로]-상-2,3방향표지,127.0784193,37.13562844
UR(오산시)-10[동부대로]-상-3,3방향표지,127.078479,37.13679289
UR(오산시)-10[동부대로]-상-4,3방향1차예고표지,127.0784023,37.1403925
UR(오산시)-10[동부대로]-상-5,3방향표지,127.0783642,37.1427061
UR(오산시)-10[동부대로]-상-7,2방향표지,127.0782348,37.14621005
UR(오산시)-[동부대로]-상-16,2방향예고표지,127.0788273,37.14972357
UR(오산시)-1[오산로]-하-5,3방향도로명표지,127.0688949,37.13607507
UR(오산시)-1[오산로]-하-1,2방향도로명표지,127.066919,37.12742252
UR(오산시)-2[원동로]-상-2,3방향예고표지,127.0763505,37.14307301
UR(오산시)-2[원동로]-상-1,3방향도로명표지,127.0736989,37.14286475
UR(오산시)-1[오산로]-하-3,3방향표지,127.0676228,37.1561883
UR(오산시)-[역광장로]-하-6,3방향표지,127.0682605,37.14657948
UR(오산시)-[오산로]-하-13,3방향도로명예고표지,127.0687782,37.13814715
UR(오산시)-[현충로]-상-5,3방향표지,127.0759396,37.1616265
UR(오산시)-6[현충로]-하-1,3방향1차예고표지,127.0719597,37.16323596
UR(오산시)-[운천로]-상-7,3방향도로명표지,127.0783133,37.15580753
UR(오산시)-[운암로]-상-6,3방향도로명표지,127.0788944,37.15886567
UR(오산시)-[운암로]-상-11,3방향도로명표지,127.0763479,37.14859895
UR(오산시)-[운암로]-상-9,3방향도로명표지,127.0769951,37.15300444
UR(오산시)-[운암로]-하-8,2방향도로명표지,127.0761434,37.14649142
UR(오산시)-[운암로]-하-7,3방향도로명표지,127.0762222,37.1489127
UR(오산시)-[대원로]-상-8,3방향도로명표지,127.0741676,37.14622926
UR(오산시)-[서랑로]-상-4,2방향표지,127.0215508,37.17618168
UR(오산시)-[양산로]-하-7,3방향1차예고표지,127.0246075,37.19605161
UR(오산시)-[운암로]-상-8,3방향도로명표지,127.0767678,37.15304458
UR(오산시)-[독산성로]-하-10,3방향예고표지,127.0455509,37.18928014
UR(오산시)-[성호대로]-상-4,3방향도로명표지,127.0759904,37.14869587
UR(오산시)-10[동부대로]-하-6,3방향1차예고표지,127.0780088,37.14599978
UR(오산시)-10[동부대로]-하-9,2방향표지,127.0780681,37.14372276
UR(오산시)-10[동부대로]-하-5,2지명방향표지,127.0781861,37.13857202
UR(오산시)-[현충로]-하-4,3방향도로명표지,127.0786375,37.15911772
UR(오산시)-[현충로]-상-3,3방향도로명예고표지,127.0781692,37.15999944
UR(오산시)-[운암로]-하-5,3방향도로명표지,127.0781821,37.15598507
UR(오산시)-[오산로]-상-13,3방향표지,127.0686756,37.14208176
UR(오산시)-[성호대로]-하-8,3방향도로명표지,127.0765165,37.14884202
UR(오산시)-[성호대로]-하-7,3방향도로명표지,127.0747365,37.1488546
UR(오산시)-6[현충로]-하-2,3방향표지,127.0755763,37.16164872
UR(오산시)-[운천로]-상-5,3방향도로명표지,127.0780998,37.15586025
UR(오산시)-[운천로]-하-6,3방향도로명표지,127.0783955,37.15590935
UR(오산시)-[성호대로]-상-5,3방향도로명표지,127.0742802,37.14869755
UR(오산시)-[대원로]-하-5,2방향도로명표지,127.0764801,37.14630747
UR(오산시)-[대원로]-하-4,3방향도로명표지,127.074631,37.14637023
UR(오산시)-[대원로]-상-6,2방향도로명표지,127.0777831,37.14617181
UR(오산시)-[청학로]-하-830,3방향표지,127.0640551,37.15998063
UR(오산시)-[오산로]-상-17,3방향표지,127.0646153,37.15983318
UR(오산시)-[청학로]-상-769,3방향1차예고표지,127.0647719,37.15683917
UR(오산시)-[청학로]-하-832,3방향1차예고표지,127.0641978,37.16254416
UR(오산시)-[청학로]-상-13,2방향표지,127.0637095,37.16573682
UR(오산시)-[청학로]-상-12,3방향표지,127.0643812,37.15960405
UR(오산시)-2[원동로]-하-2,3방향도로명표지,127.0729522,37.14250772
UR(오산시)-1[원동로]-상-1,3방향도로명표지,127.0689763,37.14249295
UR(오산시)-2[원동로]-상-3,3방향도로명표지,127.0796375,37.14331368
UR(오산시)-10[동부대로]-하-12,2방향표지,127.0800985,37.15276388
UR(오산시)-[동부대로]-하-20,2방향1차예고표지,127.0791401,37.15091235
NR-1[경기대로]-하-2065,2방향도로명예고표지,127.0697454,37.12872732
NR-1[경기대로]-하-837,2방향도로명표지,127.0671773,37.12738152
UR(오산시)-[운암로]-하-9,3방향도로명표지,127.0770977,37.15315636
UR(오산시)-[청학로]-하-835,2방향표지,127.0623886,37.16747337
NR-1[경기대로]-하-834,3방향도로명표지,127.0728672,37.13618329
NR-1[경기대로]-하-829,3방향표지,127.0721257,37.15665162
NR-1[경기대로]-하-832,단일노선표지,127.0733379,37.14105292
NR-1[경기대로]-하-831,3방향표지,127.0733034,37.14177985
NR-1[경기대로]-하-833,3방향예고표지,127.0731373,37.13747216
RR-314[정남동로]-상-6,2방향표지,127.0357937,37.13654233
ER-1[경부고속도로]-하-835,단일노선표지,127.0862175,37.13667537
ER-1[경부고속도로]-상-929,단일노선표지,127.0838539,37.14589114
NR-1[경기대로]-하-830,3방향표지,127.0733212,37.14342059
UR(오산시)-16[남부대로]-하-6,2방향예고표지,127.0384172,37.13607759
UR(오산시)-[남부대로]-상-10,3방향표지,127.0471028,37.13406916
UR(오산시)-16[남부대로]-하-5,3방향표지,127.0502934,37.13426751
UR(평택시)-[동부대로]-상-1,3방향표지,127.0792888,37.12578251
UR(오산시)-[운천로]-하-11,2방향도로명표지,127.0750589,37.15358556
UR(오산시)-[내삼미로80번길]-하-1,3방향표지,127.0676343,37.16676172
UR(오산시)-[내삼미로]-상-5,3방향표지,127.0661324,37.1709481
UR(오산시)-[오산대역로]-하-1,3방향표지,127.0663792,37.17134136
UR(오산시)-[내삼미로]-하-5,3방향표지,127.0657034,37.17534216
UR(오산시)-[북삼미로]-하-3,2방향표지,127.0621175,37.17634216
UR(오산시)-[북삼미로]-상-6,2방향예고표지,127.0628742,37.18359905
UR(오산시)-1[북삼미로]-상-1,2방향표지,127.0633516,37.18637573
UR(오산시)-[북삼미로]-상-8,3방향예고표지,127.0634735,37.18760878
UR(오산시)-[문시로]-상-15,3방향표지,127.0477084,37.18990319
UR(오산시)-[북삼미로]-상-10,2방향표지,127.0606888,37.19377097
NR-1[경기대로]-하-2038,2방향예고표지,127.0469431,37.18748016
NR-1[경기대로]-하-2044,2지명이정표지,127.0578105,37.17774988
UR(오산시)-[경기대로761번길]-상-1,3방향표지,127.044283,37.18899554
UR(오산시)-[내삼미로]-상-6,3방향표지,127.0653593,37.16567067
UR(오산시)-[문헌공로]-하-3,2방향표지,127.0509332,37.17424989
UR(오산시)-[금암로]-상-13,2방향표지,127.0519903,37.17116775
NR-1[경기대로]-상-2287,사설표지(허가),127.0738301,37.15212565
UR(오산시)-[오산대역로]-하-6,3방향예고표지,127.0476105,37.16984672
UR(오산시)-[여계산로]-하-2,2방향예고표지,127.045415,37.17217757
UR(오산시)-[여계산로]-상-2,3방향표지,127.0443052,37.17635603
UR(오산시)-[수청로]-하-5,3방향표지,127.0536655,37.17614809
UR(오산시)-[수청로]-하-7,3방향표지,127.0587711,37.17033337
UR(오산시)-[독산성로449번길]-상-1,2방향표지,127.0436278,37.19002096
UR(오산시)-[세남로14번길]-상-4,자동차전용도로표지(430-1),127.036196,37.19171708
UR(오산시)-[세남로]-하-6,2방향표지,127.0364856,37.19802552
UR(오산시)-[세남로]-하-7,2방향예고표지,127.0367351,37.19918775
UR(오산시)-[양산로]-하-13,2방향표지,127.0362572,37.19784698
UR(오산시)-하-50,3방향표지,127.0327499,37.19813621
UR(오산시)-[양산로]-하-19,2방향예고표지,127.0266396,37.19623908
UR(오산시)-하-53,3방향표지,127.0616634,37.16970284
UR(오산시)-[오산대역로]-하-9,2방향표지,127.0611592,37.17061757
UR(오산시)-[서부로]-하-808,2지명이정표지,127.0339514,37.19241004
RR-310[가장로]-상-160,2방향표지,127.0372878,37.16005503
UR(오산시)-[서부로]-상-131,3방향예고표지,127.0404644,37.1780085
UR(오산시)-[서부로]-상-136,2방향예고표지,127.0353631,37.19139805
UR(오산시)-[서부로]-상-137,2방향예고표지,127.0329385,37.19337224
UR(오산시)-[서부로]-상-140,2방향예고표지,127.0263755,37.19670687
UR(오산시)-[서부로]-하-818,2방향표지,127.0402929,37.17057491
UR(오산시)-[독산성로]-상-16,3방향표지,127.0377239,37.1857904
UR(오산시)-[문시로]-상-18,관광지표지(사설 관광지표지 제외),127.0530541,37.18950774
UR(오산시)-10[동부대로]-하-8,단일노선표지,127.0779676,37.14561501
UR(오산시)-[문시로]-하-29,관광지표지(사설 관광지표지 제외),127.048709,37.1898581
UR(오산시)-[동부대로]-하-34,3방향표지,127.0780671,37.1489587
UR(오산시)-[동부대로]-상-27,사설표지(허가),127.0811858,37.15462322
RR-82[경기동로]-하-195,3방향예고표지,127.0800982,37.15882494
UR(오산시)-[동부대로]-하-35,3방향예고표지,127.0818375,37.15659649
UR(오산시)-[독산성로]-하-20,2방향도로명표지,127.0320737,37.18171746
UR(오산시)-[청호로]-하-1,2방향표지,127.0854034,37.13240068
UR(오산시)-[수목원로]-상-22,2방향예고표지,127.0542727,37.13774346
UR(오산시)-[지곶중앙로]-상-5,3방향도로명표지,127.0254061,37.17674231
UR(오산시)-[지곶중앙로]-하-7,유도표지,127.0242288,37.17582969
UR(오산시)-[배무니로]-상-1,유도표지,127.0241591,37.17400879
UR(오산시)-[배무니로]-하-2,2방향도로명표지,127.0260691,37.17299928
UR(오산시)-[가장산업서북로]-하-1,2방향도로명표지,127.0268158,37.16977665
RR-82[발안로]-하-200,읍/면/동계표지,127.0417063,37.14032058
RR-82[발안로]-상-214,사설표지(허가),127.0469283,37.14141249
UR(오산시)-[가장산업동로]-상-3,2방향예고표지,127.0418451,37.16145393
UR(오산시)-[가장산업동로]-하-2,2방향표지,127.0420436,37.16280424
UR(오산시)-1[오산로]-상-3,2방향표지,127.0662742,37.16008271
UR(오산시)-[가장산업서북로]-하-4,3방향표지,127.0317879,37.16334928
UR(오산시)-[오산천로]-상-10,3방향도로명표지,127.0685261,37.15500326
UR(오산시)-[가장산업서북로]-하-8,3방향표지,127.0320074,37.16569552
UR(오산시)-[가장산업서북로]-하-11,3방향표지,127.0326002,37.16740963
UR(오산시)-[오산로]-상-21,2방향표지,127.0685017,37.15190976
UR(오산시)-[가장산업서북로]-상-9,3방향표지,127.0318922,37.16732835
UR(오산시)-[오산로]-하-26,2방향표지,127.0683789,37.14654171
UR(오산시)-[성호대로]-하-11,2방향도로명표지,127.0901041,37.14819745
UR(오산시)-[성호대로]-상-10,2방향도로명예고표지,127.0886386,37.1483655
UR(오산시)-[원동로]-하-1,관광지표지(사설 관광지표지 제외),127.0754936,37.14301423
RR-82[성호대로]-상-4,분기점표지,127.0692564,37.14884195
RR-310[가장로]-상-168,2방향도로명예고표지,127.0330229,37.16150955
RR-82[성호대로]-하-50,3방향표지,127.0637589,37.14952684
RR-310[가장로]-상-174,정류장표지,127.041371,37.15831389
NR-1[경기대로]-상-995,단일노선표지,127.0735961,37.1430871
RR-82[경기동로]-하-34,시/군계표지,127.0940328,37.15880353
UR(오산시)-[북삼미로]-하-5,2방향예고표지,127.0632819,37.18776891
NR-1[경기대로]-하-2036,미분류,127.0436562,37.19337467
UR(오산시)-[북삼미로]-하-7,3방향예고표지,127.0612044,37.19253607
NR-1[경기대로]-상-2276,2방향예고표지,127.0588039,37.17722073
UR(오산시)-하-48,2방향표지,127.0422578,37.18535178
UR(오산시)-[수목원로]-하-4,2방향표지,127.0417857,37.1853646
NR-1[경기대로]-하-2046,3방향표지,127.0603818,37.1754346
UR(오산시)-[수목원로]-하-6,2방향표지,127.0423383,37.18365929
UR(오산시)-[청학로]-하-838,3방향예고표지,127.0598883,37.17459683
UR(오산시)-[수목원로]-상-11,2방향표지,127.0426065,37.18320626
NR-1[경기대로]-상-2282,3방향표지,127.06537,37.16545479
NR-1[경기대로]-하-2051,2방향예고표지,127.066164,37.16413378
UR(오산시)-[세남로]-상-1,자동차전용도로표지(430-1),127.0360458,37.19139227
UR(오산시)-[양산로410번길]-하-3,2방향표지,127.0314329,37.19498078
UR(오산시)-[양산로]-상-3,2방향표지,127.029084,37.19606364
NR-1[경기대로]-하-2059,시/군계표지,127.0411962,37.19706907
UR(오산시)-[양산로]-상-4,2방향예고표지,127.0300013,37.1969631
NR-1[경기대로]-하-2060,약식3방향표지,127.0732036,37.1392338
UR(오산시)-상-773,3방향표지,127.0610465,37.16936087
UR(오산시)-[서부로]-하-806,2방향예고표지,127.0241129,37.19715767
UR(오산시)-[수청로]-상-6,2방향예고표지,127.0402821,37.17929491
UR(오산시)-[서부로]-상-132,2방향표지,127.0395204,37.18263715
UR(오산시)-[서부로]-상-135,2지명이정표지,127.0359317,37.19060746
UR(오산시)-[서부로]-하-820,3방향표지,127.0377399,37.18618798
UR(오산시)-[서부로]-하-821,3방향예고표지,127.0372142,37.18747432
UR(오산시)-[서부로]-상-141,3방향표지,127.038448,37.18611954
UR(오산시)-[문시로]-상-17,3방향예고표지,127.066612,37.19023225
UR(오산시)-[동부대로]-하-31,1지명방향표지,127.0780623,37.14030428
UR(오산시)-[문시로]-하-26,2방향예고표지,127.0603076,37.18942026
UR(오산시)-[성호대로]-하-9,3방향도로명표지,127.0776277,37.14858698
RR-310[남부대로]-하-103,사설표지(허가),127.086738,37.13188818
RR-310[남부대로]-하-104,사설표지(허가),127.086622,37.13177329
UR(오산시)-[지곶중앙로]-상-2,2방향도로명예고표지,127.029733,37.17997725
UR(오산시)-하-56,2방향표지,127.0398873,37.18308544
RR-82[성호대로]-하-45,3방향도로명표지,127.0682124,37.14887328
UR(오산시)-하-58,3방향표지,127.0681516,37.14652098
UR(오산시)-[오산로]-하-27,사설표지(허가),127.0685566,37.14140813
RR-317[동부대로]-하-1,3방향표지,127.0863573,37.15910902
UR(오산시)-[성호대로]-상-11,2방향도로명표지,127.0877481,37.14836977
RR-310[가장로]-하-145,3방향예고표지,127.0437525,37.15690602
UR(오산시)-[부원로]-하-3,2방향예고표지,127.0838622,37.14698561
RR-82[성호대로]-하-48,사설표지(허가),127.0620491,37.14970449
RR-310[가장로]-상-169,2방향도로명표지,127.0346756,37.16099651
RR-82[성호대로]-하-49,사설표지(허가),127.0620491,37.14970449
RR-82[감투로]-상-1,3방향표지,127.060988,37.14936017
UR(오산시)-[가장산업서북로]-하-15,2방향도로명표지,127.0316075,37.16207572
RR-310[가장로]-하-151,2방향예고표지,127.0372457,37.16031315
RR-310[가장로]-상-176,2방향표지,127.0552977,37.15360982
