,lon,lat,overspeed_cam_count100,floating_pop_count50,bump_count0,parking_count12.5,parking_count25,car_count1000,child_count1000,elem_kinder_count400,numberSchoolZone_count400,accident_count12.5,accident_count25,num_cram_school_count400,shortest_cross_count0,shortest_traffic_signal_count0,shortest_sidewalk_count0,barrier_nearby_count12.5,barrier_nearby_count25,chaos1_nearby_count12.5,chaos1_nearby_count25,chaos1_nearby_count50,width_nearby_count12.5,width_nearby_count25,cross_road_nearby_count12.5,cross_road_nearby_count25
13,127.06099908477829,37.14981046454245,0,569.9977083333333,123.19995135205264,0,3,470,24.0,1,0,0,0,4,17.502477403208264,7.655605141694538,11.172587465308778,0,0,99.76,90.61666666666667,87.578125,2.5,2.0,2,3
14,127.06098665164728,37.14957898746962,0,569.9977083333333,141.06399284110492,0,0,470,24.0,1,0,0,0,4,24.261836024299946,19.9219050817884,5.021031696838663,0,0,99.92,96.46,89.40666666666668,1.0,1.6666666666666667,1,3
15,127.06194280832932,37.14963235415559,0,309.46333333333337,95.60997476176595,0,1,470,45.0,3,0,0,0,26,9.987260284760172,14.977552312289404,31.91176305202707,0,0,92.225,94.67666666666666,80.77083333333333,1.6666666666666667,2.0,2,3
16,127.06171420952604,37.14976980779873,0,522.1488888888889,86.43985189213238,0,0,470,24.0,1,0,0,0,26,32.09954577573858,31.74041811549306,12.902204572997695,0,0,92.275,92.275,80.53437500000003,2.0,1.6666666666666667,2,3
17,127.06158148023891,37.14997046282691,0,458.4927777777778,73.37920694267946,0,0,470,24.0,1,0,0,1,17,26.95025776050497,31.047948142139955,3.591569757815164,0,0,84.97,65.74333333333334,79.74812500000002,1.0,1.6666666666666667,1,3
18,127.07333319150352,37.15611238454205,1,107.88375,538.6714721727175,0,1,2020,182.0,9,2,0,0,15,35.238635072969885,34.81261047296864,13.51176150070105,1,1,98.76,99.345,99.56125,3.0,2.0,0,1
19,127.07306604854416,37.15619079241566,1,102.32194444444444,545.0270568200963,0,0,2020,182.0,10,1,0,0,13,9.968966438450057,22.109449944285053,3.7097287508048207,0,1,99.88,99.7775,99.524,1.0,2.0,1,2
20,127.07279890558485,37.15626920028927,1,214.34375,552.4669988262384,0,0,2020,182.0,9,1,0,0,17,9.170110013560988,21.585359679774264,3.4852612510145216,0,0,99.88,99.6275,99.772,1.0,2.5,1,2
21,127.07254617705095,37.15637855800893,1,181.10555555555558,564.3688834917335,0,0,2020,182.0,9,1,0,0,25,34.388936276871235,39.172946696372975,10.124798153246461,0,0,99.88,99.75166666666668,99.5575,1.0,2.0,1,3
22,127.07242581084438,37.15643307552248,1,219.6325,570.6216088550129,0,0,2020,182.0,6,0,0,0,25,45.06493892316293,50.226667435216704,9.730524983701596,0,0,99.94,99.94,99.5575,1.0,1.0,2,2
23,127.07237668886962,37.15620838524725,1,207.6135101010101,545.8424390834974,0,0,2020,182.0,7,1,0,0,18,19.844579219586226,38.148228258508254,2.1474792846912534,0,0,100.0,99.6875,99.7225,1.0,2.5,1,2
24,127.07228788684988,37.155983055544894,1,195.10242424242423,521.2241543368261,0,0,2020,182.0,8,1,0,1,18,0.3910862105542088,21.826690871163468,1.0978065817217522,0,0,100.0,99.8175,99.7225,1.0,2.0,1,2
25,127.07212625950916,37.155791029740335,1,203.04875,500.96706553616445,0,0,2020,182.0,7,1,0,0,15,25.966427543404194,33.253223439132725,2.9916289004009187,0,0,100.0,99.815,99.542,1.0,1.6666666666666667,1,2
26,127.06221297816565,37.149604076513704,0,322.1652777777778,98.2148802956147,2,3,470,45.0,3,0,0,0,26,7.326675830176838,10.881246463488507,12.677849372496647,0,0,99.3775,83.60833333333333,87.075,3.0,2.333333333333333,0,0
27,127.0635760908058,37.149466436552025,0,93.27527777777777,173.02497130608234,0,193,714,66.0,2,0,0,0,26,8.088220809574947,11.425060682684212,10.169290413056274,0,0,98.995,98.995,75.01,3.0,3.0,0,0
28,127.07205812070904,37.15571550890686,1,159.21388888888887,493.17920369003645,0,1,2020,182.0,7,2,0,0,15,36.29166886359326,41.78470503409265,5.67467584296796,0,0,99.815,99.815,99.542,1.6666666666666667,1.6666666666666667,2,2
29,127.07232810383259,37.155781831423184,1,149.0736111111111,498.736197750954,0,0,2020,182.0,10,1,0,1,18,16.594560273202358,17.153048121113166,16.913707507512154,0,0,99.635,99.87833333333332,99.61833333333334,3.0,1.6666666666666667,1,3
30,127.07259808695619,37.15584815393953,1,221.6363888888889,505.47859616736514,0,0,2020,182.0,11,1,1,2,18,0.4082110364951538,6.393922384757254,32.412144594951044,0,1,99.635,99.445,99.643125,3.0,3.0,1,2
31,127.07333319150352,37.15611238454205,1,107.88375,538.6714721727175,0,1,2020,182.0,9,2,0,0,15,35.238635072969885,34.81261047296864,13.51176150070105,1,1,98.76,99.345,99.56125,3.0,2.0,0,1
32,127.07307759361794,37.156011573545655,1,106.78861111111112,525.2754317728218,0,1,2020,182.0,10,1,0,0,17,12.355126186584144,13.946456829316585,18.81824785599355,1,1,99.675,99.82833333333332,99.47916666666669,3.0,1.6666666666666667,1,3
33,127.07282199573237,37.15591076254925,1,148.10833333333332,512.7796880304013,0,0,2020,182.0,10,1,0,1,18,4.810081071123936,14.885673558183706,31.167086247923432,1,1,99.255,99.465,99.66944444444445,3.0,3.0,1,2
34,127.07277087615526,37.155890600349984,1,148.10833333333332,510.3944780845935,0,0,2020,182.0,10,1,1,2,18,9.402406320000166,16.366106329270615,34.422639366482336,1,1,99.255,99.255,99.66944444444445,3.0,3.0,1,1
35,127.07289195559244,37.155686934286095,1,146.00222222222226,488.2390421663822,0,0,2020,182.0,9,1,0,0,18,1.4074257527088327,12.695120254401598,17.51930629686278,1,1,99.255,99.615,99.62833333333332,3.0,2.0,1,4
36,127.071933720145,37.15720277501805,0,102.37305555555555,655.4486019332626,0,0,2020,182.0,5,1,0,0,16,133.54227553948255,145.6006904832531,12.468225548968336,0,0,98.185,98.185,98.185,4.0,4.0,0,0
37,127.07178344681685,37.157401213043634,0,122.38291666666666,648.8771374253058,0,0,2020,182.0,5,1,0,0,16,125.02728296896765,171.35245216149417,11.715220729536655,0,0,97.395,97.395,98.185,4.0,4.0,0,0
38,127.07162963651035,37.15759069467154,0,87.45791666666666,642.6390609833247,0,0,2020,182.0,6,2,0,0,16,100.15567608545521,196.4144445509491,11.813301879771654,0,0,97.395,97.395,97.395,4.0,4.0,0,0
39,127.07147583792887,37.15778011607125,0,67.81958333333333,637.3258882935079,0,0,2020,182.0,7,2,0,0,16,75.4257922819154,221.4736634141383,11.903820773173091,0,0,97.395,97.395,97.395,4.0,4.0,0,0
40,127.07132217418543,37.15796884484638,0,56.36333333333334,632.9414924517885,0,0,2020,182.0,7,2,0,0,16,51.089019799403545,197.80775932858106,12.004918126088135,0,0,97.395,97.395,96.835,4.0,4.0,0,0
41,127.07442111885528,37.14636212815828,0,348.18208333333337,402.8320985624649,0,47,1909,162.0,13,0,2,2,182,11.678305168537669,13.722135748043652,10.155951456169936,0,0,58.155,58.155,58.155,3.0,3.0,0,0
42,127.07470287757731,37.14635701574113,0,359.3825,420.7694322332116,0,47,1642,162.0,13,0,0,1,174,7.3577026967822805,11.051827605484913,8.395622628244691,0,0,58.155,58.155,58.155,3.0,3.0,0,0
43,127.07498463629938,37.146351903323975,0,299.56208333333336,439.40185086320395,0,0,1642,162.0,13,1,0,0,174,32.3918820714168,33.0379272792461,10.534181899940338,1,1,44.825,44.825,71.2575,4.0,4.0,0,0
44,127.07526639502144,37.14634679090683,0,357.6166666666666,458.6446491612484,0,0,1642,162.0,13,1,0,0,172,57.426061885145906,57.57323663394493,10.754653855824367,1,1,44.825,44.825,71.2575,4.0,4.0,0,0
45,127.07554815374348,37.146341678489684,0,366.36583333333334,478.4241824364312,0,0,1642,162.0,12,1,0,0,168,37.61372295665527,37.74046370812767,9.996038634403343,1,1,44.825,44.825,68.3925,4.0,4.0,0,0
46,127.07582991246555,37.14633656607252,0,332.35138888888895,498.6765877830442,0,0,1642,162.0,12,1,1,1,167,12.578545846237528,14.307801489530108,9.763914073770724,0,0,65.275,85.16499999999998,66.83375000000001,2.5,2.0,0,0
47,127.07611167118759,37.14633145365536,0,338.06333333333333,519.3465481192957,0,1,1642,162.0,11,1,0,2,166,6.484051957673483,9.354196576701106,9.939308682539512,0,0,85.16499999999998,85.16499999999998,65.275,2.0,2.0,0,0
48,127.07450300330484,37.148797174442684,1,517.2366666666667,324.1946356799165,0,368,1792,182.0,12,0,1,1,214,11.99034547463519,17.11574091924209,13.595846890318274,0,0,51.35,51.35,51.35,3.0,3.0,0,0
49,127.07478576201359,37.1487896744961,0,352.1375000000001,338.605669295345,0,366,1792,182.0,12,0,0,0,212,7.083356120850332,10.849833086955037,7.5167554443478,0,0,79.4975,64.875,64.875,2.5,3.0,0,0
50,127.07506852072235,37.14878217454951,0,345.1606250000001,354.2157269221526,0,0,1792,182.0,13,0,0,0,212,32.21303831481262,29.73887514846261,7.207230080747081,0,0,64.875,64.875,64.875,3.0,3.0,0,0
51,127.07535127943115,37.148774674602926,0,379.69777777777773,370.873439240255,0,0,1792,182.0,10,0,0,0,212,57.342721752890434,53.98581855534061,6.9325125760261495,0,0,64.875,64.875,64.875,3.0,3.0,0,0
52,127.07563403813994,37.148767174656335,0,370.57166666666666,388.44404984680705,0,1,1792,182.0,10,0,0,0,212,40.069160980560646,39.51034263511316,6.687701284964257,0,0,64.875,64.875,64.875,3.0,3.0,0,0
53,127.07591679684872,37.148759674709744,0,511.1672222222223,406.80928867366237,1,1,1792,182.0,10,0,0,0,210,14.936710177061991,16.790280730751046,6.486333426603359,0,0,64.875,64.875,64.875,3.0,3.0,0,0
54,127.0761995555575,37.14875217476315,0,528.7202083333334,425.86636492915176,0,0,1792,182.0,9,0,1,1,206,4.18851787763214,11.333357075287964,10.377975414335658,0,0,54.14,54.14,54.14,4.0,4.0,0,0
55,127.06012087515558,37.15111462837237,0,56.96694444444446,189.2966862026664,1,1,470,24.0,1,0,0,0,3,6.036013696373849,142.03100834967336,40.821197335324214,0,0,92.6,92.14333333333332,92.14333333333332,1.0,1.3333333333333333,0,0
56,127.06000578337965,37.15132491446853,0,21.016944444444444,208.1908207350127,0,0,470,24.0,1,0,0,0,1,19.103306962028533,167.26143383321937,52.29267241419972,0,0,91.23,92.24,92.14333333333332,2.0,1.5,0,0
57,127.05990305753521,37.151537642554736,0,25.145624999999995,227.56322923215686,0,0,470,24.0,1,0,0,0,1,43.87793570506606,192.24465686697042,64.67301908798848,0,0,91.23,91.23,92.24,2.0,2.0,0,0
58,127.05983212980036,37.15175665004389,0,21.220833333333324,246.0843546321328,0,0,470,84.0,1,0,0,0,1,68.98337001829867,216.5748072861985,79.83798758109006,0,0,91.23,91.23,91.23,2.0,2.0,0,0
59,127.05976120206554,37.15197565753304,0,18.390875,261.6860455847549,0,0,470,84.0,1,0,0,0,1,89.17962683644757,241.06472600032882,94.7882753387459,0,0,91.23,91.23,91.23,2.0,2.0,0,0
60,127.06150917316641,37.149280591106155,0,390.898125,143.58256780645854,0,0,470,24.0,1,0,0,1,17,0.0,4.965855145735414,58.860463187283955,0,0,90.53,69.89,84.5725,1.0,1.3333333333333333,2,3
61,127.0615927230005,37.14906408254797,0,299.9730555555555,163.97796995704638,0,0,470,24.0,1,0,0,0,17,24.713433359996124,24.09713243742328,78.08932998789722,0,0,29.095,29.095,56.29166666666666,1.5,1.5,1,1
62,127.06167627283459,37.14884757398981,0,130.0016666666667,185.5437484880073,0,0,470,24.0,1,0,0,0,17,49.850265985325095,49.00589559300097,90.40368109603943,0,0,29.095,29.095,40.5825,2.0,2.0,0,0
63,127.06175982266872,37.14863106543163,0,76.99177777777777,207.9160371595337,0,1,470,24.0,1,0,0,0,17,74.98710188635286,74.07684230838899,107.02671498533205,0,0,29.095,29.095,40.5825,2.0,2.0,0,0
64,127.06184337250284,37.148414556873455,0,65.62472222222222,230.86048419657033,1,1,470,24.0,1,0,0,0,17,100.12394105391293,99.18707021458711,126.4968535605896,0,0,29.095,29.095,40.5825,2.0,2.0,0,0
65,127.06194658136965,37.1481969157807,0,45.57708333333333,254.2474670161079,0,0,470,24.0,1,0,0,0,17,125.86531539036943,125.02023745006376,147.44222721572345,0,0,40.5825,40.5825,30.633333333333336,1.5,1.5,0,0
66,127.06206692619509,37.148068501160175,0,29.229375,268.145705495758,0,0,470,36.0,1,0,0,0,17,142.69372137725148,142.16948620479099,159.7107910589296,0,0,29.095,30.633333333333336,30.633333333333336,2.0,1.6666666666666667,0,0
67,127.06209942616941,37.14830106561222,0,50.03135416666667,242.31855869458423,0,0,470,36.0,1,0,0,0,17,119.73127229128069,119.9974368367114,133.74991890563922,0,0,52.07,40.5825,30.633333333333336,1.0,1.5,0,0
68,127.0621189800957,37.148526252744716,0,48.30597222222222,217.3330242857457,0,1,470,45.0,1,0,0,0,17,98.37360684835924,99.65971932521988,108.75938043125522,0,0,52.07,40.5825,40.5825,1.0,1.5,0,0
69,127.06213853402201,37.14875143987718,0,82.469875,192.36469081198533,0,0,470,45.0,3,0,0,0,17,79.21036217089006,81.97502621107758,83.7923358218118,0,0,52.07,52.07,40.5825,1.0,1.0,0,0
70,127.0621580879483,37.14897662700965,0,83.869,167.42125448004214,0,0,470,45.0,3,0,0,0,17,64.17804470435493,62.09541793616937,58.89682259116859,0,0,52.07,52.07,40.5825,1.0,1.0,0,0
71,127.06217764187464,37.14920181414213,0,252.753,142.5157888705325,2,4,470,45.0,3,0,0,0,26,39.41721425296984,37.32577328898635,34.229279323129184,0,0,52.07,52.07,83.60833333333333,1.0,1.0,0,0
72,127.06219753364051,37.14942917671469,0,292.1170555555555,117.43380180962215,4,6,470,45.0,3,0,0,0,26,15.407232882348133,13.430700588694188,11.19877705370521,0,0,52.07,83.60833333333333,87.075,1.0,2.333333333333333,0,0
73,127.06845616496722,37.146472316816244,0,325.8136111111112,363.5943160097513,0,214,1909,139.0,3,1,1,1,11,6.231978868894872,11.865223589555951,9.756920894039906,0,0,61.9325,65.485,67.61,2.5,2.6666666666666665,0,0
74,127.0684661959674,37.146704649397186,0,433.17083333333335,342.14905120203207,0,214,1909,162.0,5,1,1,1,11,8.223457819728184,11.381427628397901,4.319742429899098,0,0,83.535,83.535,67.61,2.0,2.0,0,0
75,127.0684701894922,37.14693407611717,0,431.56638888888887,321.9349941934318,0,0,1909,162.0,5,1,0,0,24,17.977775115308813,34.71357769337242,2.597590039146662,0,0,83.535,83.535,83.535,2.0,2.0,0,0
76,127.06847418275974,37.147162781450575,0,366.0669444444445,302.5736669849301,0,0,1909,162.0,7,1,0,0,24,3.3941234277435792,59.73206928814329,2.531960065502687,0,0,83.535,83.535,83.535,2.0,2.0,0,0
77,127.06847817574858,37.14739070528188,0,318.89833333333337,284.22256282125636,0,2,1422,162.0,7,2,0,0,25,20.954099537136653,84.88157060204091,2.5627475526209107,0,0,83.535,83.535,83.535,2.0,2.0,0,0
78,127.06848216873743,37.147618629113175,0,251.7461111111111,267.00943939655394,2,6,1422,162.0,7,2,0,0,25,0.0,110.09893664644821,2.7938551588566183,0,0,83.535,83.535,83.535,2.0,2.0,0,0
79,127.06848611632135,37.14784622322961,0,260.88972222222225,251.19302516542146,0,2,1642,162.0,7,2,0,0,25,23.25405921281987,103.56587032876728,2.5267194327554403,0,0,83.535,83.535,83.535,2.0,2.0,0,0
80,127.06849004253831,37.14807366218609,1,270.0786111111112,237.0295725557129,0,0,1642,162.0,8,3,0,0,33,14.368644965056362,78.34356036956397,2.6424187827891252,0,0,83.535,83.535,83.535,2.0,2.0,0,0
81,127.06849396875522,37.14830110114257,1,336.28138888888896,224.8167878048912,0,2,1642,162.0,8,3,0,0,33,6.7740249748413,53.14154746842393,2.630516254487812,0,0,83.535,83.535,83.535,2.0,2.0,0,0
82,127.06849732364202,37.1485284890853,1,482.77138888888885,214.93729123668928,0,0,1642,162.0,8,3,0,0,33,26.98934620562693,28.01431595764509,2.829350784879713,0,0,83.535,83.535,83.535,2.0,2.0,0,0
83,127.06850035715559,37.14875584833277,1,406.61208333333326,207.69978117892686,0,0,1642,162.0,8,4,1,1,33,1.7580408626445216,4.386683532813159,3.1074077846072825,0,0,83.535,83.535,55.76625,2.0,2.0,0,0
84,127.06861564424436,37.14232479635068,0,133.35888888888888,281.90553439448325,2,9,1909,168.0,5,0,0,0,60,15.182731686738462,16.03790298364472,13.95042569899919,0,0,45.345,45.345,55.67666666666667,3.0,3.0,0,0
85,127.06860391319792,37.142551646138266,0,112.22041666666668,268.61041191050674,0,1,1909,168.0,5,0,0,0,59,0.9288783332590484,16.41802637928298,6.035909920024282,0,0,62.46,62.46,53.9025,2.0,2.0,0,0
86,127.06859218215143,37.14277849592585,0,73.6425,257.1034691050524,0,0,1909,168.0,4,0,0,0,59,26.09317035533001,36.412490799446005,5.35391048316415,0,0,62.46,62.46,62.46,2.0,2.0,0,0
87,127.0685809792096,37.14300644811965,0,69.34833333333333,247.5451822868043,0,0,1909,168.0,4,0,0,0,59,51.37496175572743,60.53671821766782,5.4504920880881444,0,0,62.46,62.46,62.46,2.0,2.0,0,0
88,127.06856990829388,37.14323467591501,0,103.55111111111113,240.26555885208268,0,0,1909,168.0,4,0,0,0,59,55.507267229413756,85.3826689182832,5.464457456998496,0,0,62.46,62.46,62.46,2.0,2.0,0,0
89,127.06855896972536,37.143461326330744,0,127.94291666666668,235.52163226522399,0,0,1909,168.0,3,0,0,0,59,30.35100477927305,110.28238651111448,6.667327539889513,0,0,62.46,62.46,78.2525,2.0,2.0,0,0
90,127.06854807295072,37.143687478626596,0,300.29805555555555,233.4110070427644,1,333,1909,168.0,2,0,0,0,54,5.250032499886377,135.22786683307908,6.1300402547712185,0,0,62.46,62.46,72.23333333333333,2.0,2.0,0,0
91,127.06883024297392,37.16105605216997,0,75.74375,516.6372621495351,0,1,2020,162.0,8,2,0,1,16,11.658109458932278,168.87828936382004,12.528262293667517,1,1,94.685,93.7575,77.34333333333333,4.0,4.0,0,0
92,127.0686730196018,37.16125306244275,0,83.62208333333331,495.9122705649432,1,2,2020,162.0,7,1,0,0,16,26.57598313469515,168.3001978171868,11.140837840238765,1,1,92.83,92.83,80.99000000000002,4.0,4.0,0,0
93,127.06851356934533,37.161447971200985,0,74.01208333333331,475.58186670731425,0,2,2020,129.0,6,1,0,0,16,28.023405449119767,142.60464222939194,11.386314292127716,1,1,68.6725,76.425,76.425,3.0,3.333333333333333,0,0
94,127.06845616496722,37.146472316816244,0,325.8136111111112,363.5943160097513,0,214,1909,139.0,3,1,1,1,11,6.231978868894872,11.865223589555951,9.756920894039906,0,0,61.9325,65.485,67.61,2.5,2.6666666666666665,0,0
95,127.06873800743044,37.14646700782296,0,322.2366666666667,350.4844109430143,0,214,1909,139.0,3,1,0,1,11,3.6072489086191895,8.354717679135055,5.7642321252826845,0,0,61.9325,61.9325,65.725,2.5,2.5,0,0
96,127.06901984989365,37.14646169882968,0,273.9486111111111,338.7216795161054,0,1,1909,162.0,3,1,0,0,11,28.650884605449352,28.84522126570598,4.702411698684899,0,0,66.445,66.445,66.445,2.0,2.0,0,0
97,127.06930169235686,37.146456389836395,0,256.8777083333334,328.45089203625963,1,3,1909,168.0,3,1,0,0,11,53.694521119985275,53.37506700446036,4.479159264016082,0,0,66.445,66.445,66.445,2.0,2.0,0,0
98,127.06958353482008,37.146451080843114,0,235.61583333333337,319.8158211995095,2,2,1909,168.0,3,1,0,0,12,53.87680883699233,59.58779225178853,4.606986652818796,0,0,66.445,66.445,66.445,2.0,2.0,0,0
99,127.06986537728329,37.14644577184984,0,298.32722222222225,312.260916908222,0,1,1909,168.0,4,1,0,2,17,28.831532386958504,34.873176464108745,4.614494439987689,0,0,66.445,66.445,66.445,2.0,2.0,0,0
100,127.07014727971995,37.14644046952928,0,351.3705555555556,303.30176515649316,3,14,1909,168.0,4,1,2,2,17,3.7809407622807636,11.665954063617068,5.68251944511883,0,0,66.445,66.445,66.445,2.0,2.0,0,0
101,127.07042962196199,37.14643521614183,0,347.2838888888888,296.19288081326687,1,3,1909,168.0,4,1,0,0,38,15.451996818582778,17.678553876476773,4.4666967277733525,0,0,66.445,66.445,66.445,2.0,2.0,0,0
102,127.07071196420408,37.14642996275438,0,271.52944444444444,291.0800041047687,0,2,1909,168.0,4,1,0,0,38,40.53001687797267,41.80921907631023,4.271145471091045,0,0,66.445,66.445,66.445,2.0,2.0,0,0
103,127.07099430644614,37.14642470936696,0,260.51416666666665,288.06943511276205,1,1,1909,168.0,4,1,0,0,57,60.14230672998146,66.65233186506173,4.1297111933425485,0,0,66.445,66.445,66.445,2.0,2.0,0,0
104,127.07127664868817,37.14641945597951,0,282.1286111111111,287.2272878269823,0,0,1909,168.0,5,1,0,0,60,35.054135380534284,91.6302305873258,3.996422354293789,0,0,66.445,66.445,66.445,2.0,2.0,0,0
105,127.07155899093023,37.14641420259207,0,237.35194444444446,288.57254777678884,2,750,1909,168.0,5,1,1,1,85,9.965963162067693,116.65636932882134,4.7270374261957,0,0,66.445,66.445,66.445,2.0,2.0,0,0
106,127.07184203793423,37.14640893901142,0,176.64833333333337,292.0866961238105,0,749,1909,168.0,6,1,0,1,94,9.451502907040927,129.02780354102205,4.154267920514532,0,0,66.445,66.445,66.445,2.0,2.0,0,0
107,127.07212526112879,37.14640367288249,0,112.44666666666667,297.69621619298215,0,1,1909,168.0,8,1,0,0,130,34.619504768781574,103.89854964505508,4.207163651283839,0,0,66.445,66.445,66.445,2.0,2.0,0,0
108,127.07240848432328,37.14639840675354,0,135.31055555555557,305.28411429065545,1,1,1909,163.0,8,1,0,0,135,59.78750854037107,78.79436900435955,4.1528326862357465,0,0,66.445,66.445,63.8025,2.0,2.0,0,0
109,127.07269170751778,37.146393140624596,0,162.7836111111111,314.70732152976075,1,1,1909,163.0,10,1,0,0,135,51.07386986120058,53.75040701557224,4.113869853652172,0,0,63.8025,63.8025,63.8025,2.5,2.5,0,0
110,127.06768371033844,37.15631228714293,0,31.391388888888887,265.2725217749434,5,13,2020,162.0,3,2,0,0,22,9.847289718442353,166.52196399734953,8.447332617555558,0,0,57.055,57.055,47.96,1.5,1.5,0,0
111,127.06760140135997,37.15653000593512,0,35.23145833333333,266.2556356774431,0,0,2020,162.0,3,2,0,0,27,10.08247861744882,190.66955058542592,4.2286907321228835,0,0,29.77,61.65,47.96,2.0,1.5,0,0
112,127.06751909238146,37.15674772472733,0,54.741388888888885,269.6093661755663,0,0,2020,162.0,3,2,0,0,29,35.32026891818228,215.06918924425528,3.3218338603756954,0,0,29.77,29.77,61.65,2.0,2.0,0,0
113,127.06743791347587,37.156964293901744,0,69.83555555555556,275.26375083622656,0,0,2020,162.0,3,2,0,0,27,60.40558143670689,235.11566442224984,3.353886294632148,0,0,29.77,29.77,29.77,2.0,2.0,0,0
114,127.06735701708851,37.1571805756717,0,78.32833333333333,283.03858598854333,0,0,2020,162.0,3,2,0,0,22,85.45277063132643,231.6133129941835,3.7821109473935004,0,0,29.77,29.77,29.77,2.0,2.0,0,0
115,127.06727346083206,37.15740068258833,0,128.42055555555555,292.86477416835214,0,0,2020,162.0,2,2,0,0,17,61.10908599011746,230.6996824358812,2.4915079511631,0,0,29.77,29.77,29.77,2.0,2.0,0,0
116,127.067190215893,37.157619142179,0,139.3695833333333,304.40699030043675,0,0,2020,162.0,2,2,0,0,17,35.762731422204745,229.0961723346347,4.2514305291457894,0,0,29.77,29.77,29.77,2.0,2.0,0,0
117,127.06710728814302,37.157836581093505,0,116.42770833333331,317.48804445898605,0,0,2020,162.0,2,2,0,0,17,10.532984587370262,217.5497903242944,9.928544150696759,0,0,29.77,29.77,29.77,2.0,2.0,0,0
118,127.06702215016784,37.15805391078579,0,93.48583333333332,331.84859969673766,0,0,2020,162.0,2,2,0,0,17,9.468974961859214,208.2360787848285,2.7988454396520064,0,0,29.77,29.77,29.77,2.0,2.0,0,0
119,127.0669363142268,37.15827120598684,0,149.67062499999997,347.41999315536077,0,0,2020,162.0,2,2,0,0,17,28.113874261414786,201.6171571932496,3.409268144157301,0,0,29.77,29.77,29.77,2.0,2.0,0,0
120,127.06685047828579,37.15848850118788,0,171.52472222222218,364.08408111530923,0,0,2020,162.0,2,2,1,1,21,2.8232402677951374,195.79927594267411,4.234335095332211,0,0,29.77,29.77,29.77,2.0,2.0,0,0
