정류장 ID,정류장명,정류장 위치_경도,정류장 위치_위도
223000005,운암주공5단지,127.07518329999999,37.1462333
223000003,(구)오산경찰서.화성경찰서,127.07045,37.1423167
223000001,남촌오거리,127.0609,37.1496333
223000049,롯데마트,127.0727,37.148733299999996
223000048,오산시청.운암주공4단지,127.07643329999999,37.150316700000005
223000047,운암주공2.3단지.운천고,127.0779,37.1549667
223000046,운암주공1단지.운천중학교,127.07888329999999,37.1578667
223000043,오산센트럴푸르지오,127.08153329999999,37.159
223000015,세교자이후문,127.06455,37.17595
223000222,매홀중학교,127.06686670000002,37.1679167
223000172,매홀중학교,127.06666670000001,37.1678
223000098,제일교회앞,127.0688,37.1365167
223000085,한라아파트.이림아파트,127.0479,37.1421333
223000066,신동아아파트입구,127.04323329999998,37.1405333
223000042,농협,127.03675,37.18555
223000035,서랑동저수지,127.0129667,37.1736667
223000008,현대1차아파트,127.07468329999999,37.1607333
223000009,현대1차아파트,127.0748,37.1607
223000327,금암마을7단지,127.04551670000001,37.1714333
223000326,수청초등학교앞,127.05751670000001,37.169883299999995
223000323,대림아파트,127.03463329999998,37.1979167
223000322,대림아파트,127.03456670000001,37.197733299999996
223000321,대림아파트.양산도서관앞,127.03223329999999,37.1944333
223000320,대림아파트.양산도서관앞,127.03268329999999,37.1943667
223000319,효성아파트정문,127.03058329999999,37.1974
223000318,효성아파트정문,127.03063329999999,37.1972333
223000296,한신대입구,127.02326670000001,37.1955667
223000297,한신대입구,127.0231,37.1955667
223000100,오산터미널,127.06836670000001,37.1449167
223000055,오산대역.물향기수목원,127.061,37.1698667
223000089,문화의거리,127.07061670000002,37.146333299999995
223000074,탑동아파트,127.04846670000002,37.1333333
223000127,대림아파트,127.06886670000002,37.1398
223000126,오산역.오산터미널,127.0686167,37.144433299999996
223000121,꿈빛나래청소년문화의집,127.06458329999998,37.1591333
223000120,궐리사.대우아파트,127.06463329999998,37.1614667
223000119,대우아파트,127.06425,37.16365
223000301,힐스테이트후문앞.소리울도서관,127.07433329999999,37.1326667
223000225,내삼교회앞,127.06871670000001,37.1759333
223000114,궐리사.오산대학후문,127.0632,37.1584333
223000113,등기소.법원.대호초등학교,127.05863329999998,37.1595333
223000106,제일아파트.대호중학교,127.0557667,37.160166700000005
223000105,등기소.법원,127.05828329999999,37.1594667
223000199,운암주공2.3단지.운천고,127.0774,37.1545167
223000091,오산농협역전지점,127.06881670000001,37.1465333
223000090,드라마세트장,127.06203329999998,37.179083299999995
223000072,탑동아파트,127.0483,37.13335
223000060,세마대,127.04668329999998,37.190766700000005
223000054,대우아파트,127.06393329999999,37.1638667
223000038,서랑동마을입구,127.00995,37.1739333
223000010,늘푸름클럽.은계현대아파트,127.07261670000001,37.15935
223000007,늘푸름클럽.은계현대아파트,127.0726,37.1594167
223000189,롯데오산물류,127.09376670000002,37.1587
223000303,오산성당앞,127.05388329999998,37.1544167
223000138,늘푸른오스카빌정문,127.04906670000001,37.1467167
223000140,성모병원,127.06928329999998,37.1490333
223000079,원동E마트,127.07326670000002,37.1404833
223000135,중원사거리,127.06843329999998,37.1498333
223000242,성호중고등학교,127.08161670000001,37.1401167
223000167,(구)화성동부경찰서,127.07036670000001,37.1425667
223000050,농협중앙회,127.06981670000002,37.148816700000005
223000045,오산대역.물향기수목원,127.06161670000002,37.1692
223000220,화성초교,127.06806670000002,37.16445
223000176,수청주공아파트,127.06751670000001,37.1661833
223000226,오산대학앞,127.06283329999998,37.1528333
223000131,오산대학,127.0631,37.152783299999996
223000128,원동초교,127.06903329999999,37.1366
223000125,중원사거리,127.06858329999999,37.14985
223000241,서랑동마을입구,127.00693329999999,37.1726167
223000287,가장산업단지생태공원,127.03178329999999,37.1703667
223000132,오산대학,127.06328329999998,37.1535667
223000117,남촌,127.0649,37.1494167
223000111,부자부동산,127.05585,37.1560167
223000107,부자부동산,127.05595,37.1561667
223000104,궐리사,127.06366670000001,37.1582667
223000102,남촌오거리,127.06178329999999,37.1495333
223000101,오색시장,127.06853329999998,37.1524
223000198,신양아파트사거리,127.07291670000001,37.14645
223000088,세명프라자.하나은행,127.07121670000001,37.1489833
223000156,남촌오거리,127.06026670000001,37.1505
223000053,궐리사.대우아파트,127.06418329999998,37.1607
223000013,은계주공아파트.리버빌아파트,127.07033329999999,37.15895
223000012,동부삼환,127.07133329999999,37.1337
223000221,수청주공아파트,127.06805,37.16555
223000004,운암주공1단지.운천중학교,127.07866670000001,37.158016700000005
223000302,오산성당,127.054,37.1546333
223000312,아모레,127.0377,37.1628167
223000311,아모레,127.0379833,37.1626667
223000265,오산시립미술관,127.07808329999999,37.1600667
223000315,서동탄역,127.05178329999998,37.1969167
223000441,세교육교앞,127.03595,37.19235
223000394,현대아이파크,127.07835,37.13375
277102845,서오산TG(경유),127.01026670000002,37.1886333
223509630,가장동,127.0388333,37.159183299999995
223000431,한일아파트,127.07048329999999,37.1267833
277103446,오산IC(경유),127.08393329999998,37.1436833
223000532,GS아파트정문,127.0797,37.1319667
277104342,벌음삼거리(경유),127.0364,37.1371667
223000495,현대빌딩,127.05415,37.1569
223000529,GS자이아파트후문,127.08256670000002,37.13145
223000400,원동푸르지오후문,127.08356670000002,37.13755
223000522,원영화남아파트,127.06765,37.129883299999996
223000389,화성오산교육청,127.06313329999999,37.1861167
223000460,세마승마장입구,127.02195,37.17375
223000440,세교육교앞,127.03618329999999,37.1923167
223000383,세마골프클럽,127.05506670000001,37.1912167
223000543,오산교통갈곶영업소,127.0780167,37.1276333
223000353,금암마을3.4.5단지,127.04446670000002,37.175233299999995
223000418,스마트시티센터앞,127.06631670000002,37.1701167
223000448,19단지.쌍용예가,127.0673,37.1713
223000427,외삼미동,127.04351670000001,37.1935667
223000393,현대아이파크,127.0781,37.1335167
223000455,제2가장산단,127.03363329999999,37.1628
223000367,우미아파트앞,127.05908329999998,37.1731167
223000304,가장산업단지,127.0398,37.1593333
223000300,원4동마을입구,127.08496670000001,37.144116700000005
223000477,원리주공아파트앞,127.07403329999998,37.1412167
223000526,용남고속차고지,127.07793329999998,37.1333
223000424,늘푸른오스카빌,127.0332,37.192466700000004
223000456,제2가장산단,127.03316670000001,37.1630667
223000437,오산대역,127.06006670000001,37.1704667
223000492,중앙동주민센터,127.07358329999998,37.1525333
223000356,세교고인돌공원,127.05018329999999,37.1747833
223000413,고현초등학교,127.08476670000002,37.1330333
223000449,쌍용예가.19단지,127.0679,37.17165
223000360,필봉초교.신장동주민센터,127.05341670000001,37.1766333
223509600,서2동회관앞,127.04018329999998,37.1528167
223000516,한주아파트,127.07628329999999,37.1416667
223000524,갈곶동.동부아파트,127.06921670000001,37.13285
223000237,운암주공1단지후문,127.08098329999999,37.158783299999996
223000483,우남아파트후문,127.0542,37.1632
223000494,현대빌딩,127.05436670000002,37.1570833
277103620,북오산IC(경유),127.05653329999998,37.1835167
223000385,성운시스템,127.05796670000001,37.1914667
223000386,동양선교교회,127.05965,37.1930167
223000531,GS아파트정문,127.07985,37.1318833
223509760,금암마을3단지,127.04265,37.17745
223000382,세마골프클럽,127.0546833,37.1911
223000422,한신대후문,127.03016670000001,37.194533299999996
277102848,북오산TG(경유),127.05501670000001,37.1868
223000503,벌음동(마을),127.04015,37.14035
223000305,가장산업단지,127.04033329999999,37.1587
223000430,내삼미동입구,127.05826670000002,37.17735
223000535,엘리시아정문.오산자이후문,127.08213329999998,37.130166700000004
223000434,UN군초전기념관,127.04899999999999,37.1839333
223000443,효성아파트후문,127.02965,37.1957667
223000381,외삼미동입구,127.0531,37.1902833
223509640,가장동삼거리,127.04111670000002,37.1559667
223000493,롯데마트,127.07353329999998,37.15015
223000016,포스코더샵,127.06181670000001,37.191933299999995
223000397,오산시청옆,127.07613329999998,37.1481833
223000486,신동아아파트1차,127.04248329999999,37.1442
223000351,세교중심상가앞,127.04528329999998,37.1768833
223000504,서동입구,127.03901670000002,37.1420167
223000409,성호중고등학교,127.08351670000002,37.13945
223000081,가수동주공아파트,127.05296670000001,37.143783299999996
223000041,보적사입구,127.0282,37.1796833
223000173,제일화물앞,127.06571670000001,37.1766333
223000170,화성초교,127.06786670000001,37.1647333
223000158,서동입구,127.04473329999999,37.1562333
223000030,시민회관.운동장,127.07045,37.15535
223000313,쉼터공원입구,127.03873329999999,37.1613167
223000188,락원식당앞,127.08958329999999,37.1586
223000169,은계주공아파트,127.0696,37.16025
223000540,오산역환승센터2층(2승강장),127.06666670000001,37.14625
223000345,세마역,127.04271670000001,37.186916700000005
223000338,한라아파트,127.04936670000001,37.1417333
223000339,누읍주공아파트,127.04956670000001,37.1415833
223000238,은계주공아파트,127.07065,37.1597333
223000052,궐동,127.0669,37.1580833
223000482,태영아파트,127.07600000000001,37.1376833
223000507,서1동회관앞,127.03301670000002,37.1516667
223000118,우미아파트,127.06025,37.1728167
223000058,죽미고개.내삼미동,127.0523,37.1807833
223000068,원동수자인아파트,127.08876670000001,37.1413333
223000432,1단지.세마동,127.03923329999999,37.187
223000419,한전사거리,127.0739333,37.13575
277102407,갈곶리삼거리(경유),127.06713329999998,37.127416700000005
223000534,오산자이후문.엘리시아정문,127.08195,37.1301333
223000354,금암마을3.4.5단지,127.04461670000002,37.1752833
223000478,원리주공아파트앞,127.0741667,37.1405667
223000295,한신대스쿨버스정류장,127.01923329999998,37.1947667
223000485,꿈빛나래청소년문화의집,127.06435,37.1591
223000476,가장동,127.03851670000002,37.1592667
223000454,제2가장산단1지구,127.03181670000001,37.164666700000005
277103619,북오산IC(경유),127.05695,37.1837833
223509740,금암마을3단지,127.04246670000002,37.1773667
223000408,성호중고등학교,127.08358329999999,37.1396833
223000357,금암제2공원.12단지,127.05323329999999,37.1756667
223000447,계량골,127.0921667,37.1543833
223000523,원영화남아파트,127.06733329999999,37.1295667
223000294,한신대스쿨버스정류장,127.01961670000001,37.1949167
223000484,우남아파트후문,127.05398329999998,37.16355
223000473,오산역환승센터2층(시외),127.06700000000001,37.1465667
223000459,교육청사거리.포스코더샵,127.0618,37.1892167
277102616,부산동슈퍼(경유),127.08438329999998,37.1484667
223000368,우미아파트앞,127.05893329999999,37.172883299999995
223000350,죽미마을10단지,127.04986670000001,37.179
223000439,세미초등학교,127.0655,37.1729
223000349,죽미마을10단지,127.0505,37.1791
223000498,대림아파트서문,127.03615,37.1964833
223000249,오산시티자이2차.다온초교,127.09161670000002,37.152333299999995
277102659,북오산TG(경유),127.05446670000002,37.1866
223000369,오산대역후문,127.06375,37.1693833
223509540,뚝방길.무지개다리앞,127.06488329999999,37.1520333
223000370,오산대역후문,127.06421670000002,37.1689333
223000340,제자교회,127.0387,37.1907
223000343,세마동주민센터,127.0413,37.18795
223000464,오산장례식장,127.08475,37.1587333
223000458,제2가장산단2지구,127.0322,37.1662167
277102585,효성아파트후문(경유),127.0283667,37.1952167
223000129,한라.이림아파트,127.04808329999999,37.1421167
223000365,세교13단지,127.05213329999998,37.1717667
223000223,신삼성자동차운전학원,127.0627,37.1825
223000471,오산장례식장후문,127.08663329999999,37.15965
223000251,수청근린공원,127.06805,37.1617667
223000406,오산교통차고지,127.04128329999999,37.13105
223000527,용남고속차고지,127.07793329999998,37.1332333
277102849,서오산JC(경유),126.99786670000002,37.17655
223000212,오산역.오산터미널,127.06856670000002,37.14535
223000071,포스코더샵정문,127.06643329999999,37.190116700000004
223000436,세미초등학교,127.06578329999999,37.17365
223000451,내삼미동.호반베르디움,127.06791670000001,37.1752667
223000224,신삼성자동차운전학원,127.06248329999998,37.182533299999996
223000412,고현초등학교,127.0848667,37.1332
223000487,가장동삼거리,127.04101670000001,37.155783299999996
223000525,갈곶동.KCC스위첸아파트,127.06841670000001,37.1316
223000462,누읍동휴먼시아,127.05186670000002,37.1416667
223000438,오산대역,127.06013329999999,37.170216700000005
223000515,한주아파트,127.07616670000002,37.14175
223000364,금암주택단지입구,127.0508,37.1697
223000433,1단지.세마동,127.03948329999999,37.18685
223508090,지곶동대림아파트,127.02718329999999,37.1699667
223000536,힐스테이트앞.소리울도서관,127.07323329999998,37.1315333
223000399,당말입구,127.086,37.1409333
223000479,아느칸빌,127.07473329999999,37.139
223000537,오산역환승센터1층(1승강장),127.06725,37.146
277101992,청학동(경유),127.06488329999999,37.15485
223000395,남부종합사회복지관,127.07233329999998,37.13895
223000465,오산장례식장,127.0855,37.1589167
223000277,오산대역,127.06195,37.169483299999996
223000463,누읍동휴먼시아,127.05226670000002,37.14185
223000396,남부종합사회복지관,127.07231670000002,37.1388333
223000514,원리주공아파트.한국병원.이마트,127.07415,37.1416
223000435,UN군초전기념관,127.04916670000001,37.1833
223000513,원리주공아파트.한국병원.이마트,127.07391670000001,37.1415
223000373,오산청호아파트,127.08901670000002,37.129116700000004
223000375,오산청호아파트,127.0887167,37.13035
223000417,스마트시티센터앞,127.06611670000001,37.17005
277102844,서오산TG(경유),127.00956670000001,37.1889
277103448,오산TG(경유),127.08081670000001,37.143016700000004
223000244,LGCNS,127.08015,37.126116700000004
223000491,국민은행(마을),127.0693,37.1465167
223000401,오산역.오산터미널,127.06835,37.1453
274199447,출발(경유),127.04158329999999,37.1832
223000425,늘푸른오스카빌,127.03378329999998,37.1921
277104343,벌음동(경유),127.03985,37.1402333
223000388,화성오산교육청,127.06335,37.1861167
223000248,대원아파트,127.08641670000002,37.1426667
223000281,가장동,127.03578329999999,37.1607667
223000387,동양선교교회,127.05956670000002,37.1930667
223000505,서1동입구,127.03843329999998,37.1461667
223000359,필봉초교.11.12단지,127.05261670000002,37.177266700000004
223000352,세교중심상가앞,127.04533329999998,37.17675
223000299,당말,127.0858,37.1408833
223000276,오산시티자이2차.다온초교,127.09188329999999,37.152333299999995
223000429,죽미공원입구,127.04755,37.185216700000005
223000442,효성아파트후문,127.03033329999998,37.19565
223000254,대원아파트,127.08621670000001,37.1428
223000453,교육청사거리.포스코더샵,127.06181670000001,37.1894833
223000366,세교13단지,127.0524,37.1717833
277102435,운암고가교(경유),127.08305,37.15865
223000355,세교고인돌공원,127.04973329999999,37.17495
223000472,드라마세트장,127.06183329999999,37.1791333
223000475,오산역환승센터2층(시외),127.06691670000001,37.1465667
223000542,오산교통갈곶영업소,127.0780167,37.1274833
223000347,죽미마을8단지,127.04858329999999,37.1787333
223000407,오산교통차고지,127.04118329999999,37.130933299999995
223000391,잔다리마을1단지,127.0418,37.185933299999995
223000496,센터하임,127.05433329999998,37.15875
223000348,죽미마을8단지,127.04858329999999,37.1785833
223000379,시립수청어린이집,127.05631670000001,37.1752167
223000069,원동수자인아파트,127.08735,37.1414833
223000446,계량골,127.09201670000002,37.154366700000004
277104296,오산휴게소(경유),127.0372,37.1776
277102639,탑동아파트(경유),127.05418329999999,37.1340667
223000411,고현아이파크,127.083,37.1341833
223000070,포스코더샵정문,127.06586670000002,37.1901833
223509510,늘푸른오스카빌아파트,127.03281670000001,37.1910167
277102850,서오산JC(경유),126.99871670000002,37.17645
223000480,아느칸빌,127.0750167,37.1386
277104341,차고지출발(경유),127.04221670000001,37.1335833
223000292,가장산업단지생태공원,127.03201670000001,37.1704833
223000506,서1동입구,127.0385,37.14585
223000374,오산청호아파트,127.08828329999999,37.1308667
223000533,GS자이아파트후문,127.08268329999999,37.1315
223000378,시립수청어린이집,127.05633329999999,37.175366700000005
223000467,오산마을.한국마트,127.08015,37.135633299999995
223000346,세마역,127.04263329999999,37.1867333
223000372,오산청호아파트,127.08913329999999,37.1290167
223000267,대우푸르지오,127.0823167,37.1360167
223000410,오산빌리지,127.08265,37.134666700000004
277103447,오산IC(경유),127.08446670000001,37.14335
223000539,오산역환승센터2층(1승강장),127.06663329999999,37.146
223000363,금암주택단지입구,127.05065,37.1699667
223000243,신동아아파트2차,127.04436670000001,37.143
223000426,외삼미동,127.04223329999999,37.1959
223000428,UN참전기념공원앞,127.04766670000001,37.18605
223000510,오산근로복지회관,127.04076670000002,37.1627
223000444,세교1동,127.03718329999998,37.1876
223000481,태영아파트,127.0756,37.1377
223000423,한신대후문,127.02991670000002,37.1945833
223000258,서동입구,127.03901670000002,37.14255
223000445,피오레아파트,127.07351670000001,37.129033299999996
223000380,외삼미동입구,127.05326670000001,37.1903
277103449,오산TG(경유),127.0808,37.1433167
223000020,독산성,127.0252,37.1764667
223000450,내삼미동.호반베르디움,127.06798329999998,37.175483299999996
223000528,정림입구,127.03546670000001,37.1361333
223000497,센터하임,127.0541,37.1590167
223000470,오산시티자이입구,127.0859333,37.1485167
223000398,오산시청옆,127.07721670000001,37.1485833
223000461,세마승마장입구,127.02171670000001,37.173733299999995
223000342,세마동주민센터,127.04105,37.1881167
223000414,원4동마을입구,127.08485,37.1444667
223000500,한신대학교,127.02345,37.19595
223000457,제2가장산단1지구,127.0319833,37.1639
223000452,제2가장산단2지구,127.03203329999998,37.16655
223000501,한신대학교,127.02355,37.1960833
223000384,성운시스템,127.05838329999999,37.1913167
223000268,대우푸르지오,127.08233329999999,37.1362
223000468,오산마을.한국마트,127.08031670000001,37.1358167
223509610,서2동회관앞,127.04038329999999,37.1528833
