사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2014041600100346,2014년 4월 16일 16시,수요일,경기도 오산시 수청동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,51세,상해없음,보행자,여,4세,경상
2014041900100171,2014년 4월 19일 10시,토요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,33세,상해없음,승용,여,32세,경상
2014041900100198,2014년 4월 19일 11시,토요일,경기도 오산시 부산동,중상사고,0,2,5,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,58세,상해없음,승용,남,31세,중상
2014042100100345,2014년 4월 21일 16시,월요일,경기도 오산시 부산동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,44세,상해없음,보행자,여,9세,중상
2014042600100339,2014년 4월 26일 15시,토요일,경기도 오산시 부산동,경상사고,0,0,3,0,차대차 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,53세,상해없음,승용,여,36세,경상
2014050500100124,2014년 5월 5일 09시,월요일,경기도 오산시 오산동,경상사고,0,0,5,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,27세,상해없음,승용,남,47세,경상
2014050500100475,2014년 5월 5일 20시,월요일,경기도 오산시 원동,중상사고,0,2,3,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,45세,상해없음,승용,여,41세,경상
2014050800100491,2014년 5월 8일 18시,목요일,경기도 오산시 부산동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,53세,상해없음,자전거,여,11세,경상
2014051600100349,2014년 5월 16일 15시,금요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,35세,상해없음,보행자,여,10세,경상
2014052300100619,2014년 5월 23일 22시,금요일,경기도 오산시 양산동,경상사고,0,0,1,3,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,37세,상해없음,승용,남,49세,부상신고
2014052700100408,2014년 5월 27일 16시,화요일,경기도 오산시 갈곶동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,6세,경상,승합,남,52세,상해없음
2014052700100501,2014년 5월 27일 18시,화요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,자전거,남,12세,경상
2014052900100558,2014년 5월 29일 20시,목요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,38세,상해없음,자전거,남,6세,경상
2014053000100424,2014년 5월 30일 16시,금요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,26세,상해없음,승용,여,32세,경상
2014060300100596,2014년 6월 3일 21시,화요일,경기도 오산시 부산동,경상사고,0,0,4,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 습기,비,단일로 - 기타,승용,남,54세,상해없음,승용,여,33세,경상
2014060900100488,2014년 6월 9일 19시,월요일,경기도 오산시 원동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,55세,상해없음,자전거,남,10세,경상
2014061300100119,2014년 6월 13일 08시,금요일,경기도 오산시 가수동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,남,47세,상해없음,보행자,남,4세,경상
2014061300100394,2014년 6월 13일 17시,금요일,경기도 오산시 수청동,부상신고사고,0,0,0,1,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,37세,상해없음,보행자,남,9세,부상신고
2014061400100372,2014년 6월 14일 14시,토요일,경기도 오산시 가수동,중상사고,0,1,1,0,차대차 - 측면직각충돌,차로위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,36세,상해없음,승용,여,38세,중상
2014061500100155,2014년 6월 15일 10시,일요일,경기도 오산시 원동,중상사고,0,1,2,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,37세,상해없음,승용,남,42세,경상
2014062600100473,2014년 6월 26일 19시,목요일,경기도 오산시 청학동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,32세,상해없음,보행자,남,10세,경상
2014062700100441,2014년 6월 27일 18시,금요일,경기도 오산시 금암동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,38세,상해없음,보행자,남,5세,중상
2014071100100406,2014년 7월 11일 16시,금요일,경기도 오산시 오산동,중상사고,0,2,4,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,60세,상해없음,승용,남,40세,중상
2014071300100242,2014년 7월 13일 13시,일요일,경기도 오산시 누읍동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,이륜,남,33세,상해없음,보행자,남,8세,중상
2014071600100498,2014년 7월 16일 19시,수요일,경기도 오산시 외삼미동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,48세,상해없음,보행자,남,7세,중상
2014072000100371,2014년 7월 20일 18시,일요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,38세,상해없음,승용,여,33세,경상
2014072300100296,2014년 7월 23일 14시,수요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 습기,흐림,교차로 - 교차로안,이륜,남,55세,상해없음,보행자,여,7세,경상
2014080200100271,2014년 8월 2일 12시,토요일,경기도 오산시 금암동,경상사고,0,0,2,0,차대사람 - 기타,안전운전불이행,비포장 - 건조,맑음,단일로 - 기타,승용,여,42세,상해없음,보행자,여,36세,경상
2014080600100224,2014년 8월 6일 12시,수요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,72세,상해없음,보행자,여,9세,경상
2014081300100299,2014년 8월 13일 14시,수요일,경기도 오산시 부산동,경상사고,0,0,3,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,건설기계,남,42세,상해없음,건설기계,남,37세,상해없음
2014081700100285,2014년 8월 17일 16시,일요일,경기도 오산시 원동,중상사고,0,2,2,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,57세,상해없음,승용,남,41세,중상
2014082800100422,2014년 8월 28일 17시,목요일,경기도 오산시 누읍동,중상사고,0,7,6,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,61세,상해없음,승합,남,52세,상해없음
2014090400100142,2014년 9월 4일 08시,목요일,경기도 오산시 가수동,경상사고,0,0,1,0,차대사람 - 보도통행중,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,35세,상해없음,보행자,남,12세,경상
2014090900100024,2014년 9월 9일 02시,화요일,경기도 오산시 오산동,중상사고,0,2,10,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,30세,상해없음,승용,여,46세,중상
2014091700100364,2014년 9월 17일 16시,수요일,경기도 오산시 수청동,경상사고,0,0,1,0,차대차 - 측면직각충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,여,47세,상해없음,자전거,여,7세,경상
2014092200100344,2014년 9월 22일 15시,월요일,경기도 오산시 원동,경상사고,0,0,1,2,차대차 - 기타,차로위반,포장 - 건조,맑음,교차로 - 교차로부근,건설기계,남,47세,상해없음,승용,여,38세,경상
2014092600100534,2014년 9월 26일 19시,금요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,35세,상해없음,보행자,남,10세,경상
2014100300100267,2014년 10월 3일 12시,금요일,경기도 오산시 부산동,중상사고,0,2,9,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,55세,상해없음,승용,남,42세,상해없음
2014101300100385,2014년 10월 13일 14시,월요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,63세,상해없음,보행자,남,7세,중상
2014101300100655,2014년 10월 13일 21시,월요일,경기도 오산시 원동,경상사고,0,0,3,1,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,36세,상해없음,승용,여,29세,경상
2014101400100405,2014년 10월 14일 16시,화요일,경기도 오산시 은계동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,30세,상해없음,승용,여,31세,경상
2014101600100334,2014년 10월 16일 14시,목요일,경기도 오산시 금암동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,자전거,여,7세,경상,승용,여,35세,상해없음
2014102400100553,2014년 10월 24일 19시,금요일,경기도 오산시 금암동,경상사고,0,0,3,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,화물,여,28세,상해없음,승합,남,26세,경상
2014102700100459,2014년 10월 27일 17시,월요일,경기도 오산시 궐동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,55세,상해없음,,,,
2014110100100646,2014년 11월 1일 21시,토요일,경기도 오산시 오산동,부상신고사고,0,0,0,2,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,55세,상해없음,승용,여,42세,상해없음
2014110700100449,2014년 11월 7일 17시,금요일,경기도 오산시 세교동,경상사고,0,0,2,1,차대차 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승용,여,54세,상해없음,승용,여,34세,경상
2014111800100277,2014년 11월 18일 13시,화요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 기타,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,여,56세,상해없음,보행자,남,8세,중상
2014112000100336,2014년 11월 20일 14시,목요일,경기도 오산시 세교동,경상사고,0,0,1,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,52세,상해없음,자전거,남,7세,경상
2014121100100349,2014년 12월 11일 16시,목요일,경기도 오산시 수청동,중상사고,0,3,2,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,65세,상해없음,승용,남,37세,중상
2014121200100313,2014년 12월 12일 14시,금요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,46세,상해없음,보행자,여,10세,경상
2014121900100355,2014년 12월 19일 17시,금요일,경기도 오산시 갈곶동,중상사고,0,2,2,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,여,39세,경상,화물,여,46세,중상
2014122100100100,2014년 12월 21일 08시,일요일,경기도 오산시 갈곶동,경상사고,0,0,2,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 결빙,맑음,교차로 - 교차로안,승용,남,41세,경상,,,,
2014122500100178,2014년 12월 25일 10시,목요일,경기도 오산시 수청동,중상사고,0,2,2,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,27세,상해없음,승용,남,42세,경상
2015011700100250,2015년 1월 17일 11시,토요일,경기도 오산시 원동,경상사고,0,0,5,3,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,24세,상해없음,승용,여,54세,상해없음
2015020200100307,2015년 2월 2일 17시,월요일,경기도 오산시 갈곶동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,26세,상해없음,보행자,여,10세,중상
2015020600100315,2015년 2월 6일 15시,금요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,47세,상해없음,보행자,남,8세,중상
2015021400100230,2015년 2월 14일 11시,토요일,경기도 오산시 누읍동,중상사고,0,1,3,0,차대차 - 정면충돌,중앙선침범,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,47세,상해없음,승용,남,51세,경상
2015022200100240,2015년 2월 22일 16시,일요일,경기도 오산시 세교동,중상사고,0,2,5,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승합,남,43세,상해없음,승용,남,32세,중상
2015022200100291,2015년 2월 22일 18시,일요일,경기도 오산시 갈곶동,경상사고,0,0,4,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,58세,상해없음,승합,남,46세,경상
2015022800100323,2015년 2월 28일 16시,토요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,33세,상해없음,자전거,남,11세,경상
2015031400100210,2015년 3월 14일 10시,토요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승용,여,31세,상해없음,보행자,여,7세,중상
2015031900100438,2015년 3월 19일 17시,목요일,경기도 오산시 가수동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,52세,상해없음,보행자,남,12세,중상
2015032600100372,2015년 3월 26일 15시,목요일,경기도 오산시 부산동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,41세,상해없음,보행자,남,6세,중상
2015032900100298,2015년 3월 29일 16시,일요일,경기도 오산시 궐동,경상사고,0,0,2,0,차대차 - 추돌 - 주정차중,불법유턴,포장 - 건조,맑음,단일로 - 기타,승용,남,36세,상해없음,승용,남,30세,기타불명
2015040400100409,2015년 4월 4일 16시,토요일,경기도 오산시 수청동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 습기,비,단일로 - 횡단보도상,승용,남,50세,상해없음,보행자,남,6세,경상
2015040800100469,2015년 4월 8일 20시,수요일,경기도 오산시 원동,경상사고,0,0,3,0,차대차 - 기타,차로위반,포장 - 건조,맑음,단일로 - 기타,이륜,남,25세,상해없음,승용,남,29세,경상
2015041000100190,2015년 4월 10일 10시,금요일,경기도 오산시 갈곶동,중상사고,0,1,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,29세,중상,승용,남,68세,상해없음
2015041000100459,2015년 4월 10일 18시,금요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,49세,상해없음,보행자,여,5세,경상
2015051400100480,2015년 5월 14일 19시,목요일,경기도 오산시 원동,경상사고,0,0,4,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,53세,상해없음,승용,남,40세,경상
2015052300100209,2015년 5월 23일 10시,토요일,경기도 오산시 금암동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,40세,상해없음,보행자,여,6세,경상
2015061300100387,2015년 6월 13일 16시,토요일,경기도 오산시 내삼미동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,51세,상해없음,보행자,여,2세,중상
2015061400100387,2015년 6월 14일 18시,일요일,경기도 오산시 궐동,중상사고,0,1,0,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,33세,상해없음,자전거,남,11세,중상
2015061900100418,2015년 6월 19일 17시,금요일,경기도 오산시 청호동,부상신고사고,0,0,0,1,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,51세,상해없음,보행자,남,8세,부상신고
2015070300100510,2015년 7월 3일 19시,금요일,경기도 오산시 원동,중상사고,0,1,0,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,52세,상해없음,자전거,남,10세,중상
2015071300100432,2015년 7월 13일 16시,월요일,경기도 오산시 서동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승합,남,29세,상해없음,보행자,여,9세,중상
2015071800100295,2015년 7월 18일 13시,토요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,52세,상해없음,보행자,남,6세,중상
2015073000100410,2015년 7월 30일 16시,목요일,경기도 오산시 원동,중상사고,0,1,0,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,48세,상해없음,자전거,여,9세,중상
2015091300100196,2015년 9월 13일 11시,일요일,경기도 오산시 누읍동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,48세,상해없음,자전거,남,7세,경상
2015092000100130,2015년 9월 20일 08시,일요일,경기도 오산시 누읍동,경상사고,0,0,1,0,차량단독 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승합,남,52세,상해없음,,,,
2015092400100679,2015년 9월 24일 21시,목요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,36세,상해없음,원동기,여,57세,기타불명
2015100300100490,2015년 10월 3일 18시,토요일,경기도 오산시 오산동,부상신고사고,0,0,0,1,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,34세,기타불명,보행자,남,8세,부상신고
2015100500100643,2015년 10월 5일 21시,월요일,경기도 오산시 세교동,경상사고,0,0,3,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,37세,상해없음,승용,여,35세,경상
2015102100100512,2015년 10월 21일 20시,수요일,경기도 오산시 원동,중상사고,0,1,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,59세,상해없음,보행자,여,27세,중상
2015102900100386,2015년 10월 29일 16시,목요일,경기도 오산시 원동,경상사고,0,0,1,0,차대차 - 추돌 - 진행중,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,59세,상해없음,승합,남,57세,상해없음
2015103000100536,2015년 10월 30일 17시,금요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,67세,상해없음,보행자,남,10세,경상
2015110400100192,2015년 11월 4일 09시,수요일,경기도 오산시 금암동,경상사고,0,0,3,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,여,44세,상해없음,승용,여,35세,경상
2015111900100133,2015년 11월 19일 08시,목요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,43세,상해없음,보행자,여,10세,중상
2015112700100419,2015년 11월 27일 16시,금요일,경기도 오산시 원동,중상사고,0,2,3,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,36세,중상,승합,여,44세,중상
2015120800100388,2015년 12월 8일 16시,화요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,37세,상해없음,보행자,남,8세,중상
2015121600100445,2015년 12월 16일 18시,수요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대차 - 정면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,67세,상해없음,자전거,남,6세,중상
2016010100100256,2016년 1월 1일 14시,금요일,경기도 오산시 오산동,부상신고사고,0,0,0,1,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,41세,상해없음,자전거,남,58세,상해없음
2016012200100563,2016년 1월 22일 22시,금요일,경기도 오산시 수청동,경상사고,0,0,3,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,53세,기타불명,승용,여,43세,경상
2016012500100393,2016년 1월 25일 18시,월요일,경기도 오산시 금암동,중상사고,0,1,1,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,39세,중상,,,,
2016020300100130,2016년 2월 3일 08시,수요일,경기도 오산시 부산동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,45세,상해없음,보행자,남,9세,경상
2016020600100525,2016년 2월 6일 21시,토요일,경기도 오산시 금암동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도부근,승용,여,20세,상해없음,보행자,남,5세,경상
2016021000100301,2016년 2월 10일 18시,수요일,경기도 오산시 청학동,중상사고,0,1,0,0,차대사람 - 횡단중,기타,포장 - 건조,맑음,단일로 - 기타,승용,여,50세,상해없음,보행자,남,12세,중상
2016022300100138,2016년 2월 23일 09시,화요일,경기도 오산시 내삼미동,경상사고,0,0,3,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 습기,맑음,교차로 - 교차로부근,승용,여,30세,기타불명,승용,여,33세,경상
2016030500100404,2016년 3월 5일 17시,토요일,경기도 오산시 오산동,중상사고,0,3,3,1,차대차 - 정면충돌,신호위반,포장 - 습기,비,교차로 - 교차로안,승용,남,32세,경상,승용,남,34세,중상
2016030500100534,2016년 3월 5일 20시,토요일,경기도 오산시 궐동,중상사고,0,1,3,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,흐림,교차로 - 교차로부근,승용,남,44세,기타불명,승용,남,43세,경상
2016031600100350,2016년 3월 16일 16시,수요일,경기도 오산시 누읍동,중상사고,0,1,0,3,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,31세,부상신고,승용,남,52세,중상
2016040900100606,2016년 4월 9일 21시,토요일,경기도 오산시 내삼미동,경상사고,0,0,3,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,32세,상해없음,승용,여,46세,경상
2016041800100435,2016년 4월 18일 17시,월요일,경기도 오산시 내삼미동,경상사고,0,0,2,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,흐림,단일로 - 기타,화물,남,43세,상해없음,승용,여,29세,경상
